245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Judicious use of antibiotics in otitis media :"	"analysis of antibiotic utilization patterns and guideline compliance /"	"Holly Carlton."	"Carlton, Holly."	"M.S."	"University of Washington"	"2001"	"011008s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 48 leaves :"			"48103215"
"Meta-analysis and cost-effectiveness analyses of chlorhexidine gluconate and povidone iodine use for the prevention of catheter-related bloodstream infection /"		"Nathorn Chaiyakunapruk."	"Chaiyakunapruk, Nathorn."	"Ph. D."	"University of Washington"	"2001"	"020710s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 71 leaves :"		"http://hdl.handle.net/1773/7946"	"50146173"
"Pharmacokinetics of drug interactions due to ligand stabilization of CYP2E1 /"		"by Jenny Yueh-Ling Chien."	"Chien, Jenny Yueh-Ling,1963-"	"Ph. D."	"University of Washington"	"1998"	"990126s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiv, 228 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9836153"	"40679389"
"Novel quantitative methods for drug benefit-risk assessment in regulatory decision-making :"	"a case study and policy analysis /"	"James T. Cross."	"Cross, James T."	"Ph. D."	"University of Washington"	"2009"	"100421s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 84 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3393981"	"608331760"
"Blood safety and resource allocation :"	"economic analyses of donated blood safety initiatives /"	"Brian Scott Custer."	"Custer, Brian Scott."	"Ph. D."	"University of Washington"	"2003"	"031006s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 118 leaves :"		"http://hdl.handle.net/1773/7964;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3090984"	"53149967"
"Molecular cloning and characterization of the murine plasma membrane monoamine transporter (Slc29a4) :"	"function, expression and physiological significance /"	"Amber Dahlin."	"Dahlin, Amber."	"Ph. D."	"University of Washington"	"2008"	"090105s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 166 leaves :"			"297119131"
"Impact of the CYP3A5 polymorphism on the metabolic disposition of calcineurin inhibitors /"		"Yang Dai."	"Dai, Yang."	"Ph. D."	"University of Washington"	"2006"	"061120s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 197 leaves :"		"http://hdl.handle.net/1773/7935;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3224208"	"76714948"
"Outpatient discontinuation of post-myocardial infarction beta-blocker therapy and its effect on recurrent coronary events /"		"Thy P. Do."	"Do, Thy Pham."	"Ph. D."	"University of Washington"	"2006"	"070509s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 69 leaves :"			"124077568"
"Aspects of human CYP 2E1 regulation in health and disease /"		"by Maurice George Emery."	"Emery, Maurice George,1952-"	"Ph. D."	"University of Washington"	"1999"	"000504s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiv, 180 leaves :"		"http://hdl.handle.net/1773/7943;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9952822"	"43982162"
"The role of the equilibrative nucleoside transporter 1 (ENT1) on the absorption and disposition of ribavirin in the mouse /"		"Christopher J. Endres."	"Endres, Christopher J.(Christopher James),1977-"	"Ph. D."	"University of Washington"	"2008"	"090416s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 230 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3345552"	"318598279"
"CYP3A-dependent midazolam metabolism in modified Caco-2 cells /"		"by Jeannine M. Fisher."	"Fisher, Jeannine M."	"M.S."	"University of Washington"	"1998"	"990608s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 118 leaves :"			"41500517"
"A cost-consequences analysis of TPMT genotype-individualized maintenance therapy for children with acute lymphoblastic leukemia /"		"Christopher R. Flowers."	"Flowers, Christopher R."	"M.S."	"University of Washington"	"2002"	"021105s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 31 pages :"			"50930631"
"Age-dependent busulfan disposition and its relation to GSTA1-1 expression /"		"by John P. Gibbs II."	"Gibbs, John P.,1969-"	"Ph. D."	"University of Washington"	"1998"	"991006s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 128 leaves :"		"http://hdl.handle.net/1773/7931;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9916656"	"42586088"
"Characterization of inhibition of intestinal CYP3A :"	"role of sequestration and protein binding /"	"by Megan Ann Gibbs."	"Gibbs, Megan Ann,1972-"	"Ph. D."	"University of Washington"	"1999"	"000420s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 139 leaves :"		"http://hdl.handle.net/1773/7948;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9944116"	"43897120"
"Toxicity study of a new injectable iron complex."			"Greenlee, Karen Iris."	"M.S."	"University of Washington"		"890513s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"31 leaves"			"19703402"
"Validity and reliability of the visual function questionnaire utilities index in individuals with age-related macular degeneration /"		"Katharine Suzanne Gries."	"Gries, Katharine Suzanne."	"M.S."	"University of Washington"	"2009"	"100518s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 33 leaves "			"619286605"
"Assessing the clinical and economic impact of genetic polymorphisms /"		"Mitchell K. Higashi."	"Higashi, Mitchell K."	"Ph. D."	"University of Washington"	"2001"	"020709s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 85 leaves :"		"http://hdl.handle.net/1773/7975"	"50140949"
"Impact of CYP3A5 and P-glycoprotein on hepatic and renal drug clearance /"		"Weili Huang."	"Huang, Weili,1975-"	"Ph. D."	"University of Washington"	"2006"	"070508s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvi, 201 leaves :"		"http://hdl.handle.net/1773/7965;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3241910"	"124066819"
"Polypharmacy education program outcomes assessment /"		"Dana L. Hurley."	"Hurley, Dana L."	"M.S."	"University of Washington"	"2004"	"040614s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 29 leaves :"			"55649287"
"Roles of cytochromes P450 and microsomal epoxide hydrolase in drug-drug interactions involving valporic acid and its analogues /"		"by Susan I. Hurst."	"Hurst, Susan I.,1964-"	"Ph. D."	"University of Washington"	"1999"	"000224s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvii, 252 leaves :"		"http://hdl.handle.net/1773/7940;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9936424"	"43519822"
"Evaluation of models to study mechanisms of enhanced xenobiotic sulfation in cystic fibrosis /"		"by Ronald Evan Kavanagh."	"Kavanagh, Ronald Evan."	"Ph. D."	"University of Washington"	"1996"	"961210s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 167 leaves :"			"36065797"
"Role of epoxide hydrolase in carbamazepine epoxide drug interactions /"		"by Bradley M. Kerr."	"Kerr, Bradley M.,1957-"	"Ph. D."	"University of Washington"	"1989"	"891113s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xxxiii, 362 leaves :"			"20640167"
"Treatment patterns, costs and outcomes of systemic chemotherapy, adjuvant intravesical therapy, and surveillance for urothelial bladder cancer /"		"Matthew Charles Kerrigan."	"Kerrigan, Matthew Charles."	"Ph. D."	"University of Washington"	"2007"	"071010s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 133 leaves :"		"http://hdl.handle.net/1773/7949;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3265358"	"174000834"
"Role of beta-oxidation in the metabolism of valproic acid /"		"by Kevin Mark Koch."	"Koch, Kevin Mark."	"Ph. D."	"University of Washington"	"1985"	"851126s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 209 leaves :"			"12850372"
"Inhibition of human liver microsomal epoxide hydrolase /"		"by Deanna L. Kroetz."	"Kroetz, Deanna L.(Deanna Lynn),1961-"	"Ph. D."	"University of Washington"	"1990"	"910819s1990\\\\xx\a\\\\\bmt\\000\0\eng\d"	"xx, 278 leaves :"		"http://hdl.handle.net/1773/7958;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9109808"	"24253964"
"Disposition kinetics of propranolol in uremia /"		"by Sylvie Laganiere."	"Laganiere, Sylvie."	"Ph. D."	"University of Washington"	"1986"	"870323s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 256 leaves :"			"15354575"
"Pharmacokinetics and pharmacodynamics of oral oxycodone :"	"role of active metabolites /"	"Bojan Lalovic."	"Lalovic, Bojan,1972-"	"Ph. D."	"University of Washington"	"2003"	"040414s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 161 leaves :"		"http://hdl.handle.net/1773/7938;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3111095"	"54951716"
"Effect of methylxanthines on acetaminophen reactive metabolite formation /"		"by Caroline Amy Lee."	"Lee, Caroline Amy,1963-"	"Ph. D."	"University of Washington"	"1993"	"931008s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvii, 231 leaves :"			"28961251"
"Uremia induced intrinsic defect of propranolol metabolism /"		"by Chi Hyun Lee."	"Lee, Chi Hyun."	"M.S."	"University of Washington"	"1990"	"910613s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 79 leaves :"			"23932546"
"Comparison of the cost-effectiveness of triamicinolone acetonide (azmacort HFA) and fluticasone propionate (flovent) in adult asthmatics in randomized controlled equivalence trial /"		"Todd Allen Lee."	"Lee, Todd Allen."	"Ph. D."	"University of Washington"	"2001"	"020521s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 154 leaves :"		"http://hdl.handle.net/1773/7956"	"49840451"
"UTI antibiotics :"	"mechanism of transport and in vivo interaction with cranberry juice /"	"Meng Li."	"Li, Meng."	"Ph. D."	"University of Washington"	"2007"	"080625s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 198 leaves :"		"http://hdl.handle.net/1773/7945;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3290560"	"232609742"
"Transport of valproic acid in the brain :"	"involvement of multiple organic anion transporters /"	"by Shuang Wu Li."	"Li, Shuang Wu,1971-"	"Ph. D."	"University of Washington"	"2002"	"021001s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvii, 189 leaves :"		"http://hdl.handle.net/1773/7971"	"50707287"
"Mechanisms of valproate associated hepatotoxicity /"		"by Min-Hwa Jasmine Lin."	"Lin, Min-Hwa Jasmine,1957-"	"Ph. D."	"University of Washington"	"1993"	"931012s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvii, 276 leaves :"			"28989181"
"Steroid hormones and antiepileptic drugs /"		"by Yixin Lin."	"Lin, Yixin,1963-"	"M.S."	"University of Washington"	"1997"	"981021s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 41 leaves :"			"40148479"
"Variability in CYP3A expression and metabolism :"	"influence of genetics and probe substrate selection /"	"Yvonne S. Lin."	"Lin, Yvonne S.,1971-"	"Ph. D."	"University of Washington"	"2002"	"030423s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 203 leaves :"		"http://hdl.handle.net/1773/7966;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3072111"	"52115220"
"Herb-opioid interactions involving modulation of cytochrome P450 enzymes and P-Glycoprotein /"		"Michael J. Loughren."	"Loughren, Michael J."	"Ph. D."	"University of Washington"	"2008"	"090120s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 142 leaves :"			"298902043"
"The role of CYP2D6 and CYP3A4 in first-pass intestinal drug metabolism /"		"by Soraya Madani."	"Madani, Soraya."	"Ph. D."	"University of Washington"	"1998"	"990628s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiv, 177 leaves :"		"http://hdl.handle.net/1773/7942;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9907931"	"41618724"
"CYP2E1 :"	"mechanism of induction by isoniazid and role in acetaminophen oxidation /"	"by Peter Tsakani Manyike."	"Manyike, Peter Tsakani,1962-"	"Ph. D."	"University of Washington"	"1999"	"000320s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 138 leaves :"		"http://hdl.handle.net/1773/7936;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9937620"	"43667811"
"Investigation of mechanisms by which thermal injury produces resistance to nondepolarizing muscle relaxants /"		"by Punit H. Marathe."	"Marathe, Punit H.(Punit Hemant),1962-"	"Ph. D."	"University of Washington"	"1989"	"900201s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 200 leaves :"			"20987134"
"Modeling the long-term, population-based outcomes of diabetic retinopathy /"		"Kristin Marciante."	"Marciante, Kristin(Kristin D.)"	"Ph. D."	"University of Washington"	"2003"	"040302s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 103 leaves :"			"54515267"
"Disposition of anti-HIV protease inhibitors in pregnancy /"		"Anita A. Mathias."	"Mathias, Anita A."	"Ph. D."	"University of Washington"	"2004"	"041110s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 201 leaves :"		"http://hdl.handle.net/1773/7976;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3131194"	"56950029"
"Metabolic and inhibitory differences between cytochromes P450 3A4 and 3A5 /"		"by Donavon J. McConn II."	"McConn, Donavon J.,1970-"	"Ph. D."	"University of Washington"	"2001"	"020717s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 196 leaves :"		"http://hdl.handle.net/1773/7980"	"50190142"
"Effects of genotype and RNA expression on activity of cytochrome P450 2D6 :"	"a highly polymorphic drug metabolizing enzyme /"	"Lisa A. McConnachie."	"McConnachie, Lisa A."	"Ph. D."	"University of Washington"	"2002"	"030312s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 146 leaves :"		"http://hdl.handle.net/1773/7973"	"51846899"
"Clinical utility, cost-effectiveness and provider perceptions of CYP2C9 and VKORC1 genotyping for chronic warfarin therapy /"		"Lisa M. Meckley."	"Meckley, Lisa M."	"Ph. D."	"University of Washington"	"2008"	"080806s2008\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 128 leaves "		"http://hdl.handle.net/1773/7960;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3303395"	"239609869"
"Nonlinear pharmacokinetics and anticonvulsant efficacy of E-delta²-VPA in the rat /"		"by Robin L. O'Connor-Semmes."	"O'Connor-Semmes, Robin L.,1956-"	"Ph. D."	"University of Washington"	"1989"	"891227s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 247 leaves :"			"20822861"
"The economic and clinical outcomes and policy implications of gene expression profiling in breast cancer care /"		"Nina Oestreicher."	"Oestreicher, Nina."	"Ph. D."	"University of Washington"	"2004"	"050224s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 82 leaves :"		"http://hdl.handle.net/1773/7969;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3139515"	"57728026"
"Mortality and cardiovascular outcomes associated with medications used in the treatment of chronic obstructive pulmonary disease /"		"Sarika S. Ogale."	"Ogale, Sarika S."	"Ph. D."	"University of Washington"	"2007"	"070618s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 53 leaves :"		"http://hdl.handle.net/1773/7959;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3252880"	"144613283"
"Intestinal versus hepatic CYP3A-dependent first-pass metabolism /"		"by Mary F. Paine."	"Paine, Mary F.,1965-"	"Ph. D."	"University of Washington"	"1997"	"980309s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvi, 207 leaves :"		"http://hdl.handle.net/1773/7947"	"38572623"
"Bioavailability assessment based on parent drug and metabolite concentration :"	"a theoretical comparison of statistical advantage /"	"by David C. Pulham."	"Pulham, David C."	"M.S."	"University of Washington"	"1985"	"860312s1985\\\\xx\af\\\\bm\\\000\0\eng\d"	"iii, 144 leaves, 9 unnumbered leaves of plates :"			"13287992"
"Bioavailability assessment based on parent drug and metabolite concentrations :"	"statistical advantage in the well-stirred model /"	"by David C. Pulham."	"Pulham, David C."	"Ph. D."	"University of Washington"	"1991"	"920408s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 308 leaves :"			"25613658"
"ABCC2 (cMOAT) :"	"role in 4-hydroxycyclophosphamide elimination from the liver and survival of high dose cyclophosphamide regimens /"	"Ruolun Qiu."	"Qiu, Ruolun."	"Ph. D."	"University of Washington"	"2003"	"040510s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 114 leaves :"		"http://hdl.handle.net/1773/7962;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3111124"	"55112028"
"Predictions of kinetic parameters for the CYP2C9 substrates phenytoin and tolbutamide and the inhibitor fluconazole /"		"by Wei Qiu."	"Qiu, Wei,1967-"	"Ph. D."	"University of Washington"	"2000"	"010524s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 159 leaves :"		"http://hdl.handle.net/1773/7951;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9995427"	"47006841"
"Immunosuppressants used in the conditioning regimens for hematopoietic stem cell transplantation /"		"Aaron G. Ren."	"Ren, Aaron G."	"Ph. D."	"University of Washington"	"2005"	"060501s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 131 leaves :"		"http://hdl.handle.net/1773/7957;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3183413"	"68006381"
"Metabolism of cyclophosphamide :"	"implications for hematopoietic stem cell transplantation /"	"Song Ren."	"Ren, Song,1971-"	"Ph. D."	"University of Washington"	"1999"	"000410s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 145 leaves :"		"http://hdl.handle.net/1773/7968;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9936468"	"43813844"
"Inhibition of the hepatic metabolism of (S)-propranolol by uremic blood constituents /"		"by Lorin Karsten Roskos."	"Roskos, Lorin Karsten."	"Ph. D."	"University of Washington"	"1994"	"951017s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xxi, 233 leaves :"			"33317770"
"Medication compliance and cost and utilization outcomes associated with pharmacist's cognitive service interventions /"		"by David Harold Smith."	"Smith, David H.(David Harold),1966-"	"Ph. D."	"University of Washington"	"1998"	"981207s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 171 leaves :"		"http://hdl.handle.net/1773/7941"	"40451477"
"Accuracy of pharmacy claims database 'days supply' measure and its effect on continuous medication adherence measures in type 2 diabetics /"		"Karen L Smith."	"Smith, Karen L."	"M.S."	"University of Washington"	"2003"	"040309s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 77 leaves :"			"54667325"
"The emergency contraception collaborative prescribing experience in Washington State :"	"a program evaluation /"	"Sunshine D. Sommers."	"Sommers, Sunshine D."	"M.S."	"University of Washington"	"1999"	"000417s1999\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 59 leaves "			"43870658"
"The association of demographic and clinical characteristics with pain in persons who received hospice care in the United States /"		"Scott A. Strassels."	"Strassels, Scott A."	"Ph. D."	"University of Washington"	"2005"	"060802s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 165 leaves :"		"http://hdl.handle.net/1773/7953;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3198857"	"70817955"
"Characterization of the human retinoic acid hydroxylases CYP26A1 and CYP26B1 :"	"regulation and tissue expression /"	"Suzanne Tay."	"Tay, Suzanne."	"M.S."	"University of Washington"	"2009"	"100201s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 68 leaves :"			"503002219"
"Contribution of itraconazole and its metabolites to in vivo CYP3A4 inhibition /"		"Ian Edward Templeton."	"Templeton, Ian Edward."	"Ph. D."	"University of Washington"	"2009"	"100524s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 153 leaves :"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3393924"	"630153293"
"Mechanisms of pulegone-induced hepatotoxicity /"		"by David Thomassen."	"Thomassen, David,1960-"	"Ph. D."	"University of Washington"	"1989"	"900220s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiv, 237 leaves :"			"21097371"
"Mechanisms of transfer of anti-HIV dideoxynucleoside drugs across the placenta and the blood-CSF barrier /"		"by Tove Tuntland."	"Tuntland, Tove."	"Ph. D."	"University of Washington"	"1996"	"970512s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvi, 257 leaves :"			"36891407"
"Renal tubular secretion of ticarcillin in cystic fibrosis /"		"by Ji-Ping Wang."	"Wang, Ji-Ping."	"M.S."	"University of Washington"	"1992"	"930316s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 101 leaves :"			"27740387"
