245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Colorectal cancer and solar radiation /"		"by Julia C. Emerson."	"Emerson, Julia C."	"M. Pub. Health"	"University of Washington"	"1987"	"880516s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 16 leaves :"			"17960455"
"A case-control study of dietary factors and cancer of the pancreas /"		"by Diana Farrow."	"Farrow, Diana."	"Ph. D."	"University of Washington"	"1989"	"900518s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 81 leaves :"			"21555655"
"Embryotoxicity of Aflatoxin B₁ in the rat embryo in vitro :"	"role of biotransformation /"	"by Francis Geissler."	"Geissler, Francis."	"M.S."	"University of Washington"	"1986"	"861007s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"vi, 71 leaves, 13 unnumbered leaves of plates :"			"14354525"
"Risk factors for gastroschisis /"		"by Gary M. Goldbaum."	"Goldbaum, Gary M."	"M.P.H."	"University of Washington"	"1989"	"891013s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 19 leaves "			"20486189"
"Cohort mortality study of Seattle fire fighters, 1945-1983 /"		"by Nicholas Heyer."	"Heyer, Nicholas."	"Ph. D."	"University of Washington"	"1988"	"890906s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 69 leaves "			"20306255"
"Bronchopulmonary dysplasia :"	"results of a case-control study /"	"by Robert W. Hirnle."	"Hirnle, Robert W."	"M.S."	"University of Washington"	"1986"	"860401s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 21 leaves "			"13369819"
"Seasonal variation in AIDS incidence /"		"by Sharon Gail Hopkins."	"Hopkins, Sharon Gail."	"M.P.H."	"University of Washington"	"1989"	"891106s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 42 leaves :"			"20604681"
"Tubal sterilization, hysterectomy, and the subsequent occurrence of epithelial ovarian cancer /"		"by Kathleen L. Irwin."	"Irwin, Kathleen L."	"M.P.H."	"University of Washington"	"1989"	"900808s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 37 leaves "			"22196858"
"Risk factors for invasive cervical cancer in Mexico /"		"by Luz Margarita Jiménez Pérez."	"Jiménez Pérez, Luz Margarita."	"M.S."	"University of Washington"	"1989"	"911022s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 60 leaves "			"24605283"
"A case-control study of precancer of the uterine cervix in a high risk population /"		"by Laura Ann Koutsky."	"Koutsky, Laura Ann."	"Ph. D."	"University of Washington"	"1987"	"880120s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 251 leaves :"			"17365529"
"A study of the association between smoking and placenta previa using Washington State birth records /"		"by Michael David Kramer."	"Kramer, Michael David."	"M.P.H."	"University of Washington"	"1989"	"900504s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 21 leaves "			"21479351"
"Risk factors and pregnancy complications associated with placental membrane bacteria and inflammation /"		"by Marijane Alberta Krohn."	"Krohn, Marijane Alberta."	"Ph. D."	"University of Washington"	"1987"	"880427s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 118 leaves "			"17859806"
"A randomized controlled trial to motivate worksite fecal occult blood testing /"		"by Chung Yul Lee."	"Lee, Chung Yul."	"Ph. D."	"University of Washington"	"1989"	"900809s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 130 leaves :"			"22201894"
"Alterations in the sex ratio in relation to maternal spermicide use at conception /"		"by Dennis David Lenaway."	"Lenaway, Dennis David."	"M.S."	"University of Washington"	"1987"	"870402s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 19 leaves :"			"15478736"
"Methylene chloride sampling with passive dosimeters under steady-state and transient conditions /"		"by Frank B. Liebhaber, Jr."	"Liebhaber, Frank B."	"M.S."	"University of Washington"	"1985"	"851220s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 76 leaves :"			"12939646"
"The roles of parity and diet in the etiology of colon cancer in women /"		"by Jonathan Michael Liff."	"Liff, Jonathan Michael."	"Ph. D."	"University of Washington"	"1985"	"850816s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 207 leaves :"			"12394531"
"Environmental aspects of pedestrian injury occurrence to children less than 15 years of age /"		"by Shyh-Mine Lii."	"Lii, Shyh-Mine."	"M.P.H."	"University of Washington"	"1988"	"890908s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 44 leaves "			"20316014"
"A case-control study of diabetic pregnancy in Washington State :"	"increased risk of low apgar score /"	"by Judith April Malmgren."	"Malmgren, Judith April."	"M.S."	"University of Washington"	"1985"	"850910s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"46 leaves :"			"12533203"
"The role of dietary fiber in the etiology of noninsulin-dependent diabetes mellitus /"		"by Julie Ann Marshall."	"Marshall, Julie Ann."	"Ph. D."	"University of Washington"	"1987"	"880616s1987\\\\xx\b\\\\\bmt\\000\0\eng\d"	"viii, 204 leaves :"		"http://hdl.handle.net/1773/10952;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8810560"	"18099847"
"Diet and breast cancer in Argentina /"		"by Elena Lina Matos."	"Matos, Elena Lina."	"M.S."	"University of Washington"	"1988"	"890908s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 46 leaves "			"20315016"
"The association between excessive therapeutic lowering of diastolic blood pressure and myocardial infarction /"		"by Lon McCloskey."	"McCloskey, Lon."	"M.P.H."	"University of Washington"	"1989"	"891012s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 41 leaves :"			"20481175"
"A case-control study of non-Hodgkin's lymphoma /"		"by Jill Anne McDonald."	"McDonald, Jill Anne."	"Ph. D."	"University of Washington"	"1986"	"870206s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"x, 302 leaves "			"15159683"
"The epidemiology of nosocomial C. difficile infections /"		"by Lynne Vernice McFarland."	"McFarland, Lynne Vernice."	"Ph. D."	"University of Washington"	"1988"	"880608s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xvi, 343 leaves :"			"18058259"
"The effectiveness of single-dose metronidazole therapy for patients and their partners with bacterial vaginosis :"	"a preliminary report /"	"by Mark B. Mengel."	"Mengel, Mark B."	"M. Pub. Health"	"University of Washington"	"1986"	"861010s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"34 leaves :"			"14373982"
"Residential formaldehyde exposure and pharyngeal and sinonasal cancers /"		"by Rohinton K. Merchant."	"Merchant, Rohinton K."	"M. Pub. Health"	"University of Washington"	"1986"	"861009s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44 leaves "			"14368645"
"Long-term follow-up after surgical repair of congenital heart defects /"		"by Cynthia Dee Morris."	"Morris, Cynthia Dee."	"Ph. D."	"University of Washington"	"1985"	"850820s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 235 leaves :"			"12404219"
"Sudden and unexpected death in sleep of adult Filipinos in Manila /"		"by Ronald Grant Munger."	"Munger, Ronald Grant."	"M. Pub. Health"	"University of Washington"	"1987"	"880610s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"volumes, 30 leaves :"			"18068643"
"Myeloid leukemia as second primary :"	"a case control study /"	"by A. Nandakumar."	"Nandakumar, A."	"M.P.H."	"University of Washington"	"1989"	"900206s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 77 leaves "			"21008866"
"A case-control study to evaluate the efficacy of breast self-examination /"		"by Polly Ann Newcomb."	"Newcomb, Polly Ann."	"Ph. D."	"University of Washington"	"1985"	"860402s1985\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 102 leaves "			"13380164"
"Previous abdominal surgery and tubal pregnancy /"		"by Hanyu Ni."	"Ni, Hanyu."	"M.P.H."	"University of Washington"	"1988"	"890925s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 18 leaves "			"20388950"
"The efficacy of frequent dental visits in reducing oral cancer mortality /"		"by Tierney Louise Norsted."	"Norsted, Tierney Louise."	"Ph. D."	"University of Washington"	"1989"	"891201s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 167 leaves "			"20720407"
"A case-control study of risk factors for Wilms' tumor /"		"by Andrew Fergus Olshan."	"Olshan, Andrew Fergus."	"Ph. D."	"University of Washington"	"1987"	"880603s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"x, 201 leaves "		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8810573"	"18038612"
"Risk factors of placenta previa /"		"by Chau-Su Ou."	"Ou, Chau-Su."	"M. Pub. Health"	"University of Washington"	"1987"	"880516s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"19 leaves "			"17960471"
"Regular cigarette smoking and acute, initial episodes of pelvic inflammatory disease /"		"by Laurel Ann Panser."	"Panser, Laurel Ann."	"M.S."	"University of Washington"	"1987"	"870709s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"20 leaves "			"16151640"
"Motivating compliance behavior among women with abnormal PAP smears /"		"by Electra Diane Paskett."	"Paskett, Electra Diane."	"Ph. D."	"University of Washington"	"1989"	"900515s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 200 leaves :"			"21541722"
"The isolation and characterization of a rabbit epoxide hydrolase cDNA clone /"		"by Audree Pedemonte."	"Pedemonte, Audree."	"M.S."	"University of Washington"	"1986"	"861008s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 37 leaves :"			"14364778"
"Risk factors associated with humoral antibodies to human papillomavirus types 6 and 16 in the general population /"		"by Lori Jo Peterson-Wolstein."	"Peterson-Wolstein, Lori Jo."	"M.P.H."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 32 leaves :"			"22172238"
"Spontaneous abortion and the risk of infertility /"		"by Barbara A. Pizacani."	"Pizacani, Barbara A."	"M.P.H."	"University of Washington"	"1989"	"900807s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 26 leaves "			"22193345"
"Interstate variation in black infant mortality rates /"		"by Maurine Dion Porto."	"Porto, Maurine Dion."	"M. Pub. Health"	"University of Washington"	"1986"	"870204s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"36 leaves :"			"15151323"
"Guillain-Barre Syndrome in the United States Navy and Marine Corps :"	"analysis with respect to swine influenza vaccine /"	"by Henry Gilbert Potter."	"Potter, Henry Gilbert."	"M.P.H."	"University of Washington"	"1988"	"890908s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 51 leaves :"			"20314773"
"Architectural design as an infection control tool in intensive care /"		"by Gary Allen Preston."	"Preston, Gary Allen,1950-"	"Ph. D."	"University of Washington"	"1989"	"900724s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 142 leaves (some folded) :"			"22136679"
"Giardia lamblia cyst viability :"	"excystation and subsequent trophozoite culture /"	"by Carol Allison Ready."	"Ready, Carol Allison."	"M.S."	"University of Washington"	"1986"	"861010s1986\\\\xx\af\\\\bm\\\000\0\eng\d"	"79 leaves, 1 unnumbered leaf of plates :"			"14373967"
"A case-control study of diabetic individuals to identify risk factors associated with lower extremity amputations /"		"by Gayle E. Reiber."	"Reiber, Gayle E."	"Ph. D."	"University of Washington"	"1989"	"900522s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 150 leaves :"			"21573660"
"Ethnic differences in the histology of lung cancer /"		"by David R. Risser."	"Risser, David R."	"M.P.H."	"University of Washington"	"1988"	"890908s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 22 leaves "			"20315922"
"Treatment of gonococcal urethritis in men with ciprofloxacin or ampicillin plus probenecid /"		"by Ronald Eugene Roddy."	"Roddy, Ronald Eugene."	"M. Pub. Health"	"University of Washington"	"1986"	"860709s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 38 leaves :"			"13845224"
"A case-control study of oral cancer and prediagnostic concentrations of selenium, iron, zinc, and calcium in nail tissue /"		"by Mary A.M. Rogers."	"Rogers, Mary Ann Monica,1953-"	"Ph. D."	"University of Washington"	"1989"	"900228s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 132 leaves :"			"21134999"
"Diet and pharyngeal cancer /"		"by Mary Anne Rossing."	"Rossing, Mary Anne."	"M.P.H."	"University of Washington"	"1988"	"890905s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 27 leaves "			"20300280"
"The percutaneous absorption of pentachlorophenol and tetrachlorophenol using excised human abdominal skin /"		"by Alan Rossner."	"Rossner, Alan."	"M.S."	"University of Washington"	"1986"	"860402s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 120 leaves :"			"13380193"
"Person-to-person transmission of Campylobacter jejuni/coli :"	"a case control study /"	"by Richard Lee Rysdam."	"Rysdam, Richard Lee."	"M. Pub. Health"	"University of Washington"	"1987"	"880503s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 36 leaves :"			"17889022"
"Animal-to-human transmission of Campylobacter jejuni/coli case control and microbiologic studies /"		"by Abdul Mahdi Saeed."	"Saeed, Abdul Mahdi."	"M.P.H."	"University of Washington"	"1989"	"900227s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 40 leaves "			"21129105"
"Product form models relating national infant and child mortality with other national statistics /"		"by Usha Sankrithi."	"Sankrithi, Usha."	"M.P.H."	"University of Washington"	"1989"	"900719s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 152 leaves :"			"22098981"
"Antibiotics among children in an urban Brazilian slum :"	"sources, patterns of use, and association with diarrhea /"	"by John Bales Schorling."	"Schorling, John Bales."	"M.P.H."	"University of Washington"	"1988"	"890908s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 22 leaves "			"20315868"
"Life events, social support and breast cancer in Utah women /"		"by Katharina L. Schuman."	"Schuman, Katharina L."	"Ph. D."	"University of Washington"	"1985"	"860212s1985\\\\xx\\\\\\\bmt\\000\0\eng\d"	"iii, 94 leaves "		"http://hdl.handle.net/1773/10922;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:8603122"	"13144530"
"Acute nonlymphocytic leukemia and residential exposure to power frequency magnetic fields /"		"by Richard K. Severson."	"Severson, Richard K."	"Ph. D."	"University of Washington"	"1986"	"870406s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"viii, 154 leaves "			"15494601"
"A descriptive analysis of hepatitis A in foodhandlers, Washington State, 1987-88 /"		"by Trueman Winfield Sharp."	"Sharp, Trueman Winfield."	"M.P.H."	"University of Washington"	"1989"	"900518s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 68 leaves :"			"21556736"
"Sexually transmitted diseases and tubal infertility /"		"by Karen Joyce Sherman."	"Sherman, Karen Joyce,1954-"	"M. Pub. Health"	"University of Washington"	"1986"	"861009s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"22 leaves "			"14370164"
"Survival patterns of patients with AIDS in the United States, 1984-1987 /"		"by Mangesh Shukla."	"Shukla, Mangesh."	"M.P.H."	"University of Washington"	"1989"	"900720s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 48 leaves :"			"22105476"
"Vasectomy and the incidence of testicular cancer /"		"by Clifton Harold Strader."	"Strader, Clifton Harold."	"Ph. D."	"University of Washington"	"1986"	"870408s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 160 leaves "			"15502637"
"Interrelationship of growth type, tumor thickness, and anatomic site in malignant melanoma /"		"by Daniel Strickland."	"Strickland, Daniel."	"Ph. D."	"University of Washington"	"1986"	"870406s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 203 leaves :"			"15494648"
"Psychosocial stress and the risk of juvenile rheumatoid arthritis /"		"by Eugene Ren Takahashi."	"Takahashi, Eugene Ren."	"Ph. D."	"University of Washington"	"1988"	"880603s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 117 leaves :"			"18038643"
"Physician use of screening mammography /"		"by Caroline Victoria Mary Taylor."	"Taylor, Caroline Victoria Mary."	"M.P.H."	"University of Washington"	"1989"	"900719s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 49 leaves :"			"22099625"
"Chlamydia pneumoniae strain TWAR, Mycoplasma pneumoniae and viral infections in acute respiratory disease in a student health clinic population /"		"by David H. Thom."	"Thom, David H.(David Hinton)"	"M.P.H."	"University of Washington"	"1989"	"900801s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 31 leaves "			"22165529"
"Risk factors for fibrocystic and fibroadenoma breast disease :"	"results from the breast tumor collaborative study /"	"by Diane Canby Thompson."	"Thompson, Diane Canby."	"M.S."	"University of Washington"	"1989"	"891115s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 117 leaves :"			"20653960"
"Epidemiologic study of subclinical infection with Mycobacterium leprae among household contacts of lepromatous leprosy patients in Culiacan, Mexico /"		"by Voranuch Limpoka Wangsuphachart."	"Wangsuphachart, Voranuch Limpoka."	"Ph. D."	"University of Washington"	"1988"	"890925s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 92 leaves "			"20388165"
"An analysis of the differences in birth weight patterns of Chinese and white babies in the United States /"		"by Shi-wu Wen."	"Wen, Shi-wu."	"M.S."	"University of Washington"	"1987"	"880622s1987\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 27 leaves "			"18121777"
"Prenatal risk factors for infant mortality in Pierce County, Washington /"		"by Kim Renae Wentz."	"Wentz, Kim Renae."	"M.P.H."	"University of Washington"	"1989"	"900807s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 26 leaves "			"22193328"
"Association between 2,3,7,8-tetrachlor[o]dibenzo-p-dioxin and laboratory measures of liver, immune, and peripheral nerve function among U.S. Army Vietnam-era veterans /"		"by Scott Frederick Wetterhall."	"Wetterhall, Scott Frederick."	"M.P.H."	"University of Washington"	"1989"	"900807s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 29 leaves "			"22193323"
"Genital herpes during pregnancy :"	"obstetric management, maternal morbidity, and newborn outcomes /"	"by Marsha Elise Wolf."	"Wolf, Marsha Elise."	"Ph. D."	"University of Washington"	"1988"	"890905s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 71 leaves "			"20301486"
"A study of risk factors on cephalo-pelvic disproportion /"		"by Rui Wu."	"Wu, Rui."	"M.P.H."	"University of Washington"	"1989"	"900525s1989\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 17 leaves "			"21589024"
"Does prior infertility increase the risk of tubal pregnancy? /"		"by Chin-Po Yang."	"Yang, Chin-Po."	"M. Pub. Health"	"University of Washington"	"1986"	"870402s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"18 leaves "			"15478761"
"Fetal outcomes of pregnancies in Washington State women with delayed childbearing, 1984-1988 /"		"by Michael Baird Aldous."	"Aldous, Michael Baird."	"M.P.H."	"University of Washington"	"1992"	"930121s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 37 leaves "			"27300566"
"Non-insulin dependent diabetes mellitus (NIDDM) :"	"case-fatality following acute ischemic heart disease among treatment regimens /"	"by Elena Andresen."	"Andresen, Elena."	"Ph. D."	"University of Washington"	"1991"	"911211s1991\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 143 leaves "			"24934443"
"An analyses of risk factors for eclampsia using Washington State birth certificate data (1984-1990) /"		"by Mohammad Z. Ansari."	"Ansari, Mohammad Z."	"M.S."	"University of Washington"	"1992"	"930121s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 29 leaves "			"27300754"
"Monthly injectable contraceptives and breast cancer /"		"by Jill A.M. Ashman."	"Ashman, Jill A. M."	"M.S."	"University of Washington"	"1990"	"910812s1990\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 77 leaves "			"24224537"
"Facial alterations associated with alcohol, marijuana and cocaine in 80 children assessed by photo analysis and landmark digitization /"		"by Susan Jean Astley."	"Astley, Susan Jean,1955-"	"Ph. D."	"University of Washington"	"1990"	"910806s1990\\\\xx\a\\\\\bmt\\000\0\eng\d"	"vii, 105 leaves :"		"http://hdl.handle.net/1773/10911"	"24186249"
"Cholesterol reduction and the risk of stroke :"	"a meta-analysis of randomized controlled trials /"	"by David Atkins."	"Atkins, David."	"M.P.H."	"University of Washington"	"1992"	"921006s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 33 leaves :"			"26735003"
"Comparison of the epidemiology of the occurrence of viral and mycoplasmal respiratory infections in Charlottesville and Seattle /"		"by Sreelekha Banerjee."	"Banerjee, Sreelekha."	"M.P.H."	"University of Washington"	"1991"	"911010s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 33 leaves :"			"24530772"
