245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Penguin, a system for graphical data analysis /"		"by Chisheng Huang."	"Huang, Chisheng."	"Ph. D."	"University of Washington"	"1992"	"930129s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xii, 162 leaves :"			"27348549"
"Generalized Linear Model with Measurement Error /"		"by Yoichi Ii."	"Ii, Yoichi,1962-"	"Ph. D."	"University of Washington"	"1993"	"930928s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 138 pages :"			"28904225"
"Estimation of trends in spatial data /"		"by Stephen Kaluzny."	"Kaluzny, Stephen."	"Ph. D."	"University of Washington"	"1987"	"880613s1987\\\\xx\abf\\\bm\\\000\0\eng\d"	"viii, 165 leaves, 9 unnumbered leaves of plates :"			"18077706"
"A geometric view of iterative methods, matrix decompositions and multiple-case regression diagnostics /"		"by Andrzej Stanisław Kosiński."	"Kosiński, Andrzej Stanisław,1958-"	"Ph. D."	"University of Washington"	"1990"	"910807s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 122 leaves :"			"24198981"
"A variance reduction method for combining multivariate failure times in order to increase power in clinical trials /"		"by Michael R. Kosorok."	"Kosorok, Michael R."	"Ph. D."	"University of Washington"	"1991"	"920407s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 194 leaves :"			"25606003"
"The clustering of risk factors within households in the cardiovascular health study /"		"by Melissa Krone."	"Krone, Melissa."	"M.S."	"University of Washington"	"1992"	"921202s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 34 leaves :"			"27052123"
"A model of serial change in autoradiographic grain count distributions applied to labeled populations of proliferating arterial smooth muscle cells /"		"by Paul Scott Kubilis."	"Kubilis, Paul Scott."	"M.S."	"University of Washington"	"1993"	"940203s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 145 leaves :"			"29742231"
"Performance of various statistical tests of occult tumor incidence in a long term carinogenicity assay relative to the decision of a test of tumor onset /"		"by Scott E. Lancaster."	"Lancaster, Scott E."	"M.S."	"University of Washington"	"1992"	"930511s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 100 leaves :"			"28088967"
"Recursive partitioning for censored survival data /"		"by Michael LeBlanc."	"LeBlanc, Michael,1959-"	"Ph. D."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 103 leaves :"			"22172164"
"Analysis of multivariate binary outcome data from a randomized clinical trial /"		"by Lillian Shengjung Lin."	"Lin, Lillian Shengjung,1956-"	"Ph. D."	"University of Washington"	"1990"	"910827s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 171 leaves :"			"24300197"
"HLA antigens and aplastic anemia :"	"a case-control study /"	"by Gary Longton."	"Longton, Gary."	"M.S."	"University of Washington"	"1987"	"880622s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 81 leaves :"			"18121513"
"Regression analysis of correlated discrete and continuous data :"	"evaluation of an estimating equation approach /"	"by Lloyd A. Mancl."	"Mancl, Lloyd A.,1963-"	"Ph. D."	"University of Washington"	"1992"	"930603s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"viii, 206 pages "			"28203108"
"A comparison of matched difference in probability and least squares linear regression in the analysis of covariance /"		"by Clare L. Maxwell."	"Maxwell, Clare L."	"M.S."	"University of Washington"	"1990"	"910808s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 98 leaves :"			"24204774"
"Evaluation of environmental and genetic components of disease susceptibility based on data obtained from sibling pairs /"		"by Susan Patricia McGorray."	"McGorray, Susan Patricia,1953-"	"Ph. D."	"University of Washington"	"1990"	"910821s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiii, 227 leaves :"			"24267698"
"Biomass estimation for plantation grown red alder :"	"alternatives to the allometric model /"	"by Dale Fraser McLerran."	"McLerran, Dale Fraser."	"M.S."	"University of Washington"	"1987"	"880427s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 112 leaves :"			"17859837"
"Using maximum likelihood estimation techniques to assess circadian variation in hopital admission rates of chest pain episodes /"		"Bente Moe."	"Moe, Bente."	"M.S."	"University of Washington"	"1992"	"921209s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 37 leaves :"			"27090357"
"Simultaneous analysis of efficacy and toxicity in dose-ranging trials with new drugs /"		"by Paul A. Murtaugh."	"Murtaugh, Paul Ainsworth."	"Ph. D."	"University of Washington"	"1989"	"900425s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 92 leaves :"			"21428660"
"Small area estimation of AIDS rates in Washington state /"		"by James D. Myles."	"Myles, James D.(James Donald),1961-"	"Ph. D."	"University of Washington"	"1992"	"921209s1992\\\\xx\ab\\\\bm\\\000\0\eng\d"	"x, 127 leaves :"			"27090154"
"Assessment of the efficacy of platelet-rich plasmapheresis administration in preventing excessive postoperative bleeding after coronary artery bypass grafting surgery /"		"by Michael L. Nessly."	"Nessly, Michael L.(Michael Leo)"	"M.S."	"University of Washington"	"1993"	"930915s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 83 leaves :"			"28830277"
"On estimating the proportion of variance in a phenotypic trait attributable to an identified locus /"		"by Nadav Nur."	"Nur, Nadav."	"M.S."	"University of Washington"	"1991"	"920914s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 36 leaves :"			"26598412"
"Association of height and long term survival of participants in the coronary artery surgery study /"		"by Lesly A. Pearce."	"Pearce, Lesly A."	"M.S."	"University of Washington"	"1989"	"900305s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 36 leaves :"			"21172121"
"Examination of meta-analysis :"	"an evaluation with Monte Carlo studies and a partially annotated bibliography /"	"by Mary Beth Pettinger."	"Pettinger, Mary Beth."	"M.S."	"University of Washington"	"1989"	"900525s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 67 leaves :"			"21588856"
"Morphological variability and patterns of growth in the shell of the gastropod Conus orbignyi /"		"by Edward Pottharst."	"Pottharst, Edward."	"M.S."	"University of Washington"	"1987"	"880518s1987\\\\xx\af\\\\bm\\\000\0\eng\d"	"vi, 67 leaves, 1 unnumbered leaf of plates :"			"17971288"
"Efficiency of added controls in matched sets in cohort studies considering the possibility of censoring /"		"by Janet Ernst Raboud."	"Raboud, Janet Ernst."	"M.S."	"University of Washington"	"1987"	"870713s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 57 leaves :"			"16164714"
"Semi-parametric methods of dealing with missing or surrogate covariate data /"		"by Marie Reilly."	"Reilly, Marie."	"Ph. D."	"University of Washington"	"1991"	"920407s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 145 leaves :"			"25606107"
"Food frequency questionnaire estimates of Vitamin A intake versus plasma Vitamin A levels :"	"an indirect validation of the questionnaire /"	"by Laurie Ann Roidt."	"Roidt, Laurie Ann."	"M.S."	"University of Washington"	"1986"	"870401s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 102 leaves "			"15473639"
"The Bayes Factor for model evaluation in a hierarchical Poisson model for area counts /"		"by Susan L. Rosenkranz."	"Rosenkranz, Susan L.,1957-"	"Ph. D."	"University of Washington"	"1992"	"930223s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 136 leaves :"			"27506179"
"Beyond the Cox model :"	"extensions of the model and alternative estimators /"	"by Peter D. Sasieni."	"Sasieni, Peter D.(Peter David),1963-"	"Ph. D."	"University of Washington"	"1989"	"900724s1989\\\\xx\a\\\\\bmt\\000\0\eng\d"	"vi, 248 leaves :"		"http://hdl.handle.net/1773/9556;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9013814"	"22136369"
"A study of vaginal yeast :"	"signs, symptoms, and risk factors in women of childbearing age /"	"by Jacqueline Cooke Scheibert."	"Scheibert, Jacqueline Cooke."	"M.S."	"University of Washington"	"1991"	"920414s1991\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 71 leaves "			"25647225"
"Regression analysis of correlated binary data /"		"by Katrina Sharples."	"Sharples, Katrina(Katrina Jane),1959-"	"Ph. D."	"University of Washington"	"1989"	"900327s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 165 leaves :"			"21269784"
"Comparisons of three methods for analyzing data from a complex sample survey /"		"by Pao-Lin Paul Shen."	"Shen, Pao-Lin Paul."	"M.S."	"University of Washington"	"1989"	"900719s1989\\\\xx\\\\\\\bms\\000\0\eng\d"	"iv, 37 leaves "			"22102260"
"Aggregrate data methods for relative risk parameter estimation in diet and disease prevention research /"		"by Elizabeth Anne Sheppard."	"Sheppard, Elizabeth Anne,1956-"	"Ph. D."	"University of Washington"	"1992"	"921217s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 123 pages :"			"27137255"
"A three dimensional model of above ground competition incorporating crown plasticity and multiway interaction /"		"by Kristin Ann Sorrensen."	"Sorrensen, Kristin Ann."	"M.S."	"University of Washington"	"1989"	"900227s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 78 leaves :"			"21131693"
"The effect of non-normality on the error rate of multiple comparison procedures in a one-way Anova /"		"by Joe Sotham."	"Sotham, Joe."	"M.S."	"University of Washington"	"1990"	"910405s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 30 leaves :"			"23379940"
"An efficient algorithm for computing the beta probability distribution function to a high degree of accuracy /"		"by T. Leighton Stewart."	"Stewart, T. Leighton."	"M.S."	"University of Washington"	"1992"	"920908s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 56 leaves :"			"26561080"
"A Kalman filter approach to catch-at-length analysis /"		"by Patrick J. Sullivan."	"Sullivan, Patrick J.,1955-"	"Ph. D."	"University of Washington"	"1988"	"890907s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 246 leaves :"			"20311384"
"Power of affected sibling method tests for linkage /"		"by Camlin Tierney."	"Tierney, Camlin,1963-"	"Ph. D."	"University of Washington"	"1992"	"920908s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 157 leaves :"			"26560900"
"Some problems in double sampling for stratification /"		"by Robert P. Treder."	"Treder, Robert P.,1948-"	"Ph. D."	"University of Washington"	"1989"	"900411s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 216 leaves :"			"21358875"
"Comparing cross-sectional and longitudinal estimates of cognitive decline in the elderly /"		"by Joseph M. Unger."	"Unger, Joseph M."	"M.S."	"University of Washington"	"1993"	"940606s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 76 leaves :"			"30562344"
"Analysis of a clinical trial on treatment for genital herpes patients /"		"by Maria Grazia Valsecchi."	"Valsecchi, Maria Grazia."	"M.S."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 98 leaves :"			"22172178"
"Classification trees versus logistic regression in predicting a binary outcome /"		"by Paul Christopher VanVeldhuisen."	"VanVeldhuisen, Paul Christopher."	"M.S."	"University of Washington"	"1993"	"940315s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 93 leaves :"			"29970389"
"Dendroclimatic analysis of old-growth Douglas-fir using dynamic linear models /"		"by Silvia C. Vega-Gonzalez."	"Vega-Gonzalez, Silvia C.,1957-"	"Ph. D."	"University of Washington"	"1992"	"920908s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 164 leaves :"			"26561144"
"A population model, incorporating environmental variability, of elk in the Cedar River Watershed, Washington /"		"by John Robert Wallace."	"Wallace, John Robert."	"M.S."	"University of Washington"	"1986"	"870717s1986\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 45 leaves :"			"16220621"
"Comparison of linkage analysis designs based on individuals affected with recessive diseases /"		"by Ellen E. Walters."	"Walters, Ellen E."	"M.S."	"University of Washington"	"1988"	"890223s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 47 leaves :"			"19253829"
"Nonparametric estimation of component life distributions in Meilijson's competing risks model /"		"by Luc Freddy Watelet."	"Watelet, Luc Freddy,1959-"	"Ph. D."	"University of Washington"	"1990"	"910815s1990\\\\xx\a\\\\\bmt\\000\0\eng\d"	"x, 243 leaves :"		"http://hdl.handle.net/1773/9575;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9108532"	"24239837"
"Predictors of overweight among children with PKU /"		"by Joan Emily White."	"White, J. Emily."	"M.S."	"University of Washington"		"890502s1979\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 108 leaves "			"19644091"
"Misclassification of covariates in logistic regression :"	"an application for latent class analysis /"	"by Coralyn Wright Whitney."	"Whitney, Coralyn Wright."	"Ph. D."	"University of Washington"	"1990"	"910408s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xiv, 302 leaves :"			"23438796"
"A method of estimating spill effectiveness and fish guidance efficiency for fish passage through hydroelectric dams in the Columbia River Basin /"		"by John Wilbur Wilson."	"Wilson, John Wilbur."	"M.S."	"University of Washington"	"1987"	"870717s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"44 leaves :"			"16219880"
"Computation of Lepage's statistics using recursion formula /"		"by Shing-chiang Wong."	"Wong, Shing-chiang."	"M.S."	"University of Washington"	"1990"	"910408s1990\\\\xx\\\\\\\bm\\\000\0\eng\d"	"48 leaves "			"23438783"
"Cross-cultural comparison of the mini-mental state examination (MMSE) in patients with Alzheimer's disease /"		"by Minhua Yang."	"Yang, Minhua,M.S."	"M.S."	"University of Washington"	"1993"	"940701s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 34 leaves :"			"30699539"
"Multivariate analysis of binary data /"		"by Lue Ping Zhao."	"Zhao, Lue Ping,1961-"	"Ph. D."	"University of Washington"	"1989"	"900504s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 129 leaves :"			"21479439"
"Concurrent and sequential acquisition of different genital human papillomavirus types /"		"by Katherine K. Thomas."	"Thomas, Katherine K."	"M.S."	"University of Washington"	"1999"	"991129s1999\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 23 leaves "			"42897343"
"Predictors of functional change :"	"a longitudinal study of nondemented elderly aged 65 years and older /"	"Li Wang."	"Wang, Li,1960 October 23-"	"M.S."	"University of Washington"	"1999"	"000612s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 63 leaves :"			"44390314"
"Covariate sampling procedures in cohort studies /"		"by Yanjing Wang."	"Wang, Yanjing."	"Ph. D."	"University of Washington"	"1995"	"960920s1995\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 98 leaves :"			"35595740"
"The normal kernel coupler :"	"an adaptive Markov Chain Monte Carlo method for efficiently sampling from multi-modal distributions /"	"Gregory R. Warnes."	"Warnes, Gregory R."	"Ph. D."	"University of Washington"	"2000"	"010723s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 146 pages :"		"http://hdl.handle.net/1773/9541;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9995450"	"47632939"
"A sensitivity analysis for the genetic epidemiology of hypertriglyceridemia study /"		"by Elizabeth N. Williams."	"Williams, Elizabeth N.(Elizabeth Nagel)"	"M.S."	"University of Washington"	"1998"	"981229s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 58 leaves "			"40553533"
"Predictive capability operating characteristic curves :"	"a new technique for exploring statistical attributes of continuous diagnostic tests /"	"Jacquelyn Williamson."	"Williamson, Jacquelyn,1976-"	"M.S."	"University of Washington"	"2001"	"020621s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 52 leaves :"			"50037910"
"Covariate measurement error methods in failure time regression /"		"by Xiangwen Xie."	"Xie, Xiangwen,1967-"	"Ph. D."	"University of Washington"	"1997"	"980623s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 79 leaves :"		"http://hdl.handle.net/1773/9538"	"39338164"
"An influence diagnostic for linear and longitudinal linear regression /"		"Cathleen Keiko Yoshida."	"Yoshida, Cathleen Keiko."	"M.S."	"University of Washington"	"2000"	"010725s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 89 leaves :"			"47648105"
"Effects of carbon monoxide and atmospheric particles on asthmatic children in the CAMP Air Pollution Ancillary Study /"		"Onchee Angie Yu."	"Yu, Onchee Angie."	"M.S."	"University of Washington"	"1999"	"000612s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 74 leaves :"			"44390742"
"Assessing the reliability of subgroup analyses :"	"exploring some new approaches /"	"Ann Marie Yunker."	"Yunker, Ann Marie."	"M.S."	"University of Washington"	"2000"	"010517s2000\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 88 leaves "			"46966241"
"Complementing survival analysis with analysis of the mean function of longitudinal data subject to censoring /"		"David J. Couper."	"Couper, David J."	"Ph. D."	"University of Washington"	"1994"	"950501s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xx, 241 leaves :"			"32402830"
"Statistical modeling of multiple tumor markers with applications for ovarian cancer screening /"		"by Casey Crump."	"Crump, Casey,1968-"	"M.S."	"University of Washington"	"1998"	"990628s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 71 leaves :"			"41616204"
