245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Mapping Indonesian nurse migration patterns /"		"Izana Anggriani."	"Anggriani, Izana."	"M.P.H."	"University of Washington"	"2011"	"111010s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 50 leaves "			"756502515"
"Food security in rural Peru :"	"the impact of a coffee cooperative on the poverty and hunger cycle in rural development /"	"Christine Bachman."	"Bachman, Christine."	"M.P.H."	"University of Washington"	"2008"	"081125s2008\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 27 leaves "			"276370446"
"The silencing of health needs :"	"masculinity and health behavior in rural Thailand /"	"Noah Barclay-Derman."	"Barclay-Derman, Noah."	"M.P.H."	"University of Washington"	"2010"	"101012s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 41 leaves :"			"669842850"
"An observational analysis of on-line sex seeking practices among MSM in Peru /"		"Dost Bardouille-Crema."	"Bardouille-Crema, Dost."	"M.P.H."	"University of Washington"	"2008"	"081125s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 33 leaves :"			"276368472"
"What factors affect reproductive health policy decision-making in Mongolia? /"		"Charlene Chinda Barina."	"Barina, Charlene Chinda."	"M.P.H"	"University of Washington"	"2010"	"110203s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 71 leaves :"			"700283917"
"Staging a conference to elevate the importance of war as a public health problem :"	"a manual developed from the 2010 war & global health conference /"	"Rebecca J.K. Bartlein."	"Bartlein, Rebecca J. K."	"M.P.H."	"University of Washington"	"2010"	"101012s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 87 pages :"			"669838397"
"HIV infection and survival among patients with non-Hodgkin's lymphoma, Kampala, Uganda /"		"Moses H. Bateganya."	"Bateganya, Moses H."	"M.P.H."	"University of Washington"	"2009"	"090708s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 41 leaves :"			"423033490"
"Rapid urbanization and slum health :"	"the case of Nima, Ghana /"	"Lillian D. Benjamin."	"Benjamin, Lillian D."	"M.P.H."	"University of Washington"	"2008"	"090106s2008\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 63 leaves "			"297186377"
"An assessment of community-based delivery of family planning services in Timor-Leste /"		"Jennifer Mieko Berthiaume."	"Berthiaume, Jennifer Mieko."	"M.P.H."	"University of Washington"	"2011"	"110711s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 44 leaves :"			"740478026"
"Cross-site performance of verbal autopsy questions and analytical techniques /"		"Jeanette K. Birnbaum."	"Birnbaum, Jeanette K."	"M.P.H."	"University of Washington"	"2010"	"110203s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 150 pages :"			"700286264"
"Loss to follow-up among HIV exposed children in the HIV clinic in Beira, Mozambique /"		"Ana J. Blanco."	"Blanco, Ana J."	"M.P.H."	"University of Washington"	"2009"	"091026s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 37 leaves :"			"459790122"
"Using triangulation methodology to evaluate reported malaria trends in the urban clinic of Maevatanana, Madagascar 2005-2010 /"		"Joanna Bove."	"Bove, Joanna Marie."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (47 pages) :"	"Weaver, Marcia,thesis advisor."	"http://hdl.handle.net/1773/20685;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1515866"	"820484662"
"The Inter-Religious Council of Uganda :"	"a teaching case study /"	"Mara Brain."	"Brain, Mara."	"M.P.H."	"University of Washington"	"2009"	"091026s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 59 leaves :"			"459789644"
"Barriers to access of adolescents and young people to sexual and reproductive health care in Bogota, Colombia /"		"Carolina Chavarro."	"Chavarro, Carolina."	"M.P.H."	"University of Washington"	"2012"	"120716s2012\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 115 leaves :"			"799883450"
"""Paul Farmer made me do it"" :"	"a qualitative study of short-term medical volunteer work in remote Nepal /"	"David M. Citrin."	"Citrin, David M."	"M.P.H."	"University of Washington"	"2011"	"111005s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 49 leaves :"			"755939202"
"Adolescent female self-perceptions and early pregnancy in the rural Dominican Republic /"		"Kimberly Anne Cole."	"Cole, Kimberly Anne."	"M.P.H."	"University of Washington"	"2008"	"090108s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 40 leaves :"			"297434883"
"Geographic and sociodemographic variables associated with study follow-up interruption among HIV-1-discordant couples enrolled in a longitudinal cohort in Nairobi, Kenya /"		"Nancy Jean Conley."	"Conley, Nancy Jean."	"M.P.H."	"University of Washington"	"2011"	"111010s2011\\\\xx\ab\\\\bm\\\000\0\eng\d"	"v, 24 leaves :"			"756504740"
"Economic inequality and its relationship to health outcomes across countries /"		"Krycia Cowling."	"Cowling, Krycia."	"M.P.H."	"University of Washington"	"2011"	"120124s2011\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iii, 24 leaves :"			"773759600"
"Maternal mortality in Gezira State, Sudan :"	"a comparison of hospital records and the Sudan Household Survey /"	"Nusaiba Elamin Daffalla."	"Daffalla, Nusaiba Elamin."	"M.P.H."	"University of Washington"	"2011"	"120508s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 24 leaves "			"793250046"
"Impact on skills, knowledge and performance of public health leaders after participating in the University of Suriname Master of Public Health program /"		"Doreen Nicole Dankerlui."	"Dankerlui, Doreen Nicole."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (vi, 41 pages) :"	"Gonzales, Virginia,thesis advisor."	"http://hdl.handle.net/1773/20688;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1515886"	"820484692"
"HIV-positive women's concerns about interactions of hormonal contraceptives and antiretroviral therapy /"		"Michelle Desmond."	"Desmond, Michelle."	"M.P.H."	"University of Washington"	"2011"	"111027s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"41 leaves :"			"758870810"
"The promise of Moringa oleifera for nutritional interventions :"	"a knowledge, attitudes and practices assessment of rural Beninese mothers residing in Guinagourou District, Pèrèrè County, Borgou State, Benin /"	"Susan Elizabeth Duvall."	"Duvall, Susan Elizabeth."	"M.P.H."	"University of Washington"	"2008"	"090106s2008\\\\xx\ab\\\\bm\\\000\0\eng\d"	"v, 68 leaves :"			"297186433"
"Living with breast cancer :"	"experiences and perceptions of women in Georgia /"	"Allison Lael Ekberg Dvaladze."	"Dvaladze, Allison Lael Ekberg."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (vi, 42 pages) :"	"Bezruchka, Stephen,thesis advisor."	"http://hdl.handle.net/1773/20684;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1515894"	"820481031"
"Small area estimation of under-5 mortality in Zambia /"		"Laura Dwyer-Lindgren."	"Dwyer-Lindgren, Laura."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (viii, 77 pages) :"	"Wang, Haidong,thesis advisor."	"http://hdl.handle.net/1773/21958"	"851202765"
"Stigma :"	"a contributing factor to depressive symptoms in people with HIV seeking treatment at Gondar University Hospital /"	"Meheret M. Endeshaw."	"Endeshaw, Meheret M."	"M.P.H."	"University of Washington"	"2012"	"121214s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (vi, 26 pages) :"	"Rao, Deepa,(Clinical psychologist),degree supervisor."	"http://hdl.handle.net/1773/20694"	"821220508"
"The effectiveness of traditional birth attendants as antenatal care providers in a district hospital in Cameroon /"		"Kathleen M. Farrell."	"Farrell, Kathleen M."	"M.P.H."	"University of Washington"	"2011"	"111025s2011\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 26 pages :"			"758540525"
"An evaluation of the Mongolian Red Cross Society's HIV/AIDS Response Program /"		"Tia S. Farrell."	"Farrell, Tia S."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (vii, 52 pages) :"	"Grembowski, David,thesis advisor."	"http://hdl.handle.net/1773/20686;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1515901"	"820484673"
"Modeling causes of death :"	"an integrated approach using CODEm /"	"Kyle J. Foreman."	"Foreman, Kyle J."	"M.P.H."	"University of Washington"	"2011"	"120124s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 97 leaves :"			"773757358"
"Effectiveness of insecticide-treated nets and indoor residual spraying in the reduction of malaria morbidity and child mortality in Sub-Saharan Africa /"		"Nancy Fullman."	"Fullman, Nancy."	"M.P.H."	"University of Washington"	"2011"	"120123s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 40 leaves :"			"773616649"
"Evaluation of public transportation as a risk factor for active tuberculosis in Lima, Peru /"		"Nathan Furukawa."	"Furukawa, Nathan,author."	"M.P.H."	"University of Washington"	"2012"	"160803s2012\\\\xx\\\\\\obm\\\000\0\eng\d"	"1 online resource (ii, 11 pages)"	"Zunt, Joseph,thesis advisor."	"http://hdl.handle.net/1773/20689"	"954639873"
"E-learning and global health :"	"the development process of an innovative training module on HIV/AIDS chronic care management /"	"Mark A. Glassock."	"Glassock, Mark A."	"M.P.H."	"University of Washington"	"2011"	"111024s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 64 leaves :"			"758393043"
"Behavioral outcome expectations within the context of local exposure to health promotion theater in western Kenya /"		"Nicholas B. Hagens."	"Hagens, Nicholas B."	"M.P.H."	"University of Washington"	"2010"	"100803s2010\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44 leaves "			"651998377"
"An examination of the determinants of skilled birth attendance and postpartum care in Timor-Leste /"		"Marisa A. Harrison."	"Harrison, Marisa A."	"M.P.H."	"University of Washington"	"2009"	"091028s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 58 leaves :"			"460678138"
"The role of social medicine in filling the gap in human resources in health :"	"the Cuba - Timor-Leste Health Program /"	"Casey Lucas Hastings."	"Hastings, Casey Lucas."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\\\\\\obm\\\000\0\eng\d"	"1 online resource (31 pages)"	"Mercer, Mary Anne,thesis advisor."	"http://hdl.handle.net/1773/21952;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1529073"	"851200294"
"Preparing the next generation of global health professionals /"		"Sarah D. Hohl."	"Hohl, Sarah D."	"M.P.H."	"University of Washington"	"2010"	"101110s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 20 leaves :"			"680372911"
"The role of nurse midwife technicians in task shifting in Malawi /"		"Jessica Holman."	"Holman, Jessica."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\\\\\\obm\\\000\0\eng\d"	"1 online resource (iii, 16 pages)"	"Sherr, Kenneth,thesis advisor."	"http://hdl.handle.net/1773/21960;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1528946"	"851210047"
"An assessment of the implementation of the locality health system in Kassala and Gedarif States in Sudan /"		"Abdulrazig Salaheldin Abdulrahman Hummaida."	"Hummaida, Abdulrazig Salaheldin Abdulrahman."	"M.P.H."	"University of Washington"	"2012"	"120716s2012\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 41 leaves :"			"799907476"
"Assessing knowledge, attitudes, and practice towards the hospital accreditation program in Khartoum State - Sudan :"	"current practice and opportunities for improvement /"	"Hamid M.H. Idrees."	"Idrees, Hamid M. H."	"M.P.H."	"University of Washington"	"2011"	"111102s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 38 leaves "			"759442166"
"Can computers measure the chronic disease burden using survey questionnaires? :"	"the symptomatic diagnosis study /"	"Spencer L. James."	"James, Spencer Lewis."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (vii, 123 pages) :"	"Hernandez, Bernardo,thesis advisor."	"http://hdl.handle.net/1773/21954"	"851202733"
"Can Haiti deliver on its promise to offer everyone a basic package of health services? :"	"an analysis of health workforce needs /"	"Marie Agathe Jn Baptiste."	"Jn Baptiste, Marie Agathe."	"M.P.H."	"University of Washington"	"2008"	"081125s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 23 leaves "			"276359655"
"Factors associated with delayed initiation of antiretroviral therapy in HIV-discordant couples in Kenya /"		"Talia Robyn Kahn."	"Kahn, Talia Robyn."	"M.P.H."	"University of Washington"	"2011"	"111107s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 22 leaves :"			"759857362"
"Case study :"	"an innovative approach to pre-service curriculum and faculty development in Tanzania /"	"Nami Kawakyu."	"Kawakyu, Nami."	"M.P.H."	"University of Washington"	"2011"	"111103s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"29 leaves :"			"759505242"
"Differential value for patients :"	"resources and PMTCT implementation in two public health care facilities in Nairobi, Kenya /"	"Peris W. Kibera."	"Kibera, Peris W."	"M.P.H."	"University of Washington"	"2009"	"091215s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 30 leaves "			"489155827"
"Evaluation of a family gardens-based nutrition intervention in rural Ecuador /"		"Ann Ku."	"Ku, Ann."	"M.P.H."	"University of Washington"	"2010"	"101122s2010\\\\xx\ab\\\\bm\\\000\0\eng\d"	"v, 45 leaves :"			"682688215"
"Exploratory analysis of the facility-level factors associated with HAART abandonment in central Mozambique /"		"Joseph L. Lara."	"Lara, Joseph L."	"M.P.H."	"University of Washington"	"2009"	"100517s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 20 leaves "			"616081220"
"An evaluation of Helen Keller International's community therapeutic care program in eastern Niger /"		"Katherine R. Leach-Kemon."	"Leach-Kemon, Katherine R."	"M.P.H."	"University of Washington"	"2008"	"081124s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 96 leaves :"			"276309943"
"Health worker and teacher perspectives on school-based HPV vaccination in Peru /"		"Annique M. Lennon."	"Lennon, Annique M."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\\\\\\obm\\\000\0\eng\d"	"1 online resource (ii, 22 pages)"	"LaMontagne, D. Scott,thesis advisor."	"http://hdl.handle.net/1773/20687;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1515949"	"820489723"
"The language of love :"	"Tanzanian women discuss intimacy, sexuality and violence in the 21st century /"	"Michaela Maria Leslie-Rule."	"Leslie-Rule, Michaela Maria."	"M.P.H."	"University of Washington"	"2010"	"101122s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"26, xviii pages :"			"682654264"
"Investigating the sex differential in reporting on the survival of siblings /"		"Alison Levin-Rector."	"Levin-Rector, Alison."	"M.P.H."	"University of Washington"	"2011"	"120202s2011\\\\xx\a\\\\\bms\\000\0\eng\d"	"iii, 22 leaves :"			"774899131"
"Assessment of graduate public health education and perceived needs of faculty and students in Nepal /"		"Agya Mahat."	"Mahat, Agya."	"M.P.H."	"University of Washington"	"2011"	"111116s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 51 leaves :"			"761220942"
"Unimproved water and sanitation :"	"reductions in prevalence, deaths, and DALYs in developing countries between 1980 and 2011 /"	"Leslie Mallinger."	"Mallinger, Leslie."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (xiii, 171 pages) :"	"Gakidou, Emmanuela,thesis advisor."	"http://hdl.handle.net/1773/21963"	"851200381"
"PAHSM :"	"a new tool for simulating populations and health systems /"	"Jake Marcus."	"Marcus, Jake."	"M.P.H."	"University of Washington"	"2011"	"120206s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 27 leaves :"			"775349924"
"Evaluation of the effectiveness of education on human papillomavirus, cervical cytology, and cervical cancer knowledge among women participating in a long-term human papillomavirus vaccine follow-up study in Costa Rica /"		"Rebecca Martinez."	"Martinez, Rebecca."	"M.P.H."	"University of Washington"	"2011"	"111116s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 36 leaves "			"761206134"
"Teamwork approach in labor and delivery :"	"method to improve maternal and neonatal outcomes at Orotta Maternity Hospital /"	"Susan M. Marzolf."	"Marzolf, Susan M."	"M.P.H."	"University of Washington"	"2012"	"121206s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (v, 50 pages) :"	"Weaver, Marcia,thesis advisor."	"http://hdl.handle.net/1773/20690"	"820484697"
"Needs assessment of tuberculosis hospitals in Mpumalanga Province, South Africa /"		"Jordan McOwen."	"McOwen, Jordan."	"M.P.H."	"University of Washington"	"2010"	"110427s2010\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 157 leaves :"			"715307211"
"Knowledge, attitudes and practices for health care providers towards HIV/AIDS in North Sudan /"		"Zied Mhirsi."	"Mhirsi, Zied."	"M.P.H."	"University of Washington"	"2009"	"091110s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"45 leaves "			"464720381"
"Predictors of late presentation of cervical cancer in HIV-positive Ugandan women /"		"Noleb M. Mugisha."	"Mugisha, Noleb M."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (iii, 23 pages) :"	"Casper, Corey,thesis advisor."	"http://hdl.handle.net/1773/21962;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1529082"	"851200377"
"Mozambican health workers' perspectives on international aid /"		"Abdul H. Mussa."	"Mussa, Abdul H."	"M.P.H."	"University of Washington"	"2009"	"091119s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 28 leaves :"			"467373616"
"Perceived employee productivity in a public organization :"	"Sudan National Ministry of Health, 2010 /"	"Sara Hassan Mustafa."	"Mustafa, Sara Hassan."	"M.P.H."	"University of Washington"	"2011"	"111116s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 27 leaves :"			"761216475"
"Effectiveness of counseling and testing for prevention of HIV infections by promoting condom use in Tamil Nadu, India /"		"Rebecca Myerson."	"Myerson, Rebecca."	"M.P.H."	"University of Washington"	"2011"	"120207s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 45 pages :"			"775518808"
"Cultural and organizational aspects of a post- tsunami psychosocial intervention in Tamil Nadu, India /"		"Amy M. Neiman."	"Neiman, Amy M."	"M.P.H."	"University of Washington"	"2010"	"101214s2010\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 34 pages "			"692520557"
"Hepatitis A community health education in Turkmenabat, Turkmenistan /"		"Rebekah O'Halloran."	"O'Halloran, Rebekah."	"M.P.H."	"University of Washington"	"2011"	"110713s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 27 leaves :"			"741214087"
"Sudan-trained physicians seeking to establish themselves in U.S. medical practice :"	"who succeeds and who fails? /"	"Walid Osman."	"Osman, Walid."	"M.P.H."	"University of Washington"	"2011"	"120711s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 28 leaves "	"Hagopian, Amy.;Rosenblatt, Roger A."		"798859008"
"Utility of EC 3MTM PetrifilmTM and sanitary surveys for source water assessment in Nyabushozi County, South-western Uganda /"		"Amber L. Pearson."	"Pearson, Amber L.(Amber Lee)"	"M.P.H."	"University of Washington"	"2008"	"081125s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 21 leaves :"			"276360386"
"The impact of HIV care decentralization on initiation of pre-natal anti-retroviral therapy in central Mozambique /"		"Christian B. Ramers."	"Ramers, Christian B."	"M.P.H."	"University of Washington"	"2010"	"110609s2010\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 26 leaves :"			"729754845"
"Opportunities for integration between faith and medicine in Northwestern Ethiopia :"	"a community landscaping analysis /"	"Sarah Marie Rawlins."	"Rawlins, Sarah Marie."	"M.P.H."	"University of Washington"	"2011"	"120222s2011\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iii, 34 leaves :"			"777823836"
"Rapid assessment of psychosocial interventions for prevention of mother-to-child transmission of HIV in Mozambique /"		"Molly Louise Robertson."	"Robertson, Molly Louise."	"M.P.H."	"University of Washington"	"2009"	"091118s2009\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 47 leaves "			"466837096"
"Implementing pMTCT in a post-conflict setting :"	"the case of Bouaké, Côte d'Ivoire /"	"Julia E. Robinson."	"Robinson, Julia E."	"M.P.H."	"University of Washington"	"2008"	"081201s2008\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 21 leaves :"			"276773083"
"Planning ahead :"	"evaluating trends in modern contraceptive prevalence and contraception's effect on fertility rates between 1990 and 2010 /"	"Lisa Rosenfeld."	"Rosenfeld, Lisa."	"M.P.H."	"University of Washington"	"2012"	"130628s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (iii, 44 pages) :"	"Lim, Stephen S.,thesis advisor."	"http://hdl.handle.net/1773/21953"	"851200316"
"Smear negative tuberculosis in HIV-infected patients :"	"treatment outcomes and factors associated with delay in initiating treatment Peru 2005-2010 /"	"Lilian Saavedra Sevillano."	"Saavedra Sevillano, Lilian."	"M.P.H."	"University of Washington"	"2012"	"121207s2012\\\\xx\a\\\\obm\\\000\0\eng\d"	"1 online resource (iii, 25 pages) :"	"Zunt, Joseph R.,thesis advisor."	"http://hdl.handle.net/1773/20692;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:1516115"	"820562410"
"Human resource policies for operationalizing NGO code of conduct for health systems strengthening /"		"Anjali Sakhuja."	"Sakhuja, Anjali."	"M.P.H."	"University of Washington"	"2009"	"100525s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 70 leaves :"			"630811589"
"Identifying practices and strategies to increase voluntary HIV testing among Haitian migrant communities /"		"Jonathan Santiago."	"Santiago, Jonathan."	"M.P.H."	"University of Washington"	"2009"	"100114s2009\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 58 leaves :"			"498409157"
"Barriers and factors facilitating adherence to antiretroviral therapy from the perspectives of the patients in Mekelle City, Tigray Region, Ethiopia /"		"Miho Sato."	"Sato, Miho."	"M.P.H."	"University of Washington"	"2010"	"101213s2010\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vi, 57 leaves :"			"692186624"
"Malaria-focused development assistance for health :"	"effect of aid on insecticide treated nets and health outcomes in sub-Saharan Africa /"	"Matthew T. Schneider."	"Schneider, Matthew T."	"M.P.H."	"University of Washington"	"2011"	"120227s2011\\\\xx\ab\\\\bm\\\000\0\eng\d"	"30 leaves :"			"778373205"
"Cost-effectiveness analysis of a telemedicine network for underserved areas of South Africa /"		"Mi-Hyun Mia Shim."	"Shim, Mi-Hyun Mia."	"M.P.H."	"University of Washington"	"2011"	"111221s2011\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 24 leaves "			"769002542"
