245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The relative nature of knowledge as presented by C.I. Lewis in his book, Mind and the World Order."			"Helmers, Frederick John."	"M.A."	"University of Washington"		"890731s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"41 leaves"			"20100767"
"Introduction to mathematical logic:"	"a translation of Grundauege der theoretischen Logik"	"by D. Hilbert and W. Ackermann, by Gerald Julius Oppenheimer ..."	"Hilbert, David,1862-1943."	"M.A."	"University of Washington"		"890731s1947\\\\xx\\\\\\\bm\\\000\0\eng\d"	"xiii, 268 leaves"	"Ackermann, W.(Wilhelm),1896-1962,author.;Oppenheimer, Gerald Julius,1922-translator."		"20100909"
"Metaphysical good and evil, moral good and evil and their relationship."			"Hughes, Patrick Robert."	"M.A."	"University of Washington"		"890731s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"108 leaves"			"20100711"
"Two approaches to philosophical ethics."			"Humphrey, Christopher Carter,1939-"	"M.A."	"University of Washington"		"890731s1963\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"20100724"
"David Hume's conception of the role of reason in ethics."			"Irvine, Lance Laverne."	"M.A."	"University of Washington"		"890731s1963\\\\xx\\\\\\\bm\\\000\0\eng\d"	"45, [1] leaf"			"20100736"
"Are the conservation laws of science a priori?"			"Johnson, Mary Helgren."	"M.A."	"University of Washington"		"890531s1963\\\\xx\\\\\\\bm\\\000\0\eng\d"	"69 leaves"			"19787704"
"Richard Price and the indefinability of rightness."			"Jones, Donald Frederick."	"M.A."	"University of Washington"		"890731s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44, [1] leaf"			"20100746"
"Recent treatment of the is-ought dichotomy"	"a look at a sample ethical non-cognitivism: R.M. Hare's the language of morals."		"Lacey, Trammell Calhoun,1933-"	"M.A."	"University of Washington"		"890620s1964\\\\xx\\\\\\\bm\\\000\0\eng\d"	"48 leaves"			"19898420"
"Lalo's L'esthetique,"		"by Elizabeth Larson ..."	"Lalo, Charles,1877-1953."	"M.A."	"University of Washington"		"890622s1929\\\\xx\a\\\\\m\\\\000\0\eng\d"	"126 leaves"	"Larson, Elizabeth,translator."		"19910610"
"Emile Meyerson's theory of reasoning."			"Lauter, Herman Alfred."	"M.A."	"University of Washington"		"890620s1957\\\\xx\\\\\\\bm\\\000\0\eng\d"	"125 leaves"			"19898546"
"An examination of typical criticisms of sense-datum theories,"		"by Thomas Calvin Mayberry, Jr."	"Mayberry, Thomas Calvin,1925-"	"Ph. D."	"University of Washington"		"901214s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"166 leaves"			"22858251"
"C.A. Campbell's philosophy of freedom."			"McGowan, Robert Lee."	"M.A."	"University of Washington"		"890731s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"71 leaves"			"20100720"
"The naturalistic fallacy"	"its logic and related problems ..."		"Meeker, Robert John."	"M.A."	"University of Washington"		"901210s1954\\\\xx\\\\\\\bm\\\000\0\eng\d"	"107 leaves"			"22831852"
"Santayana's doctrine of essence."			"Michelsen, John Magnus,1933-"	"M.A."	"University of Washington"		"901214s1963\\\\xx\\\\\\\bm\\\000\0\eng\d"	"139, [1] leaf"			"22858250"
"Bishop Butler's refutation of psychological egoism ..."			"Miller, Leonard G."				"901030s1950\\\\xx\\\\\\\bm\\\000\0\eng\d"	"107 leaves"	"Butler, Joseph,1692-1752."		"22608707"
"Ethical judgment in C.I. Lewis and W.D. Ross."			"Milo, Ronald Dmitri,1935-"	"M.A."	"University of Washington"		"901214s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"74, [1] leaf"			"22858259"
"An enquiry concerning the meaning and the criteria of nonsense."			"Mohr, Jennie."				"961028s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"64 leaves"			"35802310"
"On Mill's view that the syllogism contains a petitio principii,"		"by Everett John Nelson."	"Nelson, Everett John."	"M.A."	"University of Washington"	"1925"	"961014s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"60 leaves"			"35734579"
"Evolution and social ethics in the nineteenth century ..."			"Olson, Warren Eugene."	"M.A."	"University of Washington"		"890801s1950\\\\xx\\\\\\\bm\\\000\0\eng\d"	"80 leaves"			"20106298"
"The scholastic doctrine of the four principal categories ..."			"Osgniach, Augustine J.(Augustine John),Father, O.S.B.,1891-"				"961030s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"211 leaves"			"35819034"
"The scholastic interpretation of the categories ..."			"Osgniach, Augustine J.(Augustine John),Father, O.S.B.,1891-"				"961024s1922\\\\xx\\\\\\\bm\\\000\0\eng\d"	"78 leaves"			"35789814"
"The Neo-idealist theory of the State,"	"a metaphysical analysis of Hegel's moral philosophy ..."		"Palacol, Augustine."				"961016s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 106 leaves"			"35749235"
"The status of sense-data ..."			"Phillips, Herbert Joseph."	"Ph. D."	"University of Washington"		"890622s1933\\\\xx\\\\\\\m\\\\000\0\eng\d"	"110 leaves, 1 leaf"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:DP16241"	"19908420"
"A comparative study of the religious humanism of John Dewey and George Santayana ..."			"Pope, Lydia Marquis."	"M.A."	"University of Washington"		"890620s1949\\\\xx\\\\\\\bm\\\000\0\eng\d"	"60 leaves"			"19899540"
"Bertrand Russell on incomplete symbols."			"Quihillalt, Michel Edouard."	"M.A."	"University of Washington"		"890620s1960\\\\xx\\\\\\\bm\\\000\0\eng\d"	"104 leaves"			"19899325"
"Religion and science in the thought of George Santayana."			"Rackett, Robert William."	"M.A."	"University of Washington"		"890620s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"76 [1] leaf"			"19899406"
"An examination of some criticisms of conventionalism,"		"by Peter Edward Radcliff, Jr."	"Radcliff, Peter Edward,1932-"	"M.A."	"University of Washington"		"890620s1956\\\\xx\\\\\\\bm\\\000\0\eng\d"	"125 leaves"			"19899280"
"The paradigm case argument as an existence proof."			"Radcliff, Peter Edward,1932-"	"Ph. D."	"University of Washington"		"890620s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"209, [1] leaf"			"19899592"
"The causal theory of perception."			"Ring, Louis Merrill,1936-"	"M.A."	"University of Washington"		"890620s1964\\\\xx\\\\\\\bm\\\000\0\eng\d"	"69 leaves"			"19899373"
"Kinaesthetic theory"	"a philosophical and historical investigation."		"Ring, Louis Merrill,1936-"	"Ph. D."	"University of Washington"		"890620s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"182 leaves"			"19899657"
"A survey of the use and availability of occupational information in the public secondary schools in the state of Washington ..."			"Roemmich, Herman,1914-"	"Ph. D."	"University of Washington"		"890525s1949\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 154 leaves"			"19763963"
"The affective criticism of I.A. Richards."			"Rudolph, Gerald Allen."	"Ph. D."	"University of Washington"		"890620s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"138, [1] leaf"			"19899690"
"The philosophy of Anatole France ..."			"Ryder, Maude Alice."	"M.A."	"University of Washington"		"890728s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"71 leaves"			"20083133"
"Some phases of moral freedom and continuity ..."			"Sakuma, Yasuharu Arthur."	"M.A."	"University of Washington"		"890607s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"48 leaves"			"19827952"
"Social progress and social value ..."			"Sandusky, Oris Edward."				"961004s1924\\\\xx\a\\\\\bm\\\000\0\eng\d"	"35 leaves"			"35686828"
"Scepticism."			"Smerud, Warren Douglas,1928-"	"M.A."	"University of Washington"		"890524s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19755700"
"John Austin's imperative theory of law."			"Smith, Elizabeth H.,1939-"	"M.A."	"University of Washington"		"890524s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"125 [1] leaf"			"19755796"
"The ethics of G.W.F. Hegel and F.H. Bradley."			"Smith, T. G.(Thomas Gerald)"	"M.A."	"University of Washington"		"890524s1958\\\\xx\\\\\\\bm\\\000\0\eng\d"	"137, [3] leaves"			"19755679"
"Materials entering into the development of the pragmatism of William James."			"Smith, William Anton,1880-1954."				"960808s1911\\\\xx\\\\\\\bm\\\000\0\eng\d"	"104 leaves"			"35211830"
"The paradoxes of logic ..."			"Stanley, Robert Lauren."				"901101s1947\\\\xx\\\\\\\bm\\\000\0\eng\d"	"2 preliminary leaves, 72 leaves"			"22616268"
"Criteria and other minds."			"Tapscott, Bangs L.,1935-"	"M.A."	"University of Washington"		"890627s1964\\\\xx\\\\\\\bm\\\000\0\eng\d"	"62 leaves"			"19930306"
"The aesthetic object and its relation to aesthetic experience."			"Tilghman, Benjamin Ross,1927-"	"Ph. D."	"University of Washington"		"890725s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"272, [1] leaf"			"20064911"
"Mysticism, morality, and freedom: the role of the vital impetus in Bergson's theory of ethics."			"Unsoeld, William Francis,1926-1979."	"Ph. D."	"University of Washington"		"890710s1959\\\\xx\\\\\\\bmt\\000\0\eng\d"	"261, [1] leaf"		"http://hdl.handle.net/1773/5713;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:5903350"	"19984174"
"H.A. Prichard's critique of teleological ethics."			"Utzinger, John Grantham,1931-"	"M.A."	"University of Washington"		"890710s1955\\\\xx\\\\\\\bm\\\000\0\eng\d"	"159 leaves"			"19984148"
"The phenomenological appeal to moral experience"	"a study of Mandelbaum's moral philosophy."		"Utzinger, John Grantham,1931-"	"Ph. D."	"University of Washington"		"890710s1959\\\\xx\\\\\\\bm\\\000\0\eng\d"	"236, [1] leaf"			"19984191"
"The relation of Hume and Kant to the argument for the existence of God."			"Wallace, J. Sherman(John Sherman),1877-1934."				"960725s1907\\\\xx\\\\\\\bm\\\000\0\eng\d"	"48 leaves"			"35143291"
"Freedom and determinism in the philosophy of Spinoza."			"Warne, Edmund Russell."	"M.A."	"University of Washington"		"890710s1962\\\\xx\\\\\\\bm\\\000\0\eng\d"	"98 leaves"			"19984159"
"R.G. Collingwood's philosophy of art."			"Webster, Glenn Albert."	"M.A."	"University of Washington"		"930608s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"52 leaves"			"28234497"
"Kierkegaard's concept of the concerned consciousness."			"Webster, Steven S.(Steven Sebastian)"	"M.A."	"University of Washington"		"890801s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"93 leaves"			"20106296"
"Ockham's philosophy of language."			"Windt, Peter Y."	"M.A."	"University of Washington"		"890627s1964\\\\xx\\\\\\\bm\\\000\0\eng\d"	"87 leaves"			"19930334"
"The concept of human freedom in Bergson and James ..."			"Winston, Alexander Porter."	"Ph. D."	"University of Washington"		"890627s1949\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 290 leaves"			"19930253"
"Scepticism and the proof of an external world ..."			"Wolgast, Elizabeth Hankins,1929-"	"Ph. D."	"University of Washington"		"890627s1955\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 184 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:0013008"	"19930284"
"Causes, conceptual connexions, and effects."			"Yoshida, Ronald Mamoru."	"M.A."	"University of Washington"		"890710s1965\\\\xx\\\\\\\bm\\\000\0\eng\d"	"85 leaves"			"19984167"
"The structure of experience."			"Wills, Russel Milton."	"Ph. D."	"University of Washington"		"890511s1972\\\\xx\\\\\\\bm\\\000\0\eng\d"	"137 leaves"			"19691262"
"Nomological explanation in history."			"Wilson, Joseph Morris."	"M.A."	"University of Washington"		"890511s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"43 [1] leaf"			"19691259"
"Three types of philosophy of language"	"a preliminary investigation."		"Windt, Peter Y."	"Ph. D."	"University of Washington"		"890511s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"193 leaves"			"19691246"
"Toward a dispositional analysis of intention."			"Wolfe, H. Kirke."	"M.A."	"University of Washington"		"890511s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"75 [1] leaf"			"19691250"
"Von Neumann's proof and hidden variables."			"Yoshida, Ronald Mamoru,1938-"	"Ph. D."	"University of Washington"		"890525s1971\\\\xx\\\\\\\bm\\\000\0\eng\d"	"214 leaves"			"19761579"
"Response to near-threshold incremental flashes of single neurons in the macaque lateral geniculate nucleus."			"Blick, Dennis Wayne."	"Ph. D."	"University of Washington"		"900717s1973\\\\xx\a\\\\\bm\\\000\0\eng\d"	"65 leaves"			"22045206"
"Vagueness"	"a critical examination of some traditional analyses,"	"by James Charles Bohan, Jr."	"Bohan, James Charles,1935-"	"Ph. D."	"University of Washington"		"890505s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"19658376"
"The complete mysticism of Henri Bergson."			"Bois, John Wellington."	"M.A."	"University of Washington"		"890620s1966\\\\xx\\\\\\\bm\\\000\0\eng\d"	"58 leaves"			"19899853"
"Excuses and moral obligation."			"Bowlden, Larry Smith."	"Ph. D."	"University of Washington"		"890503s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"84 leaves"			"19649280"
"An analysis of St. Augustine's inner-man as an enucleation of his epistemology."			"Bubacz, Bruce Stephen."	"Ph. D."	"University of Washington"		"890601s1973\\\\xx\\\\\\\bm\\\000\0\eng\d"	"226 leaves"			"19794674"
"Some considerations of the nocturnal."			"Bubacz, Bruce Stephen."	"M.A."	"University of Washington"		"890601s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"24 leaves"			"19794626"
"Scepticism"	"a critical investigation."		"Bush, John McKnight Brayton,1938-"	"Ph. D."	"University of Washington"		"890502s1970\\\\xx\\\\\\\bm\\\000\0\eng\d"	"159 [1] leaf"			"19642958"
"R.M. Hare"	"the logic of 'good'."		"Butterfield, Peter."	"M.A."	"University of Washington"		"890530s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"36 [1] leaf"			"19781904"
"Plato's discussion of false judgment"	"Theaetetus 187-200."		"Calvert, Carl Arthur."	"M.A."	"University of Washington"		"890530s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"59 leaves"			"19782026"
"Relative identity"	"an examination of a theory by Peter Geach."		"Calvert, Carl Arthur."	"Ph. D."	"University of Washington"		"890530s1973\\\\xx\\\\\\\bm\\\000\0\eng\d"	"116 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:7322556"	"19782344"
"St. Thomas and the knowledge of natures"	"a study of Summa theologiae I.Q. 84."		"Cantwell, Dennis Michael."	"M.A."	"University of Washington"		"890503s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19649246"
"A contemporary synthesis of the school of non-being and the school of being in Buddhism as represented in the philosophy of Hsiung Shih-li."			"Chan, Benjamin Chun."	"M.A."	"University of Washington"		"890501s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"83 leaves"			"19637129"
"Moral valuation and fact"	"a study of Hare's the language of morals."		"Chatterjee, Dipankar."	"M.A."	"University of Washington"		"890601s1971\\\\xx\\\\\\\bm\\\000\0\eng\d"	"49 leaves"			"19794775"
"Descartes' evil genius argument."			"Clausen, Jeffrey Craig."	"M.A."	"University of Washington"		"890530s1971\\\\xx\\\\\\\bm\\\000\0\eng\d"	"31 leaves"			"19782309"
"A theory of self-deception and its relation to Ivan Karamazov."			"Cochran, Marilyn Joyce."	"M.A."	"University of Washington"		"890613s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"81 leaves"			"19860072"
"On the ambiguity of ""obligation."""			"Crowell, Edward Floyd,1940-"	"Ph. D."	"University of Washington"		"890601s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"174 leaves"			"19795337"
"The form-content distinction in aesthetics."			"Dearing, Patricia F."	"M.A."	"University of Washington"		"890601s1970\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44 leaves"			"19795357"
"Karl Marx and the theory of alienation."			"Ellis, Lois P."	"M.A."	"University of Washington"		"890601s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"41 leaves"			"19795422"
"Frank Sibley's Aesthetic concepts"	"a reply to some of his critics."		"Epton, Charles Lee."	"M.A."	"University of Washington"		"890525s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"47 leaves"			"19764285"
"Nietzsche's scepticism about the possibility of self-knowledge."			"Fischer, Norman,1943-"	"M.A."	"University of Washington"		"890503s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"40 leaves"			"19647005"
"A discussion of some problems of self-deception."			"Fox, John Hunter."	"M.A."	"University of Washington"		"890525s1970\\\\xx\\\\\\\bm\\\000\0\eng\d"	"52 [1] leaf"			"19764256"
"The innocence of becoming /"		"by Laura Cameron Fries."	"Fraser, Laura Cameron,-2002."	"M.A."	"University of Washington"	"1968"	"890501s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 64 leaves "			"19637368"
"Forms as causes in Plato's Phaedo."			"Frierson, Jon Arthur."	"M.A."	"University of Washington"		"890501s1970\\\\xx\\\\\\\bm\\\000\0\eng\d"	"30 leaves"			"19637195"
"Contrast arguments and nonuniversal statements."			"Gaynor, Joseph John."	"M.A."	"University of Washington"		"890502s1971\\\\xx\\\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19642552"
"The treatment of homicide in the Talmud."			"Genauer, Marvin,1943-"	"Ph. D."	"University of Washington"		"890501s1970\\\\xx\\\\\\\bm\\\000\0\eng\d"	"160 leaves"			"19637235"
"Thomas Aquinas"	"willing, intending and knowledge of ends."		"Goldie, Cathryn S."	"M.A."	"University of Washington"		"890501s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"40 leaves"			"19637320"
"A study of Marx's and Freud's view of human nature."			"Griffin, Eleanor Kallman."	"M.A."	"University of Washington"		"890501s1971\\\\xx\\\\\\\bm\\\000\0\eng\d"	"51 leaves"			"19637276"
"The phenomenological foundations of aesthetic perception."			"Gross, Donald Dea."	"M.A."	"University of Washington"		"890601s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"37 leaves"			"19795132"
"The free will defense."			"Hagen, Loren Ray."	"M.A."	"University of Washington"		"890501s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"43 leaves"			"19637476"
"Moral principles and moral relevance"	"a critique of Singer's Generalization in ethics."		"Haines, Byron Linwood,1936-"	"Ph. D."	"University of Washington"		"890620s1966\\\\xx\\\\\\\bm\\\000\0\eng\d"	"293 leaves"			"19897862"
"Some comments on the language of fiction."			"Halsall, Tom Henry."	"M.A."	"University of Washington"		"890620s1966\\\\xx\\\\\\\bm\\\000\1\eng\d"	"46 unnumbered leaves"			"19898161"
"John Locke's nominalism."			"Haynes, David Nathan."	"M.A."	"University of Washington"		"890501s1970\\\\xx\\\\\\\m\\\\000\0\eng\d"	"24 leaves"			"19637498"
"John Rawls' theory of justice as fairness."			"Haynes, David Nathan."	"Ph. D."	"University of Washington"		"890501s1973\\\\xx\\\\\\\bm\\\000\0\eng\d"	"144 leaves"			"19637621"
"A critical study of psychical distance."			"Heick, Cecil Alfred."	"M.A."	"University of Washington"		"890731s1966\\\\xx\\\\\\\bm\\\000\0\eng\d"	"92 leaves"			"20100795"
"Plato's Forms: separate, knowable, and immutable."			"Heron, Sherill Rines."	"M.A."	"University of Washington"		"890530s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"43 leaves"			"19782419"
