245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Development of nonpoint source pollution management plans :"	"the Burley Minter case /"	"by Shannon Guinevere Carter."	"Carter, Shannon Guinevere."	"M.M.A."	"University of Washington"	"1987"	"871230s1987\\\\xx\ab\\\\bm\\\000\0\eng\d"	"v, 83 leaves :"			"17291733"
"Derelict fishing gear :"	"disaster or nuisance? /"	"by James Michael Coe."	"Coe, James M."	"M.M.A."	"University of Washington"	"1986"	"860730s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"80 leaves "			"13987046"
"Shippers' councils and closed conferences in U.S. ocean shipping :"	"an analysis of proposed policy changes /"	"by Michael L. Cohen."	"Cohen, Michael L."	"M.M.A."	"University of Washington"	"1982"	"820813s1982\\\\xx\af\\\\bm\\\000\0\eng\d"	"iv, 123 leaves, 2 unnumbered leaves of plates :"			"8686766"
"The West Coast American fisheries network :"	"organization and strategy as implementing mechanisms /"	"by Robert Dowding Cooper."	"Cooper, Robert Dowding."	"M.M.A."	"University of Washington"	"1983"	"831004s1983\\\\xx\abf\\\bm\\\000\0\eng\d"	"xiii, 293 leaves, 41 unnumbered leaves of plates :"			"9979206"
"Traditional marine tenure in Micronesia :"	"implications for fisheries management /"	"by Christopher Dahl."	"Dahl, Christopher."	"M.M.A."	"University of Washington"	"1986"	"861001s1986\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 55 leaves :"			"14289644"
"The implementation of the Ocean Dumping Act :"	"Philadelphia as a case study /"	"by Gina DeFerrari."	"DeFerrari, Gina."	"M.M.A."	"University of Washington"	"1982"	"821015s1982\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 99 leaves "			"8862903"
"Strategic management :"	"a tool for port planning /"	"by Thomas John Dowd, Jr."	"Dowd, Thomas John."	"M.M.A."	"University of Washington"	"1981"	"820317s1981\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 93 leaves "			"8249221"
"Special area management planning :"	"a comprehensive planning process for the Coos Bay Estuary /"	"by Laurie Jeanette Dull."	"Dull, Laurie Jeanette."	"M.M.A."	"University of Washington"	"1983"	"830622s1983\\\\xx\b\\\\\bm\\\000\0\eng\d"	"156 leaves :"			"9632211"
"Omega-3 fatty acids and the pollock liver :"	"a potential northwest industry /"	"by Lila Emmer."	"Emmer, Lila."	"M.M.A."	"University of Washington"	"1988"	"880616s1988\\\\xx\af\\\\bm\\\000\0\eng\d"	"v, 102 leaves, 1 unnumbered leaf of plates :"			"18098915"
"Sub-seabed disposal of highly radioactive waste :"	"an experimental phase regime /"	"by David Connell English."	"English, David Connell."	"M.M.A."	"University of Washington"	"1983"	"831004s1983\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 117 leaves :"			"9979149"
"Fisheries management in the northeast Atlantic and the common fisheries policy of the European economic community /"		"by Gregory Stephen Everett."	"Everett, Gregory Stephen."	"M.M.A."	"University of Washington"	"1980"	"810130s1980\\\\xx\b\\\\\bm\\\000\0\eng\d"	"v, 124 leaves :"			"7094834"
"Marina and bulkhead design criteria :"	"a case study of the problems of environmental regulation /"	"by Ann Kuhl Farr."	"Farr, Ann Kuhl."	"M.M.A."	"University of Washington"	"1982"	"820820s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 66 leaves :"			"8705778"
"An analysis of conflicts between the state of Alaska and the federal government regarding the management of marine mammals /"		"by Richard C. Ferrero."	"Ferrero, Richard C."	"M.M.A."	"University of Washington"	"1985"	"850806s1985\\\\xx\\\\\\\blm\\000\0\eng\d"	"iii, 92 leaves "			"12354370"
"An optimal program for managing ecologically interacting species /"		"by Diana Elizabeth Fraser."	"Fraser, Diana Elizabeth."	"M.M.A."	"University of Washington"	"1983"	"840322s1983\\\\xx\ab\\\\bm\\\000\0\eng\d"	"65 leaves :"			"10549893"
"Formulation of shared fishery stock management arrangements /"		"by Laura L. Geselbracht."	"Geselbracht, Laura L."	"M.M.A."	"University of Washington"	"1986"	"861211s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 86 leaves "			"14957194"
"Reconsideration of the current Mexican tuna policy and analysis of options /"		"by Guillermo Gomez-Sanchez."	"Gomez-Sanchez, Guillermo."	"M.M.A."	"University of Washington"	"1982"	"821007s1982\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 176 leaves :"			"8840459"
"The role of science in the Alaskan Outer Continental Shelf oil and gas leasing decision process /"		"by Jacqueline Mary Grebmeier."	"Grebmeier, Jacqueline Mary."	"M.M.A."	"University of Washington"	"1983"	"831129s1983\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 86 leaves :"			"10168522"
"The Bering Sea herring fisheries :"	"interest articulation and the policy process /"	"by Stacy Carol Hall."	"Hall, Stacy Carol."	"M.M.A."	"University of Washington"		"801029s1980\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 116 leaves :"			"6876711"
"An integrated model for analyzing a technology-based marine industry :"	"the case of tourist submersibles /"	"by W. Burton Hamner."	"Hamner, W. Burton."	"M.M.A."	"University of Washington"	"1988"	"890203s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 228 leaves :"			"19102441"
"The global impact of the new international legal regime on the management and development of marine fisheries /"		"by Nona Ruth Henderson."	"Henderson, Nona Ruth."	"M.M.A."	"University of Washington"	"1981"	"811207s1981\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 112 leaves "			"7980618"
"Conflicts of interest over polymetallic sulfide minerals on the Gorda-Juan de Fuca ridge system /"		"by Daniel Richard Herlihy."	"Herlihy, Daniel Richard."	"M.M.A."	"University of Washington"	"1985"	"850605s1985\\\\xx\ab\\\\bm\\\000\0\eng\d"	"101 leaves :"			"12119226"
"Population surveys and management of Tridacna clams in the Palau Islands /"		"by Wendy Anne Hirschberger."	"Hirschberger, Wendy A."	"M.M.A."	"University of Washington"	"1986"	"861001s1986\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iii, 62 leaves :"			"14289671"
"Socioeconomic aspects of an offshore Pacific herring fishery /"		"by Douglas Houston Humes."	"Humes, Douglas Houston."	"M.M.A."	"University of Washington"		"801030s1980\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iii, 99 leaves :"			"6880779"
"An evaluation of the Battelle large volume water sampler for measuring concentrations and physico-chemical states of some trace elements in marine waters."			"Huntamer, Dickey."	"M.S."	"University of Washington"		"890605s1976\\\\xx\a\\\\\bm\\\000\0\eng\d"	"195 leaves"			"19816031"
"A bio-economic analysis of the Gulf of Alaska sablefish fishery /"		"by Richard P. Jacobson."	"Jacobson, Richard P."	"M.M.A."	"University of Washington"	"1982"	"820512s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 77 leaves :"			"8419734"
"Assessing the feasibility of alternative small-boat fisheries in southeast Alaska /"		"by Terry Lee Johnson."	"Johnson, Terry L."	"M.M.A."	"University of Washington"	"1984"	"840424s1984\\\\xx\ab\\\\bm\\\000\0\eng\d"	"154 leaves :"			"10657338"
"Organizational process :"	"the municipal response to a citizens proposal for Seattle's central waterfront /"	"by Diane Foley Jones."	"Jones, Diane Foley."	"M.M.A."	"University of Washington"	"1988"	"890227s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"69 leaves "			"19274659"
"Scientific research and the third United Nations Conference on the Law of the Sea /"		"by Maurice Logan Jorgens."	"Jorgens, Maurice Logan."	"M.M.A."	"University of Washington"		"801124s1980\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 205 leaves "			"6969231"
"Fishing port development :"	"Salmon Bay Fishermen's Terminal, Port of Seattle /"	"by Mark David Knudsen."	"Knudsen, Mark David."	"M.M.A."	"University of Washington"	"1986"	"860709s1986\\\\xx\abe\\\bm\\\000\0\eng\d"	"69 unnumbered leaves (some folded) :"			"13845148"
"U.S. market opportunities for selected Chilean seafood products /"		"by Tami Elizabeth Kohlwes."	"Kohlwes, Tami Elizabeth."	"M.M.A."	"University of Washington"	"1986"	"861002s1986\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vi, 46 leaves :"			"14292233"
"The domestic groundfish fisheries of the eastern Bering Sea and Gulf of Alaska :"	"management issues and regulatory options /"	"by Catherine C. Krueger."	"Krueger, Catherine C."	"M.M.A."	"University of Washington"	"1984"	"841023s1984\\\\xx\a\\\\\bm\\\000\0\eng\d"	"158 leaves :"			"11298208"
"Fisheries management under the FCMA :"	"a comparison of two North Pacific fisheries /"	"by Eric S. Laschever."	"Laschever, Eric S."	"M.M.A."	"University of Washington"		"801030s1980\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 103 leaves :"			"6882732"
"The distant water fisheries of the Republic of Korea :"	"present situation and policy /"	"by Jongyun Lee."	"Lee, Jongyun."	"M.M.A."	"University of Washington"	"1984"	"840913s1984\\\\xx\abf\\\bm\\\000\0\eng\d"	"iv, 101 leaves, 1 unnumbered leaf of plates :"			"11148986"
"Coast Guard regulation of the transportation of packaged hazardous materials /"		"by Craig A. Leisy."	"Leisy, Craig A."	"M.M.A."	"University of Washington"	"1988"	"891006s1988\\\\xx\a\\\\\blm\\000\0\eng\d"	"viii, 233 leaves :"			"20448956"
"Port regionalism :"	"cooperation and coordination in port planning and development on the U.S. west coast /"	"by Jonathan Levie."	"Levie, Jonathan."	"M.M.A."	"University of Washington"	"1986"	"860630s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 166 leaves "			"13802985"
"Fisheries management in Iceland :"	"a descriptive study of fisheries and their organization /"	"by Dominique LeVieil."	"Levieil, D. P.(Dominique P.),1952-"	"M.M.A."	"University of Washington"		"791024s1979\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 89 leaves :"			"5583373"
"The relationship of U.S. West Coast port authorities to longshore labor and the multi-employer bargaining group (1984-1985) /"		"by Robert David Levy."	"Levy, Robert David."	"M.M.A."	"University of Washington"	"1988"	"891003s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 94 leaves "			"20434846"
"Transportation services as a competitive strategy :"	"Port of Seattle case study /"	"by Praphan Lohaviriyasiri."	"Lohaviriyasiri, Praphan."	"M.M.A."	"University of Washington"	"1987"	"871230s1987\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 90 leaves (some folded) :"			"17291824"
"High-level radioactive nuclear waste disposal in the sub-seabed :"	"prospects for an international waste disposal system /"	"by William John Lounsbery."	"Lounsbery, William John."	"M.M.A."	"University of Washington"	"1981"	"820317s1981\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 127 leaves :"			"8249419"
"An ethnographic investigation of limited entry attitudes and issues prevalent within the Seattle and Petersburg halibut fleets /"		"by Dorothy M. Lowman."	"Lowman, Dorothy M."	"M.M.A."	"University of Washington"	"1984"	"850104s1984\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 117 leaves "			"11545274"
"The historical annotated landings (HAL) database :"	"documentation of annual harvest of groundfish from the Northeast Pacific and Eastern Bering Sea from 1956 to 1980 /"	"by Marcelle Van Houten Lynde."	"Lynde, Marcelle Van Houten."	"M.M.A."	"University of Washington"	"1986"	"860310s1986\\\\xx\b\\\\\bm\\\000\0\eng\d"	"ix, 202 leaves :"			"13276638"
"Foreign investment in the fisheries sector of a developing country :"	"the case of the Chilean fishing industry /"	"by Lisa C. Macchio."	"Macchio, Lisa C."	"M.M.A."	"University of Washington"	"1987"	"870610s1987\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vi, 123 leaves :"			"15875035"
"Estuarine mitigation banking :"	"a chance for predictability /"	"by Raymond David Maddux."	"Maddux, Raymond David."	"M.M.A."	"University of Washington"	"1987"	"870611s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 201 leaves "			"15916112"
"Regulating marine safety in the arctic /"		"by Dennis M. Maguire."	"Maguire, Dennis M."	"M.M.A."	"University of Washington"	"1987"	"871230s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 121 leaves :"			"17293288"
"Container terminal planning :"	"Port of Seattle Terminal 5 /"	"by Ajchara Mahaphirom."	"Mahaphirom, Ajchara."	"M.M.A."	"University of Washington"	"1988"	"881013s1988\\\\xx\af\\\\bm\\\000\0\eng\d"	"v, 83 leaves, [8] folded leaves of plates :"			"18605681"
"Losses to inshore fishermen resulting from the large catch of western Alaska chinook salmon by the Japanese salmon mothership fleet in 1980 /"		"by Richard L. Major."	"Major, Richard L."	"M.M.A."	"University of Washington"	"1984"	"841017s1984\\\\xx\b\\\\\bm\\\000\0\eng\d"	"34 leaves :"			"11275086"
"Multilateral cooperation in Antarctic marine ecosystem research /"		"by Amy Lee Margerum."	"Margerum, Amy Lee."	"M.M.A."	"University of Washington"	"1982"	"820813s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 182 leaves :"			"8686815"
"The new Columbia River salmon and steelhead management regime :"	"are there fatal flaws? /"	"by William L. Matthaei."	"Matthaei, William L."	"M.M.A."	"University of Washington"	"1988"	"890130s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 146 leaves "			"19081709"
"Aquatic land management :"	"central waterfront areas in Washington /"	"by Michael Matthew McGuiness."	"McGuiness, Michael Matthew."	"M.M.A."	"University of Washington"		"800808s1980\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 83 leaves "			"6599479"
"An analysis of federal open ocean oil spill response technology and policy /"		"by Kevin Richard McManus."	"McManus, Kevin Richard."	"M.M.A."	"University of Washington"	"1986"	"861215s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 135 leaves :"			"14975686"
"Foreign participation in the fisheries of South America :"	"an evaluation of the bilateral fishery agreements /"	"by Marta Elena Molares."	"Molares, Marta Elena."	"M.M.A."	"University of Washington"		"800409s1980\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 131 leaves :"			"6184388"
"The role of observer programs in managing and enforcing foreign fisheries under the F.C.M.A. /"		"by Lee G. Morgan."	"Morgan, Lee G."	"M.M.A."	"University of Washington"		"890605s1978\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 139 leaves :"			"19817298"
"Seaport development and environmental mitigation :"	"coastal permitting as a bargaining process /"	"by Richard F. Morse."	"Morse, Richard F."	"M.M.A."	"University of Washington"	"1986"	"870320s1986\\\\xx\abe\\\blm\\000\0\eng\d"	"194 leaves :"			"15348928"
"A study on the advisability of a petroleum transshipment port for the Northern Mariana Islands /"		"by Brian Herbert Offord."	"Offord, Brian Herbert."	"M.M.A."	"University of Washington"	"1983"	"830623s1983\\\\xx\abf\\\bm\\\000\0\eng\d"	"vi, 85 leaves, 3 unnumbered leaves of plates :"			"9636608"
"Administration of small-scale fisheries development /"		"by Masaru Okuno."	"Okuno, Masaru."	"M.M.A."	"University of Washington"	"1985"	"850830s1985\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 100 leaves "			"12444561"
"125,000 deadweight ton tanker limit :"	"technical decision--political solution /"	"by Eric H. Olsson, Jr."	"Olsson, Eric H."	"M.M.A."	"University of Washington"	"1986"	"861002s1986\\\\xx\ab\\\\blm\\000\0\eng\d"	"v, 43 leaves :"			"14292248"
"An analysis of the NOAA and UNOLS research vessel fleets :"	"problems and suggested alternatives /"	"by Richard William Permenter."	"Permenter, Richard William."	"M.M.A."	"University of Washington"	"1986"	"861215s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 141 leaves (some folded) :"			"14975702"
"Native village corporations in Alaska :"	"an anomaly /"	"by Benjamin C. Pierce."	"Pierce, Benjamin C."	"M.M.A."	"University of Washington"	"1986"	"860312s1986\\\\xx\\\\\\\blm\\000\0\eng\d"	"53 leaves "			"13287989"
"Biological objectives for commercial fisheries management /"		"by James Arthur Powell."	"Powell, James Arthur."	"M.M.A."	"University of Washington"	"1986"	"860310s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"142 leaves :"			"13276647"
"Planning for shorelines industrial siting :"	"four cases in Washington State /"	"by Scott Lee Powell."	"Powell, Scott Lee."	"M.M.A."	"University of Washington"	"1984"	"841017s1984\\\\xx\\\\\\\bm\\\000\0\eng\d"	"111, 162 leaves "			"11275130"
"Special area management planning :"	"Port Angeles harbor resource management planning /"	"by Alice North Rasmussen."	"Rasmussen, Alice North."	"M.M.A."	"University of Washington"	"1987"	"871230s1987\\\\xx\abe\\\bm\\\000\0\eng\d"	"v, 117 leaves :"			"17291789"
"Proposed measures for mitigating the fish/oil conflict in the St. George Basin /"		"by Jean Elizabeth Scott."	"Scott, Jean Elizabeth."	"M.M.A."	"University of Washington"	"1982"	"821007s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 129 leaves "			"8840521"
"State aquaculture plans :"	"the planning process and implementation /"	"by James Lowell Seger."	"Seger, James Lowell."	"M.M.A."	"University of Washington"	"1984"	"841022s1984\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 314 leaves "			"11295622"
"Marine parks in Alaska :"	"an overview and case study in planning for management of wild coastland and marine recreation /"	"by Karl William Semmes."	"Semmes, Karl William."	"M.M.A."	"University of Washington"	"1984"	"840702s1984\\\\xx\b\\\\\bm\\\000\0\eng\d"	"vi, 206 leaves :"			"10905002"
"Implementation analysis and nonpoint source pollution control :"	"an application in Puget Sound /"	"by Gary Shigenaka."	"Shigenaka, Gary."	"M.M.A."	"University of Washington"	"1987"	"871230s1987\\\\xx\b\\\\\bm\\\000\0\eng\d"	"vi, 96 leaves :"			"17291747"
"A study of Eastern Bering Sea Pacific cod :"	"resource assessment, fishery development and management under variable recruitment /"	"by Allen Masaru Shimada."	"Shimada, Allen Masaru."	"M.M.A."	"University of Washington"	"1985"	"860306s1985\\\\xx\ab\\\\bm\\\000\0\eng\d"	"x, 212 leaves :"			"13246063"
"The Puget Sound dredged disposal analysis :"	"history and evaluation /"	"by Justine D. Smith."	"Smith, Justine D."	"M.M.A."	"University of Washington"	"1988"	"881012s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 140 leaves :"			"18596970"
"American foreign policy and the transformation of the international regime for marine scientific research /"		"by Lee Robertston Stevens."	"Stevens, Lee Robertson."	"M.M.A."	"University of Washington"	"1986"	"860728s1986\\\\xx\\\\\\\blm\\000\0\eng\d"	"119 leaves "			"13960207"
"Should freshwater wetlands be used for stormwater management? :"	"a discussion of wetlands management in King County, Washington /"	"by Erik C. Stockdale."	"Stockdale, Erik C."	"M.M.A."	"University of Washington"	"1987"	"880608s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 146 leaves :"			"18056564"
"The Port of Seattle as a public enterprise :"	"an analysis of the Shilshole Bay Marina development /"	"by Rolf Erik Stromberg."	"Stromberg, Rolf Erik."	"M.M.A."	"University of Washington"	"1982"	"830211s1982\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 147 leaves :"			"9213202"
"The choice of operation systems for container terminals /"		"by Jung Ho Suh."	"Suh, Jung Ho."	"M.M.A."	"University of Washington"	"1986"	"861002s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 71 leaves :"			"14292240"
"Fisheries research in the northeast Pacific Ocean :"	"regional responses to the Fishery Conservation and Management Act of 1976 /"	"by Eulalie Elizabeth Sullivan."	"Sullivan, Eulalie Elizabeth."	"M.M.A."	"University of Washington"		"801124s1980\\\\xx\af\\\\bm\\\000\0\eng\d"	"iii, 72 leaves, 11 unnumbered leaves of plates :"			"6969183"
"Conflict resolution in the site selection process for the U.S. high level radioactive waste repository /"		"by David A. Tarnas."	"Tarnas, David A."	"M.M.A."	"University of Washington"	"1985"	"860312s1985\\\\xx\ab\\\\bm\\\000\0\eng\d"	"108 leaves :"			"13288013"
"Diversification of function in port authorities /"		"by Lucinda Marie Tear."	"Tear, Lucinda Marie."	"M.M.A."	"University of Washington"	"1986"	"860314s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 78 leaves :"			"13297025"
"Environmental risk considerations in the development of an ocean incineration of hazardous wastes capability in the United States /"		"by Jeanine Monique Trainor."	"Trainor, Jeanine Monique."	"M.M.A."	"University of Washington"	"1982"	"830110s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 145 leaves :"			"9114108"
"United States regulation of prospective, nontraditional offshore activities /"		"by Deborah Campbell Trefts."	"Trefts, Deborah Campbell."	"M.M.A."	"University of Washington"	"1986"	"860314s1986\\\\xx\\\\\\\blm\\000\0\eng\d"	"vii, 100 leaves "			"13297051"
"Alternative tuna fishery development strategies for the coastal states of the eastern tropical Pacific Ocean /"		"by Oliver Paul van den Berghe."	"Van den Berghe, Oliver Paul."	"M.M.A."	"University of Washington"	"1986"	"861215s1986\\\\xx\b\\\\\bm\\\000\0\eng\d"	"vii, 146 leaves :"			"14975719"
"Changing the federal role in national port development :"	"lessons from the federal airport experience /"	"by Paul Joseph Vincent."	"Vincent, Paul Joseph."	"M.M.A."	"University of Washington"	"1982"	"821007s1982\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 135 leaves :"			"8840539"
"A proposal to amend the Fishery Conservation & Management Act of 1976 :"	"at Section B(14) and at Title 1, Sec. 103 to include tuna in United States fishery jurisdiction /"	"by Susan O'Malley Wade."	"Wade, Susan O'Malley."	"M.M.A."	"University of Washington"	"1984"	"841022s1984\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves "			"11295716"
"Water-dependency as a shoreline allocation criterion for siting maritime industries in Puget Sound, Washington /"		"by Mary Jo Wagner."	"Wagner, Mary Jo."	"M.M.A."	"University of Washington"	"1985"	"850510s1985\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 154 leaves "			"12018759"
"Joint venture fishing arrangements :"	"a dynamic programming approach to national welfare maximization /"	"by Katharine F. Wellman."	"Wellman, Katharine F."	"M.M.A."	"University of Washington"	"1987"	"880609s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 92 leaves :"			"18064249"
"Preliminary investigation of the feasibility of subseabed disposal of high-level radioactive waste /"		"by Matthew Dyckman Wells."	"Wells, Matthew Dyckman."	"M.M.A."	"University of Washington"	"1986"	"870320s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 221 leaves :"			"15348884"
"Environmental concerns and port development :"	"the role for compensatory mitigation /"	"by Ann Elizabeth Wessel."	"Wessel, Ann Elizabeth."	"M.M.A."	"University of Washington"	"1986"	"870320s1986\\\\xx\\\\\\\bm\\\000\0\eng\d"	"105 leaves "			"15348879"
"Management considerations for the Hanauma Bay Marine Life Conservation District /"		"by Valerie J. Workinger."	"Workinger, Valerie J."	"M.M.A."	"University of Washington"	"1988"	"890908s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 130 leaves :"			"20314698"
"Puget Sound groundfish :"	"a case of bifurcated fisheries management /"	"by Jay E. Hensleigh."		"M.M.A."	"University of Washington"	"1994"	"950126s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 91 leaves :"			"31890903"
"Waterfront revitalization :"	"a community-based planning approach in Raymond, Washington /"	"by Teresa Ash."	"Ash, Teresa,1956-"	"M.M.A."	"University of Washington"	"1994"	"950512s1994\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 57 leaves :"			"32464362"
"Optimal fleet size of the Bering Sea and Aleutian Islands groundfish fishery :"	"a mixed integer programming application /"	"by Amjoun Benyounes."	"Benyounes, Amjoun."	"M.M.A"	"University of Washington"	"1989"	"900213s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 144 leaves :"			"21056579"
"Surviving the log export crisis: A case study of the port of Gray Harbor, WA /"		"by Joleeann Keahiolalo Birch."	"Birch, Joleeann Keahiolalo."	"M.M.A."	"University of Washington"	"1992"	"920722s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 86 leaves :"			"26237136"
"The application of historic coastal erosion study techniques to coastal erosion policy /"		"by Peter L. Britz."	"Britz, Peter L."	"M.M.A."	"University of Washington"	"1994"	"950315s1994\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 98 leaves :"			"32151908"
"The influence of national interests in international scientific organizations :"	"what PICES can learn from ICES /"	"by Virginia L. Broadhurst."	"Broadhurst, Virginia L."	"M.M.A."	"University of Washington"	"1990"	"910613s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 79 leaves :"			"23932626"
