245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"The relationship of nutritional status at diagnosis to survival in patients with colorectal cancer /"		"by Pamela Jean Charney."	"Charney, Pamela Jean."	"M.S."	"University of Washington"	"1988"	"890317s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 78 leaves "			"19380317"
"The effect of glucose polymer taken with oral magnesium supplementation on magnesium status in adult allogeneic marrow transplant recipients /"		"by Paula Mary Charuhas."	"Charuhas, Paula Mary."	"M.S."	"University of Washington"	"1988"	"890104s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 65 leaves :"			"18968402"
"Assessment of selenium intakes and blood selenium levels in Seattle area residents /"		"by Mabel Olive Mary Chase."	"Chase, Mabel Olive Mary."	"M.S."	"University of Washington"	"1985"	"850521s1985\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 82 leaves :"			"12061408"
"The impact of recombinant-human-erythropoietin induced correction of anemia on nutritional status of hemodialysis patients /"		"by Heidi L. Combs."	"Combs, Heidi L."	"M.S."	"University of Washington"	"1988"	"880930s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 93 leaves "			"18549650"
"Comparison of 1983 and 1992 renal dietitian staffing levels with patient morbidity and mortality /"		"by Maria M. Daines."	"Daines, Maria Matthews."	"M.S."	"University of Washington"	"1993"	"940511s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 75 leaves :"			"30419984"
"The use of focus groups to determine young women's attitude about nutrition and weight /"		"by Alysun Deckert."	"Deckert, Alysun."	"M.S."	"University of Washington"	"1994"	"941130s1994\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 107 leaves "			"31536183"
"Triceps skinfold patterns as predictors of pregnancy outcome in term births for an adolescent population /"		"by Alicia Jeanne Dixon Docter."	"Docter, Alicia Jeanne Dixon."	"M.S."	"University of Washington"	"1992"	"930503s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 74 leaves :"			"28034680"
"Practices and participation in a health and nutrition education project of families initiated by adolescent vs. adult parents /"		"by Karen Docter."	"Docter, Karen."	"M.S."	"University of Washington"	"1993"	"940113s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 77 leaves "			"29626826"
"The effects of non-cholesterol sterols and of omega-6 and omega-3 fatty acids on cholesterol absorption in humans /"		"by Carol Sue Dorsett."	"Dorsett, Carol Sue."	"M.S."	"University of Washington"	"1987"	"870401s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 56 leaves :"			"15473617"
"The relationship between perceived stress and nutritional intake in women with high perimenstrual symptoms /"		"by Julie Marie Drzewiecki."	"Drzewiecki, Julie Marie."	"M.S."	"University of Washington"	"1990"	"910215s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 94 leaves :"			"23108813"
"An evaluation of the nutrient content and adequacy of a food bag from a Washington state food bank /"		"by Rebecca Eastgard."	"Eastgard, Rebecca Lugar."	"M.S."	"University of Washington"	"1994"	"950328s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 66 leaves :"			"32215952"
"Evaluation of customer response to seafood preparation demonstrations presented via videotape at the point-of-purchase /"		"by Carolyn Crandall Ehret."	"Ehret, Carolyn Crandall."	"M.S."	"University of Washington"	"1988"	"890807s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 124 leaves :"			"20137866"
"The effect of fat and carbohydrate modified diets on blood lipids and HDL subpopulations in inbred strains of mice /"		"by Filippa Engqvist."	"Engqvist, Filippa."	"M.S."	"University of Washington"	"1989"	"900810s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 53 leaves :"			"22206282"
"Increasing participation in the school lunch program at Pine Lake middle school /"		"by Sandra Farley."	"Farley, Sandra."	"M.S."	"University of Washington"	"1991"	"920519s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 45 leaves :"			"25846423"
"Segmental growth attainment of children treated for phenylketonuria /"		"by Karol J. Fink."	"Fink, Karol J."	"M.S."	"University of Washington"	"1993"	"940512s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 136 leaves :"			"30427665"
"Blinded placebo controlled evaluation on the ingestion of acidic foods and their effect on urinary pH and the symptomatology of interstitial cystitis /"		"by Betty Parry Fisher."	"Fisher, Betty Parry."	"M.S."	"University of Washington"	"1993"	"940119s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 57 leaves :"			"29649437"
"The effects of tuna and pollock oils on lipoproteins and fatty acids in the rat /"		"by Hilary Forrest."	"Forrest, Hilary."	"M.S."	"University of Washington"	"1987"	"880401s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 82 leaves :"			"17723672"
"Impact of supplemental lysine or tryptophan on pregnancy course and outcome in rats /"		"by Debra Nelson Funk."	"Funk, Debra Nelson."	"M.S."	"University of Washington"	"1989"	"891106s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 71 leaves :"			"20604507"
"Reimbursement enhancement through diagnosis coding for malnutrition /"		"by Kristine Louise Funk."	"Funk, Kristine Louise."	"M.S."	"University of Washington"	"1993"	"940131s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 69 leaves :"			"29712067"
"Serum cholesterol and triglyceride levels in bone marrow transplant recipients on day 80 posttransplant with or without cyclosporine /"		"by Lori M. Furutomo."	"Furutomo, Lori M."	"M.S."	"University of Washington"	"1994"	"941130s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 51 leaves :"			"31536287"
"The effects of soy versus fish protein on blood lipids and blood pressure in healthy young men /"		"by Steven M. Garrett."	"Garrett, Steven M."	"M.S."	"University of Washington"	"1989"	"900108s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 86 leaves :"			"20859750"
"The effect of fish oils with varying eicosapentaenoic and docosahexaenoic acid levels on blood lipids in humans with familial hypercholesterolemia /"		"by Michael R. Garry."	"Garry, Michael R."	"M.S."	"University of Washington"	"1989"	"900810s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 82 leaves :"			"22206224"
"Nutrient intake and perimenstrual symptom severity /"		"by Lisa Carol Géraud."	"Géraud, Lisa Carol."	"M.S."	"University of Washington"	"1987"	"870716s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 112 leaves :"			"16203179"
"Long-term high fat diet and in vitro culture in palmitic acid independently decrease glucose-stimulated insulin secretion and insulin content in isolated monkey islets /"		"by Ana Gervassi."	"Gervassi, Ana."	"M.S."	"University of Washington"	"1992"	"930511s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 51 leaves :"			"28089855"
"Analysis of dietary intake and blood levels of selected nutrients in chronic fatigue syndrome patients /"		"by Jeanne E. Grant."	"Grant, Jeanne E."	"M.S."	"University of Washington"	"1993"	"940511s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 35 leaves "			"30420693"
"""Gain enough--but not too much during pregnancy"" :"	"a pilot nutrition intervention for overweight, pregnant women /"	"by Margaret Torell Grate."	"Grate, Margaret Torell."	"M.S."	"University of Washington"	"1993"	"940510s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 92 leaves "			"30412754"
"Feeding and growth concerns of mothers of preterm and full-term infants /"		"by Betty Haack."	"Haack, Betty."	"M.S."	"University of Washington"	"1994"	"950522s1994\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 78 leaves "			"32518843"
"Fluid weight gain between dialyses in diabetic patients with end-stage renal disease /"		"by Nancy Ann Halverson."	"Halverson, Nancy Ann."	"M.S."	"University of Washington"	"1992"	"921201s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 60 leaves :"			"27046427"
"Nutritional factors implicated in premenstrual syndrome :"	"a study of carbohydrates, fats, and alcohol /"	"by Barbara Diane Hatten."	"Hatten, Barbara Diane."	"M.S."	"University of Washington"	"1988"	"880615s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 45 leaves :"			"18093815"
"Iron status of high school cross-country runners /"		"by Nadine Sue Hayden."	"Hayden, Nadine Sue."	"M.S."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 79 leaves :"			"22172186"
"The effect of recombinant human erythropoietin on anthropometric measurements, dietary intake and activity level in pre-dialysis end-stage renal failure patients /"		"by Rhonda Hicken."	"Hicken, Rhonda."	"M.S."	"University of Washington"	"1989"	"900111s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 58 leaves :"			"20876985"
"Correlations of hypomagnesemia with patient characteristics of the adult allogeneic marrow transplant recipient /"		"by Terri Lynn Hobbs."	"Hobbs, Terri Lynn."	"M.S."	"University of Washington"	"1990"	"910808s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 53 leaves :"			"24202572"
"A comparison of iron status between regular users of red meat and regular users of fish /"		"by Susan G. Howland Luth."	"Howland Luth, Susan G."	"M.S."	"University of Washington"	"1990"	"910225s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 72 leaves :"			"23154266"
"The effect of n-3 versus n-6 fatty acids in rheumatoid arthritis /"		"by Kandis Jacobson."	"Jacobson, Kandis."	"M.S."	"University of Washington"	"1988"	"890703s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 63 leaves "			"19959726"
"The relationship of maternal iron use and difficult labor /"		"by Linda Lu Baker Johnson."	"Johnson, Linda Lu Baker."	"M.S."	"University of Washington"	"1986"	"870312s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 61 leaves :"			"15307758"
"Serum lipids in bone marrow transplant recipients treated with or without cyclosporine /"		"by Marian C. Johnson."	"Johnson, Marian C."	"M.S."	"University of Washington"	"1991"	"911022s1991\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 50 leaves "			"24605195"
"Milk sensitivity :"	"nutrient intake of children at risk for calcium deficiency /"	"by Doris Ann Kelly."	"Kelly, Doris Ann."	"M.S."	"University of Washington"	"1987"	"870713s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 109 leaves :"			"16163569"
"Genetic and dietary regulation of lipoprotein lipase in mice /"		"by Christina Khalaf."	"Khalaf, Christina."	"M.S."	"University of Washington"	"1990"	"910605s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 56 leaves :"			"23885570"
"Survival and mortality in chronic hemodialysis patients :"	"the predictive value of nutritional parameters /"	"by Beverly Dianne Kindblade."	"Kindblade, Beverly Dianne."	"M.S."	"University of Washington"	"1993"	"930928s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 71 leaves :"			"28904165"
"Positively focused goals to increase fiber intake of persons with NIDDM result in weight loss and increased HDL cholesterol /"		"by Patricia Jane King."	"King, Patricia Jane."	"M.S."	"University of Washington"	"1992"	"921202s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 74 leaves :"			"27051184"
"Iron status of active premenopausal women /"		"by Heather Kay Koski."	"Koski, Heather Kay."	"M.S."	"University of Washington"	"1993"	"930928s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 117 leaves :"			"28904350"
"A follow-up study on males who participated in college athletics :"	"selected diet, anthropometric and lifestyle characteristics /"	"by David Kowalchuk."	"Kowalchuk, David."	"M.S."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 52 leaves :"			"22172174"
"A clinical approach to teaching acid-base balance :"	"an innovation in dietetic education /"	"by Vicki Kuzniar."	"Kuzniar, Vicki."	"M.S."	"University of Washington"	"1994"	"950526s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 89 leaves :"			"32554101"
"The influence of crude oil and dispersant on flavor tainting of salmonid flesh /"		"by Bonnie Gene Lauby."	"Lauby, Bonnie Gene."	"M.S."	"University of Washington"	"1987"	"880513s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 80 leaves :"			"17950384"
"The effects of skim milk vs. whole milk on blood lipid levels of adult males /"		"by Cheryl Leidholt."	"Leidholt, Cheryl."	"M.S."	"University of Washington"	"1988"	"890216s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 172 leaves :"			"19227598"
"A case-control study of infants with bronchopulmonary dysplasia who required gastrostomy tube placement /"		"by Jill Robin McMurtrie."	"McMurtrie, Jill Robin."	"M.S."	"University of Washington"	"1994"	"950214s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 110 leaves :"			"31989376"
"A comparison of nutritional status between urban and rural populations of Alaska natives /"		"by Martha A. Moore."	"Moore, Martha A."	"M.S."	"University of Washington"	"1989"	"900802s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 97 leaves :"			"22172111"
"Characteristics and ramifications of vitamin and mineral supplement use in elderly males /"		"by Margaret Morrow."	"Morrow, Margaret."	"M.S."	"University of Washington"	"1991"	"920407s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 50 leaves :"			"25603874"
"Sensory characteristics of a yoghurt-like product made from tofu /"		"by Myrna Moujabber."	"Moujabber, Myrna."	"M.S."	"University of Washington"	"1988"	"890216s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 47 leaves :"			"19226536"
"The effect of serving style on preschool children's food consumption /"		"by Suzzanne Nelson Myer."	"Myer, Suzzanne Nelson."	"M.S."	"University of Washington"	"1993"	"940405s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 57 leaves "			"30091457"
"The relationship of assertiveness to self-management abilities in adolescents with phenylketonuria /"		"by Kim M. Nowak-Cooperman."	"Nowak-Cooperman, Kim M."	"M.S."	"University of Washington"	"1986"	"870312s1986\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 118 leaves :"			"15307776"
"Comparison of the Toronto formula with indirect calorimetry and the Harris-Benedict equation on thermal injury patients /"		"by Yvette Stephanie O'Connor."	"O'Connor, Yvette Stephanie."	"M.S."	"University of Washington"	"1993"	"930916s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 39 leaves :"			"28834324"
"Dietary patterns of women with twin gestation /"		"by Rebecca A. Oosterhout."	"Oosterhout, Rebecca A."	"M.S."	"University of Washington"	"1994"	"950602s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 88 leaves :"			"32592318"
"Growth trends associated with weaning bronchopulmonary dysplasia infants from supplemental oxygen /"		"by Ingeborg Swanson Overby."	"Overby, Ingeborg Swanson."	"M.S."	"University of Washington"	"1991"	"911202s1991\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 66 leaves "			"24877744"
"The effect of zinc supplementation on taste acuity, appetite, plasma zinc, and porphobilinogen synthase in chronic hemodialysis patients /"		"by Ann Connell Parker."	"Parker, Ann Connell."	"M.S."	"University of Washington"	"1988"	"881005s1988\\\\xx\fk\\\\bm\\\000\0\eng\d"	"vii, 44 leaves, 1 unnumbered leaf of plates :"			"18569371"
"Effects of low-calorie and very-low-calorie diets on hemoglobin, hematocrit, total protein, total cholesterol and triglyceride levels in rats /"		"by Kathleen Patrick."	"Patrick, Kathleen."	"M.S."	"University of Washington"	"1988"	"890922s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 39 leaves "			"20382095"
"Caffeine intake and perimenstrual symptom severity /"		"by Elizabeth Reed Patten."	"Patten, Elizabeth Reed."	"M.S."	"University of Washington"	"1988"	"890216s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 42 leaves :"			"19225922"
"Response of plasma thyroxine-binding prealbumin levels in children following bone marrow transplantation /"		"by Robin Maxwell Payment."	"Payment, Robin Maxwell."	"M.S."	"University of Washington"	"1988"	"890920s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 106 leaves :"			"20373928"
"Essential fatty acid deficiency in patients on chronic hemodialysis :"	"effect of supplementation with three sources of long chain fatty acids /"	"by Louise Welker Peck."	"Peck, Louise Welker,1944-"	"Ph. D."	"University of Washington"	"1993"	"940628s1993\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 101 leaves :"			"30682645"
"Weight gain during multiple gestation /"		"by Annette L. Pederson."	"Pederson, Annette L."	"M.S."	"University of Washington"	"1987"	"880518s1987\\\\xx\af\\\\bm\\\000\0\eng\d"	"iv, 55 leaves, 3 unnumbered leaves of plates :"			"17971274"
"An examination of duplicated procedures and coordinated services between WIC and MCH programs in a public health clinic in Seattle /"		"by Elizabeth Mary Pernotto."	"Pernotto, Elizabeth Mary."	"M.S."	"University of Washington"	"1992"	"920908s1992\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 106 leaves "			"26561120"
"Using computerized dietary analysis to educate and motivate :"	"a minimal intervention study /"	"by John A. Pillepich."	"Pillepich, John A."	"M.S."	"University of Washington"	"1993"	"940608s1993\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 108 leaves "			"30572261"
"Beta-carotene intake and menstrual function of female distance runners /"		"by Annette M. Rahn."	"Rahn, Annette M."	"M.S."	"University of Washington"	"1991"	"920625s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 119 leaves :"			"26086319"
"A quantitative comparison of serum lipid levels in families with one child on a restricted diet (PKU lipid study) /"		"by Shelley K. Randolph."	"Randolph, Shelley K."	"M.S."	"University of Washington"	"1991"	"911028s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 125 leaves :"			"24637847"
"Development and validation of an abbreviated food frequency screener and the effects of ascorbic acid supplementation on the iron status of young children /"		"by Janelle E. Rice."	"Rice, Janelle E."	"M.S."	"University of Washington"	"1988"	"881004s1988\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 121 leaves :"			"18566832"
"Nutritional and genetic transcriptional regulation of apolipoprotein A-IV mRNA in the mouse liver /"		"by Dianne Sacco."	"Sacco, Dianne."	"M.S."	"University of Washington"	"1990"	"910605s1990\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 59 leaves :"			"23885664"
"Changes in taste thresholds in dialysis patients /"		"by Katherine Brouns Schiro."	"Schiro, Kathy."	"M.S."	"University of Washington"	"1987"	"880525s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 30 leaves :"			"18001858"
"Evaluating iron status in pregnancy using the zinc protoporphyrin/heme ratio /"		"by Willis Carlton Schutte."	"Schutte, Willis Carlton."	"M.S."	"University of Washington"	"1991"	"920701s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 76 leaves :"			"26119928"
"The development and evaluation of a fat intake assessment tool and food guide for fitness club members /"		"by Nancy Strot."	"Strot, Nancy."	"M.S."	"University of Washington"	"1988"	"890925s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 67 leaves "			"20388998"
"A quantitative measure of the concept of nourishment /"		"by Mary Styer."	"Styer, Mary."	"M.S."	"University of Washington"	"1987"	"880513s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 99 leaves :"			"17950378"
"Human buccal epithelium for static biochemical evaluation in nutrition research /"		"by Maureen T. Sullivan."	"Sullivan, Maureen T."	"M.S."	"University of Washington"	"1994"	"950719s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 138 leaves :"			"32843268"
"Dietary change and hypercholesterolemia in southeast Asian refugees /"		"by Liann Mummey Sundquist."	"Sundquist, Liann Mummey."	"M.S."	"University of Washington"	"1991"	"920702s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 56 leaves :"			"26125415"
"Development and testing of a model for productivity measurements in clinical nutrition units /"		"by Leslie Ann Lobeda Thomson."	"Thomson, Leslie Ann Lobeda."	"M.S."	"University of Washington"	"1987"	"880525s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 88 leaves :"			"18001884"
"The effects of dietary fat and cholesterol on plasma cholesterol, lipoprotein lipids, and apolipoproteins in cholesterol susceptible mice /"		"by Wanying Wendy Tsao."	"Tsao, Wanying Wendy."	"M.S."	"University of Washington"	"1989"	"900726s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 68 leaves :"			"22148630"
"Factors associated with early-age dietary intake in adult subjects with type II diabetes mellitus /"		"by Christine Hisami Tsunehara."	"Tsunehara, Christine Hisami."	"M.S."	"University of Washington"	"1987"	"880419s1987\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 106 leaves :"			"17813121"
"Evaluation of post-trauma plasma ascorbic acid /"		"by Sherri Lynn Utter."	"Utter, Sherri Lynn."	"M.S."	"University of Washington"	"1991"	"920108s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 59 leaves :"			"25068357"
"Dietary lipid induced cachexia in CXBH mice :"	"rescue by cholesterol /"	"by Megan Sutton Veldee."	"Veldee, Megan Sutton."	"M.S."	"University of Washington"	"1991"	"910917s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 62 leaves :"			"24396196"
"Characterization of a decreased fat dietary pattern :"	"assessment of nutritional adequacy and diversity /"	"by Pamela Luce Walker."	"Walker, Pamela Luce."	"M.S."	"University of Washington"	"1988"	"890315s1988\\\\xx\\\\\\\bm\\\000\0\eng\d"	"viii, 127 leaves "			"19368941"
"The effects of ascorbic acid on Chlamydia trachomatis infection and on erythromycin treatment in primary cultured human amniotic cells /"		"by Sha-ke Wang."	"Wang, Sha-ke."	"M.S."	"University of Washington"	"1991"	"920312s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 66 leaves :"			"25470146"
"Nutritional services provided in early intervention programs for children birth to three /"		"by Connie K. Warner."	"Warner, Connie K."	"M.S."	"University of Washington"	"1994"	"950516s1994\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 68 leaves :"			"32486658"
"Validation of the trauma nutrition index (TNI) and investigation of daily oral intake patterns of hospitalized trauma patients /"		"by Sarah U. Washburn."	"Washburn, Sarah U."	"M.S."	"University of Washington"	"1989"	"900809s1989\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 58 leaves :"			"22201868"
"Evaluation of the effectiveness of ""The Fat and Cholesterol Countdown"" system :"	"a tool for daily personal assessment of saturated fat and cholesterol intake /"	"by Roberta Jeanne Wennik."	"Wennik, Roberta Jeanne."	"M.S."	"University of Washington"	"1991"	"920311s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 151 leaves :"			"25460936"
"Nutritional assessment of preschool children in a rural Thai community /"		"by Linda Wheatley."	"Wheatley, Linda."	"M.S."	"University of Washington"	"1991"	"910916s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 64 leaves :"			"24387365"
"A nutrition content analysis of television news programs /"		"by Traceyanne Yee."	"Yee, Traceyanne."	"M.S."	"University of Washington"	"1992"	"930315s1992\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 43 leaves :"			"27733758"
"The relationship between maternal nutritional status, dietary intake and preterm labor /"		"by Yueming Zhuo."	"Zhuo, Yueming."	"M.S."	"University of Washington"	"1991"	"911010s1991\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 61 leaves :"			"24530758"
"Formative evaluation of family meals and physical activity modules in Washington state WIC programs /"		"Sadeem Aljammaz."	"Aljammaz, Sadeem."	"M.S."	"University of Washington"	"2002"	"030211s2002\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 75 leaves "			"51628358"
"The effects of caloric beverages on hunger, satiety and energy intakes /"		"Eva Almiron-Roig."	"Almiron-Roig, Eva."	"M.S."	"University of Washington"	"2002"	"030212s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 57 leaves :"			"51633835"
"The response of blood folate levels to folic acid supplementation :"	"results from a crossover trial /"	"Cheryl Ann Marie Anderson."	"Anderson, Cheryl Ann Marie."	"Ph. D."	"University of Washington"	"2001"	"020123s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 204 leaves :"		"http://hdl.handle.net/1773/6593;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3022804"	"48849602"
"Evaluation of the diabetes nutrition education project with aging and disabled homebound clients /"		"Xenia Averkiou."	"Averkiou, Xenia."	"M.S."	"University of Washington"	"2003"	"040202s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 55 leaves :"			"54342986"
