245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Past legacies, future desires :"	"Vladimir Vladimirovich Putin, the Russian presidency, and the future of Russia /"	"Nicholas John Butler."	"Butler, Nicholas J."	"M.A.I.S."	"University of Washington"	"2004"	"041014s2004\\\\xx\a\\\\\bm\\\000\0deng\d"	"iv, 74 pages :"			"56726872"
"Russian rule of law under the gaze of the ""eye of the sovereign"" :"	"perspectives on the potential impact of the private right of action against the government /"	"Douglas Carman."	"Carman, Douglas."	"M.A.I.S."	"University of Washington"	"2003"	"030915s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 81 leaves "			"53025248"
"Triumph of self :"	"memory and meaning in post-Soviet Russia /"	"Jonathan Carver."	"Carver, Jonathan Wright."	"M.A.I.S."	"University of Washington"	"2004"	"041014s2004\\\\xx\\\\\\\bm\\\000\0deng\d"	"iv, 83 leaves "			"56726860"
"Resource allocation and regionalism in post-Soviet Russia :"	"a case study of the fishing industry in the Kamchatka region /"	"by Peter H. Christiansen."	"Christiansen, Peter H."	"M.A.I.S."	"University of Washington"	"1997"	"980512s1997\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iv, 105 leaves :"			"39108038"
"The Serb minority in Croatia /"		"by Letitia Coffin."	"Coffin, Letitia."	"M.A.I.S."	"University of Washington"	"1996"	"970821s1996\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 80 leaves "			"37509754"
"The inquest of 1591 into the death of Tsarevich Dimitrii :"	"translation and introduction /"	"Anton M. Cooper."	"Cooper, Anton M."	"M.A.I.S."	"University of Washington"	"2003"	"030915s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 103 leaves "			"53024948"
"Children left behind :"	"the policy and law of child homelessness in post-Soviet Russia /"	"Sabrina Marianne Deasy."	"Deasy, Sabrina Marianne."	"M.A.I.S."	"University of Washington"	"2004"	"041014s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 87 leaves "			"56726692"
"Challenges to the task of identity formation for independent Kazakhstan and their origins /"		"John W. Dougherty."	"Dougherty, John W."	"M.A.I.S."	"University of Washington"	"2003"	"030919s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 93 leaves "			"53056162"
"Imagining the Russia-Ukraine border in ""Motherland Russia"" and nationalizing Ukraine, 1990-2004 /"		"Douglas Alan Dyer."	"Dyer, Douglas Alan."	"M.A.I.S."	"University of Washington"	"2004"	"041014s2004\\\\xx\b\\\\\bm\\\000\0\eng\d"	"iii, 116 pages :"			"56726664"
"The Sermon on Law and Grace of Metropolitan Ilarion as three originally independent works /"		"by Tom E. Dykstra."	"Dykstra, Tom E."	"M.A.I.S."	"University of Washington"	"1996"	"970821s1996\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vii, 151 leaves "			"37510361"
"The ""Albanian question"" in Macedonia and its implications for Balkan stability /"		"by Deon Joelle Fackler."	"Fackler, Deon Joelle."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 107 leaves "			"38594516"
"The viability of Catholic monasticism in the Czech Republic /"		"by Lorca Fitschen."	"Fitschen, Lorca."	"M.A.I.S."	"University of Washington"	"1998"	"990203s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 93 leaves "			"40730522"
"Nato enlargement :"	"weighing the costs and benefits /"	"by Robin L. Fontes."	"Fontes, Robin Louise."	"M.A.I.S."	"University of Washington"	"1997"	"980316s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 115 leaves "			"38725794"
"The Catholic Church in Poland and its role in constitution building since 1989 /"		"by Michelle Foshee."	"Foshee, Michelle Lee."	"M.A.I.S."	"University of Washington"	"1997"	"980316s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 74 leaves "			"38725606"
"The culture of secrecy in the Russian military /"		"Amy E. Frederick."	"Frederick, Amy E."	"M.A.I.S."	"University of Washington"	"2003"	"030919s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 90 leaves "			"53056157"
"Relations with the US from Gorbachev to Putin :"	"a strategy for a weakened Russian state /"	"Cheryl L. Garner."	"Garner, Cheryl L."	"M.A.I.S."	"University of Washington"	"2003"	"030919s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 83 leaves "			"53056171"
"New voices and choices :"	"the opposition to the rule of Slobodan Milosevic in Serbia since 1990 /"	"by Angelo Georgakis."	"Georgakis, Angelo."	"M.A.I.S."	"University of Washington"	"1998"	"990225s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"65 leaves "			"40860315"
"Modernization, structure of exports & product upgrading in the transition :"	"the case of Hungary /"	"by Timothy H. Goodger."	"Goodger, Timothy H."	"M.A.I.S."	"University of Washington"	"1997"	"980512s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 51 leaves "			"39108037"
"A discourse on revolutionaries and totalitarianism in the works of Danilo Kiš and Roberto Arlt /"		"Varvara V. Gracheva."	"Gracheva, Varvara V."	"M.A.I.S."	"University of Washington"	"2004"	"050512s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 60 leaves "			"60351568"
"Evaluating the potential for the development of illegal trade in fissile material from the former Soviet Union :"	"an application of Ullman's Triad /"	"by Max F.X. Gutierrez, Jr."	"Gutierrez, Max F. X."	"M.A.I.S."	"University of Washington"	"1999"	"000209s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ix, 243 leaves :"			"43428360"
"The transitional emergence of civil society organizations in Russia since 1991 :"	"the case of human rights groups /"	"by Colleen F. Halley."	"Halley, Colleen F.(Colleen Frances)"	"M.A.I.S."	"University of Washington"	"1996"	"970129s1996\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 162 leaves "			"36288070"
"Prospects for the development of tourism and its alternative forms in Russia :"	"an examination of nature tourism as a means of utilizing natural resources in Kamchatka and encouraging regional economic development /"	"by Benjamin Hanson."	"Hanson, Benjamin Douglas."	"M.A.I.S."	"University of Washington"	"1994"	"950503s1994\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 193 leaves :"			"32415682"
"Investing in the future :"	"privatization, disproportionate foreign ownership and incomplete capitalism in central and eastern Europe /"	"Megan J. Harris."	"Harris, Megan J."	"M.A.I.S."	"University of Washington"	"2002"	"030417s2002\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 134 pages "			"52085384"
"Co-opposition :"	"the strange nature of US-Russian cooperation /"	"by Kelli Hash."	"Hash, Kelli,author."	"M.A.I.S."	"University of Washington"	"2001"	"011005s2001\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 54 leaves "			"48097598"
"Sakhalin Oblast and the Republic of Tatarstan :"	"the creation of institutions in the Russian oil industry as a catalyst for recovery and integration /"	"by Michael Hazel."	"Hazel, Michael,1973-"	"M.A.I.S."	"University of Washington"	"1998"	"981104s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"86 leaves "			"40234385"
"Soviet and Ukrainian Marxist agricultural policy :"	"an unexplored aspect of Soviet institutional collapse /"	"Michael G. Hunt."	"Hunt, Michael G."	"M.A.I.S."	"University of Washington"	"2003"	"031215s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 96 leaves "			"53908713"
"Experience speaks :"	"physicians as writers in zemstvo Russia /"	"Pamela L. Jeffcoat."	"Jeffcoat, Pamela L."	"M.A.I.S."	"University of Washington"	"2003"	"031215s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 96 leaves "			"53908759"
"Private investment in Russia :"	"can it stimulate growth? /"	"by Erica Johnson."	"Johnson, Erica Jane."	"M.A.I.S."	"University of Washington"	"1997"	"980512s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 82 leaves :"			"39108036"
"Desecration of an icon :"	"images of Stalin and Stalinism in Soviet and Russian films since Gorbachev /"	"by Jeffrey Jones."	"Jones, Jeffrey(Jeffrey P.)"	"M.A.I.S."	"University of Washington"	"1997"	"980512s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 83 leaves "			"39108035"
"The politicization of Islam in Central Asia :"	"a case study approach /"	"Arusa Mahin Karim."	"Karim, Arusa Mahin."	"M.A.I.S."	"University of Washington"	"2004"	"041104s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 79 leaves "			"56909844"
"The controversy over the textbook History of Slovakia and the Slovaks by Milan Ďurica /"		"Megan King."	"King, Megan,1968-"	"M.A.I.S."	"University of Washington"	"1999"	"000314s1999\\\\xx\\\\\\\bm\\\000\0\eng\d"	"73 leaves "			"43626914"
"The transition of Balkan Bulgarian Airlines :"	"privatization and bankruptcy /"	"Mina Kirilov."	"Kirilov, Mina Stoyanova."	"M.A.I.S."	"University of Washington"	"2004"	"041104s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 55 leaves :"			"56909952"
"A ""hole"" in Europe :"	"the future of Russia's Kaliningrad Oblast /"	"James R. Kleinschmit."	"Kleinschmit, James R.,author."	"M.A.I.S."	"University of Washington"	"2000"	"010226s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 91 leaves :"			"46326410"
"Moderate and sensible :"	"higher education and the Czech women's rights movement /"	"by Dagmar Kotlandová Koenig."	"Koenig, Dagmar Kotlandová."	"M.A.I.S."	"University of Washington"	"1997"	"980515s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 105 leaves "			"39128698"
"Chinese expansion to the Russian Far East as covered by the local and central press /"		"Anna Gennadievna Kolesnikova."	"Kolesnikova, Anna Gennadievna."	"M.A.I.S."	"University of Washington"	"2004"	"041104s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 109 leaves "			"56909734"
"Transition to capitalism in Russia /"		"by Maria Kozhevnikova."	"Kozhevnikova, Maria N."	"M.A.I.S."	"University of Washington"	"1999"	"000412s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"i, 64 leaves "			"43842088"
"Foreign investment in Sakhalin Island :"	"opportunities and constraints /"	"Soonwook Kwon."	"Kwon, Soonwook,author."	"M.A.I.S."	"University of Washington"	"2000"	"010226s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 96 leaves :"			"46326413"
"The Soviet deportation of nationalities :"	"an illustration of the Soviet nationality policy /"	"Zulfiya Lafi."	"Lafi, Zulfiya."	"M.A.I.S."	"University of Washington"	"2002"	"030417s2002\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 69 leaves "			"52085385"
"The national security structure of Uzbekistan /"		"Thomas M. Lafleur."	"Lafleur, Thomas M."	"M.A.I.S."	"University of Washington"	"2003"	"031215s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 100 leaves :"			"53908933"
"An econometric analysis of Polish, Hungarian, and Romanian patents from 1990 to 1995 /"		"by Pawel Jacek Lasiecki."	"Lasiecki, Pawel Jacek,author."	"M.A.I.S."	"University of Washington"	"1999"	"000425s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 145 leaves :"			"43927978"
"A niche of their own :"	"case studies of educated women in late imperial Russia /"	"Betsy J. Lauppe."	"Lauppe, Betsy J."	"M.A.I.S."	"University of Washington"	"1997"	"981001s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 86 leaves "			"39977774"
"The electoral appeal of Vladimir Meciar and its role in the division of Czechoslovakia /"		"by Adam Jonathan Lewin."	"Lewin, Adam Jonathan."	"M.A.I.S."	"University of Washington"	"1996"	"970129s1996\\\\xx\\\\\\\bm\\\000\0\eng\d"	"108 leaves "			"36288251"
"Civil society development in Russia's regions :"	"a survey of local NGOs /"	"by Catriona Logan."	"Logan, Catriona,1970-"	"M.A.I.S."	"University of Washington"	"1998"	"990915s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 144 leaves "			"42374579"
"Encrucijada :"	"the Partido Comunista de España and the Comintern in 1930's Spain /"	"by Brunilda Amarilis Lugo Pagán."	"Lugo Pagán, Brunilda Amarilis."	"M.A.I.S."	"University of Washington"	"1998"	"981120s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"93 leaves "			"40358969"
"Russia's attempted return to imperialism /"		"by Jeffrey C. Lumpkin."	"Lumpkin, Jeffrey C."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 103 leaves "			"38594526"
"The Russian community in Estonia :"	"national identity in Post-Imperial societies /"	"by Kristi Nicolle Magee."	"Magee, Kristi Nicolle."	"M.A.I.S."	"University of Washington"	"1995"	"950816s1995\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 107 leaves "			"32996464"
"Crossing the Caucasus :"	"George Kennan's 1870 adventures in Dagestan and Georgia /"	"by Frith Maier."	"Maier, Frith."	"M.A.I.S."	"University of Washington"	"1998"	"981120s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 169 leaves "			"40358968"
"Life histories in Russia in late Soviet and post-Soviet period /"		"Mariana Markova."	"Markova, Mariana Ivanova."	"M.A.I.S."	"University of Washington"	"2004"	"041206s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 96 pages "			"57176112"
"Women's health in crisis :"	"doctor, patient and state and the culture of abortion in post-Soviet Russia /"	"by Joan McCarter."	"McCarter, Joan."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 99 leaves "			"38594529"
"The role of nationalism in the politics of Vladimír Mečiar :"	"June 1990 to January 1993 /"	"by Mark Nathan McConnell."	"McConnell, Mark Nathan."	"M.A.I.S."	"University of Washington"	"1996"	"970821s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"104 leaves :"			"37510148"
"Security assistance in the Caucasus :"	"porous borders and radioactive nightmares /"	"James V. McKinney."	"McKinney, James V."	"M.A.I.S."	"University of Washington"	"2003"	"031216s2003\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 74 leaves :"			"53915591"
"Administrative resource and democratic creativity :"	"the 2003/2004 Russian federal election campaigns /"	"James Todd Myers."	"Myers, James Todd."	"M.A.I.S."	"University of Washington"	"2004"	"041206s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 168 pages "			"57176157"
"The question of fiscal federalism in the Russian Federation :"	"the ideal versus the art of the possible /"	"by Maryann Ness."	"Ness, Maryann."	"M.A.I.S."	"University of Washington"	"1999"	"000419s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 86 pages "			"43890796"
"Small business development in post-communist East Germany and Russia /"		"Ingrid Joanna Nordt."	"Nordt, Ingrid Joanna."	"M.A.I.S."	"University of Washington"	"2003"	"031219s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 63 leaves "			"53934923"
"NATO as an agent of change :"	"how the organization contributed to the democratization of Czechoslovakia /"	"Matthew H. Nuhse."	"Nuhse, Matthew H."	"M.A.I.S."	"University of Washington"	"2004"	"050711s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"i, 59 leaves :"			"60843367"
"The Hungarian press, 1989-1996 :"	"emerging trends in ownership and control /"	"by Ursula Garay Oaks."	"Oaks, Ursula Garay."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 111 leaves "			"38594532"
"Ethno-territorial separatism in Russia :"	"possibilities examined /"	"Justin D. Odum."	"Odum, Justin D."	"M.A.I.S."	"University of Washington"	"2003"	"031219s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 72 leaves "			"53934904"
"The social and political outlook of Moscow physicists :"	"the new physics in Russian culture in the 1920's /"	"by Jean E. Orr."	"Orr, Jean E."	"M.A.I.S."	"University of Washington"	"1995"	"961017s1995\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 160 leaves "			"35753554"
"The impact of NATO integration on the Czech transformation /"		"Jeffrey Scott Osterroth."	"Osterroth, Jeffrey Scott."	"M.A.I.S."	"University of Washington"	"1999"	"000516s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 103 leaves :"			"44064675"
"The Port of St. Petersburg :"	"facing competition /"	"by Kenneth Pafford."	"Pafford, Kenneth."	"M.A.I.S."	"University of Washington"	"1998"	"981124s1998\\\\xx\ab\\\\bm\\\000\0\eng\d"	"vii, 79 leaves :"			"40392986"
"Handshakes and promises :"	"a comparison of Polish and Czech methods of entering West European political, economic, and military structures /"	"by Dobroslaw Karol Peter."	"Pater, Dobroslaw Karol."	"M.A.I.S."	"University of Washington"	"1996"	"961105s1996\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 149 leaves "			"35847100"
"Return to nowhere :"	"the refugee crisis in the former Yugoslavia /"	"Vjeran Pavlakovic."	"Pavlaković, Vjeran."	"M.A.I.S."	"University of Washington"	"1999"	"000419s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"i, 103 leaves "			"43890797"
"Group behavior and the re-employment of urban Russian professional women /"		"by Bianca F. Plank."	"Plank, Bianca F."	"M.A.I.S."	"University of Washington"	"1995"	"961017s1995\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 81 leaves "			"35753601"
"The Caspian Sea :"	"crude v/s caviar - is it cause for concern? /"	"Lauren K. Pond."	"Pond, Lauren K.,author."	"M.A.I.S."	"University of Washington"	"2000"	"010309s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 86 leaves :"			"46418917"
"Romania's tenuous neutrality /"		"by Ira Charles Queen."	"Queen, Ira Charles."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 123 leaves "			"38594521"
"Filling the void :"	"the former Main Political Administration in the Russian Federation Armed Forces /"	"Richard Darr Reimers."	"Reimers, Richard Darr."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 91 leaves "			"38594531"
"Steel sector restructuring in Russia and Poland :"	"the ownership debate /"	"Frank Restifo."	"Restifo, Frank."	"M.A.I.S."	"University of Washington"	"2001"	"020610s2001\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 61 leaves "			"49965653"
"Ethnic or civic? :"	"the reconstruction of Slovak nationalism after 1989 /"	"by Holly M. Ruthrauff."	"Ruthrauff, Holly M."	"M.A.I.S."	"University of Washington"	"1997"	"980311s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 75 leaves "			"38585893"
"Gender and witchcraft revisited :"	"denunciations against men in late imperial Russia, 1860s-1890s /"	"by Daniel C. Ryan."	"Ryan, Daniel C."	"M.A.I.S."	"University of Washington"	"1998"	"981202s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 56 leaves "			"40431362"
"Exiled Czech authors in North America, 1900-1999 /"		"by Charles D. Sabatos."	"Sabatos, Charles."	"M.A.I.S."	"University of Washington"	"1998"	"990225s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 150 leaves "			"40860313"
"Mirsaid Sultan-Galiev and revolution in the East /"		"Heather Joy Salfrank."	"Salfrank, Heather Joy."	"M.A.I.S."	"University of Washington"	"2003"	"040505s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 111 leaves "			"55082952"
"Human trafficking and the potential for grassroots activism :"	"the Russian Far East and Asia /"	"Emily E. Schuckman."	"Schuckman, Emily E."	"M.A.I.S."	"University of Washington"	"2004"	"041221s2004\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 106 leaves "			"57306387"
"The Russian cultural heritage of early Soviet film /"		"Jacqueline R. Smith."	"Smith, Jacqueline R."	"M.A.I.S."	"University of Washington"	"2003"	"030708s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 148 leaves "			"52570894"
"The development of a revolutionary space :"	"Nevskii Prospekt during the Civil War /"	"by susan Nicole Smith."	"Smith, Susan Nicole,author."	"M.A.I.S."	"University of Washington"	"1997"	"980316s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 106 leaves :"			"38726065"
"The role of textbooks in educational reform in Russia /"		"by Natasha J. Stillman."	"Stillman, Natasha J."	"M.A.I.S."	"University of Washington"	"1998"	"990225s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 78 leaves "			"40860312"
"US democracy building in Serbia :"	"empowerment or efficiency? /"	"Pamela Strong."	"Strong, Pamela."	"M.A.I.S."	"University of Washington"	"2001"	"011203s2001\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 99 leaves "			"48523497"
"The crescent and the lily :"	"the role of Islam in the birth of the Republic of Bosnia-Hercegovina /"	"by Henry E. Szymonik."	"Szymonik, Henry Edward."	"M.A.I.S."	"University of Washington"	"1997"	"980316s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 89 leaves :"			"38726178"
"Imagining homeland :"	"mobilization of Russian speakers in the former Soviet Union republics (1989-1991) /"	"Turegeldy Tuleubayev."	"Tuleubayev, Turegeldy."	"M.A.I.S."	"University of Washington"	"2003"	"040128s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 66 leaves "			"54099777"
"Russia's war in Chechnya :"	"testing democracy in the crucible of war /"	"by James Lawrence Turner."	"Turner, James Lawrence."	"M.A.I.S."	"University of Washington"	"1997"	"980312s1997\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 151 leaves "			"38594535"
"Overcoming the past :"	"negotiation with the European Union in light of Communist legacies /"	"Crina Alexadnra Vasiliu."	"Vasiliu, Crina Alexandra."	"M.A.I.S."	"University of Washington"	"2002"	"021224s2002\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 88 leaves "			"51273682"
"Blank pages :"	"Slovakia's struggle to reevaluate Jozef Tiso, 1989-2001 /"	"James Mace Ward."	"Ward, James Mace."	"M.A.I.S."	"University of Washington"	"2001"	"011203s2001\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 179 leaves "			"48523498"
"A preliminary comparative study of Russian and Central Asian Turkic/Mongolian animal tales /"		"Ya-Lan Yang."	"Yang, Ya-Lan."	"M.A.I.S."	"University of Washington"	"2002"	"030506s2002\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 73 leaves "			"52191934"
"A living past :"	"minority problems resurface in Poland /"	"by Anna Zagorska."	"Zagorska, Anna."	"M.A.I.S."	"University of Washington"	"1998"	"990312s1998\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 80 leaves "			"40953188"
"For God and fatherland! :"	"the Catholic Church, Lithuanian nationalism and anti-Soviet dissent /"	"Cheryl Renshaw Žilinskas."	"Zilinskas, Cheryl Renshaw."	"M.A.I.S."	"University of Washington"	"2003"	"040407s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"i, 62 leaves "			"54902957"
"The frozen commons :"	"possibilities and limitations in international environmental development in the Russian arctic /"	"David W. Wishard."	"Wishard, David W.,author."	"M.A.I.S."	"University of Washington"	"2015"	"151214t20152015waua\\\\obm\\s000\0\eng\d"	"1 online resource (ii, 44 pages) :"	"Kaczynski, Vladimir,degree supervisor."	"http://hdl.handle.net/1773/33532"	"932141383"
"Islamist challenge, authoritarian response :"	"politics and policies towards Islamism in Kazakhstan and Uzbekistan in the post-Soviet era /"	"Andrew Hastings Yarbrough."	"Yarbrough, Andrew Hastings,author."	"M.A.I.S."	"University of Washington"	"2014"	"141219t20142014wau\\\\\obm\\s000\0\eng\d"	"1 online resource (53 pages)"	"Radnitz, Scott,1978-degree supervisor."	"http://hdl.handle.net/1773/26777"	"898365877"
"Modern friendship :"	"the ""new Turkey"" and Soviet cultural diplomacy, 1933-1934 /"	"Taylor Craig Zajicek."	"Zajicek, Taylor Craig,author.http://www.wikidata.org/entity/Q107310099"	"M.A.I.S."	"University of Washington"	"2014"	"141219t20142014wau\\\\\obm\\s000\0\eng\d"	"1 online resource (79 pages)"	"Young, Glennys,degree supervisor.http://www.wikidata.org/entity/Q63991880"	"http://hdl.handle.net/1773/26776"	"898368655"
"The prospect of a new arms race between Russia and the United States over the U.S. missile defense program /"		"Yevgeny Andreyevich Zakusilo."	"Zakusilo, Yevgeny Andreyevich."	"M.A.I.S."	"University of Washington"	"2008"	"090310s2008\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iii, 56 leaves :"			"313839505"
"Building gendered human security inside and out :"	"a case study in post-conflict Kosovo /"	"Elizabeth Zherka."	"Zherka, Elizabeth,author."	"M.A.I.S."	"University of Washington"	"2013."	"140509t20132013waua\\\\obm\\s000\0\eng\d"	"1 online resource (78 pages) :"	"Lang, Sabine,1959-degree supervisor."	"http://hdl.handle.net/1773/23546"	"879507445"
