245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Local institutional obstacles to low-income housing."			"Duiker, Gerard."	"M. Urban Plan."	"University of Washington"		"890510s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"195 leaves"			"19688585"
"Mobile homes as low-income housing."			"Ecklein, Bryce Anthony."	"M. Urban Plan."	"University of Washington"		"890615s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"93 leaves"			"19871826"
"Toward a new towns program"	"perspectives and prospects."		"Edens, Larry Kent."	"M. Urban Plan."	"University of Washington"		"890615s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"151 leaves"			"19871842"
"The role of the federal government in housing"	"the search for a meaningful solution."		"Edwards, William Arnold."	"M. Urban Plan."	"University of Washington"		"890615s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"92 leaves"			"19871819"
"Open space in the central business district."			"Ernst, Jerry(Jerome Randolph)"	"M. Urban Plan."	"University of Washington"		"890524s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"109 leaves"			"19755515"
"The use of urban economic studies in comprehensive plan making"	"an appraisal."		"Ferris, Edwin Michael."	"M. Urban Plan"	"University of Washington"		"890509s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"122 leaves"			"19680921"
"Conceptualization of the societal system"	"a framework for policy planning model."		"Fitz Patrick, William John."	"M. Urban Plan."	"University of Washington"		"890511s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"203 leaves"			"19691224"
"Historic preservation through private efforts."			"Freeland, Bruce Lee."	"M. Urban. Plan."	"University of Washington"		"890524s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"239 leaves"			"19755541"
"The Seattle Housing Authority"	"problems with a policy of expansion."		"Freitag, Robert Charles."	"M. Urban. Plan."	"University of Washington"		"890524s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"143 leaves"			"19755579"
"The communication of planning concepts"	"an empirical investigation of the graphic methods utilized by urban planners in the presentation of information."		"Fronczyk, Roy Edward."	"M. Urban Plan."	"University of Washington"		"890511s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19692800"
"School plant planning in the context of the urban environment."			"Fuchs, Peter R."	"M. Urban Plan."	"University of Washington"		"890511s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19692822"
"Citizen participation and the urban school"	"a study of decentralization."		"Gale, Diana."	"M. Urban. Plan."	"University of Washington"		"890524s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"190 leaves"			"19755564"
"Inter-agency coordination and the model cities program"	"a focus on Seattle."		"Galloway, Thomas Duane,1939-"	"M. Urban. Plan."	"University of Washington"		"890524s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"156 leaves"			"19755552"
"Site selection criteria for branch libraries"	"a case study in King County, Washington."		"Gates, Mildred Mitchell."	"M. Urban. Plan."	"University of Washington"		"890511s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"72 leaves"			"19692886"
"Urban design"	"a concept of minimum interference."		"Gluckman, Mark Anthony."	"M. Urban Plan."	"University of Washington"		"890511s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"121 leaves"			"19692847"
"A multi-dimensional approach to neighborhood analysis."			"Goldstein, Janice D."	"M. Urban Plan."	"University of Washington"		"890511s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"150 leaves"			"19692929"
"Campus planning"	"a study of planning and development at the University of Washington and other urban universities."		"Hansford, Jean Dalton."	"M. Urban Plan."	"University of Washington"		"890508s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"243 leaves"			"19675389"
"A study of selected metropolitan and state planning programs."			"Harman, Lawrence James."	"M. Urban Plan."	"University of Washington"		"890508s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"102 leaves"			"19675197"
"The function of citizen participation in the implementation of urban general plans."			"Harris, James Preston."	"M. Urban Plan."	"University of Washington"		"890508s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"89 leaves"			"19675502"
"Visual elements used by pedestrians for orientation and pathfinding in the Seattle central business district."			"Hastert, Mark Hallet."	"M. Urban Plan."	"University of Washington"		"890508s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"133 leaves"			"19675271"
"An empirical approach to the design and renewal of urban central waterfront areas."			"Helber, Larry Edward."	"M. Urban Plan."	"University of Washington"		"890515s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"143 leaves"			"19707383"
"The urban form implications of zoning in urban expansion."			"Hendrickson, Westly John."	"M. Urban Plan."	"University of Washington"		"890516s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19712084"
"Less-than-fee acquisition of open space"	"scenic easements and development rights."		"Higgins, Patric Lloyd."	"M. Urban Plan."	"University of Washington"		"890515s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"93 leaves"			"19707467"
"An investigation of the dynamics in structuring growth of the urban form."			"Hollmann, Jon D."	"M. Urban Plan."	"University of Washington"		"890516s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"164 leaves"			"19712093"
"A framework for historic preservation legislation at the local level."			"Holman, Virginia Fuller."	"M. Urban Plan."	"University of Washington"		"890515s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"136 leaves"			"19707434"
"The influence of pressure groups on historic preservation."			"Jepson, George Theodore."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"137 leaves"			"19844442"
"Urban design and the public interest"	"a conceptual and empirical investigation of the relationships between implementation strategies and the conceived role of local government."		"Kallenbach, Kenneth."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"116 leaves"			"19844448"
"A review and discussion of the fundamental concepts of territoriality as they apply to man and his urban environment."			"Kasprisin, Ronald Joseph."	"M. Urban Plan."	"University of Washington"		"890510s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"75 leaves"			"19688448"
"The future of the non-metropolitan small town in America"	"the case of the Pacific Northwest Region."		"Keiter, David Charles."	"M. Urban Plan."	"University of Washington"		"890510s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"120 leaves"			"19688490"
"Criteria for evaluating the goals of the community."			"Kruger, Gary Roger."	"M. Urban Plan."	"University of Washington"		"890510s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"86 leaves"			"19688341"
"An interactive, user-oriented computing system for data analysis and display."			"Kruger, Paul Charles."	"M. Urban Plan."	"University of Washington"		"890510s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"102 leaves"			"19688544"
"Planning for churches in urban areas."			"Larson, Robert Carl."	"M. Urban. Plan."	"University of Washington"		"890524s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"133 leaves"			"19755507"
"The London expanding towns program"	"its roots, development, and administration."		"Lazarin, Burt Ray."	"M. Urban Plan."	"University of Washington"		"890610s1967\\\\xx\ab\\\\bm\\\000\0\eng\d"	"201 leaves"			"19844420"
"A search for practical means to improve housing conditions in Taiwan."			"Lee, Philip Kong-chao."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"99 leaves"			"19844461"
"A proposal for residential rehabilitation as a partial solution to the housing problem."			"Levine, Alan Steven."	"M. Urban Plan."	"University of Washington"		"890601s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"155 leaves"			"19792662"
"Capital programming"	"a means of implementing urban design."		"Lichtenstein, Jules Herbert."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"100 leaves"			"19844454"
"The process of neighborhood change."			"Lichtenstein, Lynn Selker."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"89 leaves"			"19844434"
"Housing finance in blighted areas."			"Lum, Carolyn S."	"M. Urban Plan."	"University of Washington"		"890512s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"98 leaves"			"19696901"
"Urbanization, technological forecasting, and national policy"	"an exploration towards the future."		"Lyons, Vincent Thomas."	"M. Urban Plan."	"University of Washington"		"890512s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"138 leaves"			"19696982"
"An examination of some criteria for the evaluation of outdoor recreation projects at the state level."			"Mack, David Rodney."	"M. Urban Plan."	"University of Washington"		"890516s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"142 leaves"			"19712078"
"Home buying and the measurement of accessibility."			"Mank, Andrew Donald."	"M. Urban Plan."	"University of Washington"		"890512s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"131 leaves"			"19696919"
"Some considerations in planning for mobile home parks."			"Mank, Sarah Danielson."	"M. Urban Plan."	"University of Washington"		"890512s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"122 leaves"			"19696894"
"New towns in America"	"the evolution of an environment,"	"by Thomas Joseph Martin Jr."	"Martin, Thomas Joseph."	"M. Urban Plan."	"University of Washington"		"890515s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"162 leaves"			"19704743"
"An investigation of density and tax base in residential communities in metropolitan areas."			"Matsushima, Muneo."	"M. Urban. Plan."	"University of Washington"		"890515s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"97 leaves"			"19704873"
"Environment and process"	"a systems approach."		"Minerbi, Luciano."	"M. Urban Plan."	"University of Washington"		"890610s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"65 leaves"			"19844740"
"Planning and the public interest."			"Moor, Jay Haden."	"M. Urban Plan."	"University of Washington"		"890610s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"106 leaves"			"19844773"
"Intra-urban movements of manufacturing firms"	"development of a research methodology."		"Moore, Charles Wayne,1943-"	"M. Urban Plan."	"University of Washington"		"890610s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19844763"
"Comprehensive planning organization"		"coordination of planning for development in Saudi Arabia."	"Mousalli, Mohamed Sa'id."	"M. Urban Plan."	"University of Washington"		"890610s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"138 leaves"			"19844746"
"Applications of the property tax to land use planning"	"conceptual difficulties and constraints."		"Netherton, Laurence Maxwell."	"M. Urban Plan."	"University of Washington"		"890609s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19840032"
"Development planning"	"a conceptual framework and case studies of Venezuela and northeast Brazil."		"Peters, John William."	"M. Urban Plan."	"University of Washington"		"890612s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"109 leaves"			"19851379"
"An evaluation and analysis of the bureau of outdoor recreation requirements for the planning process for statewide comprehensive outoor recreation plans,"		"by Gilbert Augustus Peterson, Jr."	"Peterson, Gilbert Augustus."	"M. Urban Plan."	"University of Washington"		"890612s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"300 leaves"			"19851359"
"Role of the unique features of a town in urban design."			"Prasanna, Subbarayan."	"M. Urban Plan."	"University of Washington"		"890612s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"186 leaves"			"19851288"
"An examination of the community development process on the Warm Springs and Makah Indian Reservations."			"Preuss, Jane Volinn."	"M. Urban Plan."	"University of Washington"		"890612s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"107 leaves"			"19851206"
"A method for investigating the visual characteristics of an urban system"	"case study area, central business district, Seattle."		"Preuss, Rolf."	"M. Urban Plan."	"University of Washington"		"890612s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"134 leaves"			"19851069"
"Land tenure, prices and the process ofurban development."			"Rancich, Michael Thomas."	"M. Urban Plan"	"University of Washington"		"890509s1967\\\\xx\a\\\\\bm\\\000\0\eng\d"	"98 leaves"			"19680963"
"The central business district retail sales function."			"Robart, Carl Victor."	"M. Urban Plan."	"University of Washington"		"890609s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"166 leaves"			"19841251"
"Citizen participation in a highly technological society."			"Shoulberg, Ted."	"M. Urban Plan"	"University of Washington"		"890509s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"227 leaves"			"19681079"
"Conservation interests and planning: a conceptual examination of relationships derived from recent literature,"	"by Joseph Donald Sims, Jr."		"Sims, Joseph Donald."	"M. Urban Plan."	"University of Washington"		"890610s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"132 leaves"			"19844756"
"Information systems for locational decisions in the housing market."			"Smith, Michael William."	"M. Urban Plan."	"University of Washington"		"890516s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"171 leaves"			"19712841"
"Policies and planning considerations for multi-family residential development in the Seattle-King County urbanizing area."			"Trabookis, Christopher George."	"M. Urban Plan."	"University of Washington"		"890503s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"175 leaves"			"19647063"
"The separate black community"	"historical experiments, future possibilities."		"Tufts, Rae Dennis."	"M. Urban Plan."	"University of Washington"		"890815s1969\\\\xx\\\\\\\bm\\\000\0\eng\d"	"147 leaves"			"20177733"
"Annexation: its significance in the municipal planning program: a survey of municipalities in King County, Washington."			"Ukishima, Ralph Yuichi."	"M. Urban. Plan."	"University of Washington"		"890503s1967\\\\xx\\\\\\\bm\\\000\0\eng\d"	"139 leaves"			"19647030"
"Community social structure and planning"	"an investigation of the application of social area analysis to urban planning."		"Vigil, Roy Max."	"M. Urban Plan."	"University of Washington"		"890503s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"152 leaves"			"19647078"
"An examination of the concepts of order and ordering in the urban planning/design process."			"Wagoner, Roger Kent."	"M. Urban Plan."	"University of Washington"		"890503s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"95 leaves"			"19647192"
"Public interest and the planning process in a suburban community."			"Wallis, E. Joseph."	"M. Urban Plan."	"University of Washington"		"890512s1968\\\\xx\\\\\\\bm\\\000\0\eng\d"	"82 leaves"			"19696964"
"Politics and transportation planning in the Seattle metropolitan area."			"Waxman, Edward Richard."	"M. Urban Plan."	"University of Washington"		"890609s1968\\\\xx\a\\\\\bm\\\000\0\eng\d"	"206 leaves"			"19840059"
"The community renewal program,"		"by John Whitridge, III."	"Whitridge, John."	"M. Urban Plan."	"University of Washington"		"890503s1969\\\\xx\a\\\\\bm\\\000\0\eng\d"	"136 leaves"			"19647117"
"Impact considerations in the location of regional airports."			"Adlard, John Franklin."	"M. Urban Plan."	"University of Washington"		"890510s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"90 leaves"			"19688424"
"Nature of collaboration in planning."			"Aggarwal, Lalit K."	"M. Urban Plan."	"University of Washington"		"890609s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"85 leaves"			"19840148"
"Physical planning within the context of national development planning in developing countries."			"Azimi-Bolourian, Ahmad,1935-"	"Ph. D."	"University of Washington"		"890523s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"186 leaves"			"19749848"
"Municipal control of unwanted sound"	"an approach to the community noise problem."		"Baltzelle, Barbara."	"M. Urban Plan."	"University of Washington"		"890523s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"88 leaves"			"19749586"
"A guide to the 1970 census data and map products and evaluation of their utility in computer-assigned analysis,"		"by Charles Elliott Barb, Jr."	"Barb, Charles Elliott."	"M. Urban Plan."	"University of Washington"		"890523s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"69 leaves"			"19749629"
"Recreational subdivisions"	"a guide for the county official."		"Beaty, William H."	"M. Urban Plan."	"University of Washington"		"890510s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"106 leaves"			"19688481"
"The structure and form of the CBD of Bellevue, Washington."			"Bennett, Kirkley Waldo."	"M. Urban Plan."	"University of Washington"		"890510s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"172 leaves"			"19688320"
"Development of a users' evaluation for rehabilitated housing."			"Bernstein, William Robert."	"M. Urban Plan"	"University of Washington"		"890509s1972\\\\xx\\\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19681368"
"An exploration of Carr's behavioral approach to the planning of urban form with reference to people-mover systems."			"Brody, Kenneth A."	"M. Urban Plan."	"University of Washington"		"890612s1971\\\\xx\a\\\\\bm\\\000\0\eng\d"	"112 leaves"			"19850914"
"An investigation of visual orientation in a simulated environmental model."			"Brown, John Lyle."	"M. Urban Plan."	"University of Washington"		"890609s1970\\\\xx\a\\\\\bm\\\000\0\eng\d"	"120 leaves"			"19840946"
"The affects of the national housing programs on income stratification."			"Brown, Tarlee Walter."	"M. Urban Plan."	"University of Washington"		"890609s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"100 leaves"			"19841081"
"Physical form criteria based on socio-cultural data: Latin American squatter settlements."			"Butler, Gerald Lee."	"M. Urban Plan."	"University of Washington"		"890511s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"139 leaves"			"19692993"
"An information system and monitoring framework for plan implementation and the continuing planning process."			"Calkins, Hugh West,1938-"	"Ph. D."	"University of Washington"		"890523s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"175 leaves"			"19749817"
"The process of innovation in education"	"a case study of the continuous progress learning center concept in Seattle."		"Carlson, Dennis Lynn."	"M. Urban Plan."	"University of Washington"		"890511s1972\\\\xx\a\\\\\bm\\\000\0\eng\d"	"125 leaves"			"19693017"
