245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"History of the State Normal School at Cheney."			"Oliphant, J. Orin(James Orin),1894-1979."	"M.A."	"University of Washington"		"890725s1924\\\\xx\a\\\\\bm\\\000\0\eng\d"	"77, ii leaves"			"20063899"
"Sherman's invasion and ruination of the South ..."			"Gellermann, William,1897-"				"960717s1924\\\\xx\\\\\\\bm\\\000\0\eng\d"	"137 leaves"			"35099436"
"The Pacific Coast in the Civil War ..."			"Foster, Charles Jacob."	"M.A."	"University of Washington"		"890817s1924\\\\xx\\\\\\\bm\\\000\0\eng\d"	"60 leaves"			"20190502"
"Fort Spokane and Spokane house ..."			"Andrews, Elizabeth Mary."	"M.A."	"University of Washington"		"890727s1924\\\\xx\\\\\\\bm\\\000\0\eng\d"	"93 leaves"			"20078741"
"Pickett on Puget Sound,"		"by Tracy Elmer Strevey."	"Strevey, Tracy Elmer."	"M.A."	"University of Washington"	"1925"	"961105s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"87 leaves"			"35847298"
"The Farm Bloc 1919-1924 ..."			"Ramsey, Ida Lenora."				"961016s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"53 leaves"			"35749239"
"La vénalité"	"the purchase and sale of office under the old régime ..."		"Larson, Gustav."				"961014s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"83 leaves"			"35732876"
"The Parliament of 1629,"		"with special reference to the House of commons ..."	"Holden, James Hector."				"930209s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"172 1"			"27403040"
"Hegemony in Greek history ..."			"Graybill, Anita Joan."				"960711s1925\\\\xx\\\\\\\bm\\\000\0\eng\d"	"52 leaves"			"35067818"
"The work of the department of agriculture during the incumbency of secretary James Wilson."			"Weir, Richard Sutton."				"961028s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"93 leaves"			"35802264"
"Secretary Franklin Knight Lane and the Alaska railroad problem ..."			"Reinhart, Miriam Myrtle."				"961023s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"71 leaves"			"35783099"
"Early history of Steilacoom ..."			"Pigott, Valeria Katherine."	"M.A."	"University of Washington"		"890727s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"57 leaves"			"20078778"
"English diplomacy during the Greek war of independence."			"Pigott, Josephine Ann."				"961023s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"55 leaves"			"35783096"
"History of the administration of law in the old Oregon County, 1818-1849 ..."			"Newell, Aaron."	"M.A."	"University of Washington"		"890728s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"139 leaves"			"20082215"
"A century of Washington fruit ..."			"Miner, Grace Edith."	"M.A."	"University of Washington"		"890728s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"76 leaves"			"20082911"
"History of the College of Puget Sound ..."			"Matthews, Alfred William."	"M.A."	"University of Washington"		"890725s1926\\\\xx\\\\\\\bm\\\000\0\eng\d"	"83 leaves"			"20063395"
"William de la Pole"	"King's merchant."		"Underhill, Walter Morton."	"M.A."	"University of Washington"	"1927"	"961101s1927\\\\xx\\\\\\\bm\\\000\0\eng\d"	"70 leaves"			"35834791"
"The history of the eighteenth amendment."			"Silvers, Josephine Lois."				"961101s1927\\\\xx\\\\\\\bm\\\000\0\eng\d"	"90 leaves"			"35835410"
"The origin and development of the greenback idea in the United States 1843-1875."			"Robinson, Bessie May."	"M.A."	"University of Washington"	"1927"	"100203s1927\\\\xx\\\\\\\mt\\\000\0\eng\d"	"77 leaves "			"503255053"
"An account of the political and commercial relations of England with the Christian kingdoms of the Spanish peninsula at the opening of the Hundred years war, 1327-1340."			"Doheny, Geraldine."				"960703s1927\\\\xx\\\\\\\bm\\\000\0\eng\d"	"44 leaves"			"35028947"
"Fashoda and the Entente cordiale."			"Carle, Earl West."				"960717s1927\\\\xx\\\\\\\m\\\\000\0\eng\d"	"68 leaves"			"35099444"
"The history of the jury in England from Henry II to Edward I."			"Blackenburg, Howard."				"960627s1927\\\\xx\\\\\\\bm\\\000\0\eng\d"	"91 leaves"			"34999686"
"The evolution of Washington counties."			"Abbott, Newton Carl."	"M.A."	"University of Washington"		"890727s1927\\\\xx\b\\\\\bm\\\000\0\eng\d"	"67 leaves"			"20078527"
"Modern literature on Magna Carta ..."			"Wren, Harper Chapman."	"M.A."	"University of Washington"		"890727s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"94 leaves"			"20078268"
"The history of central Montana to 1871 ..."			"Worthen, Clifton Boyd."	"M.A."	"University of Washington"		"890621s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"53 leaves"			"19904753"
"Party alignment in colonial New York ..."			"Whitham, Louise Morse Dodge."	"M .A."	"University of Washington"		"890725s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"110 leaves"			"20063934"
"The necessity and means of financing the American revolutionary army."			"Tift, Lillian."	"M.A."	"University of Washington"		"890725s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"109 leaves"			"20063826"
"Vespasian ..."			"Taylor, Chester Allan."	"M.A."	"University of Washington"		"890622s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"95 leaves"			"19910683"
"Edward the first's trip to Flanders in 1297 ..."			"Sealls, Rachel Joyce."	"M.A."	"University of Washington"		"890622s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39 leaves"			"19910541"
"The history of the Holy Land tenth in England, 1274-1280 ..."			"Ryan, Florence Ila."	"M.A."	"University of Washington"		"890621s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"35 leaves"			"19903252"
"The political philosophy of John Caldwell Calhoun ..."			"Perring, Norman Claud."	"M.A."	"University of Washington"		"890731s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"79 leaves"			"20100738"
"The union of Norway and Sweden and its dissolution ..."			"Ovregaard, Knute."	"M.A."	"University of Washington"		"890714s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"64 leaves"			"20009427"
"Virginia and her western land policy 1750-1783 ..."			"McKee, Wilbur Robinson."	"M.A."	"University of Washington"		"890612s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"54 leaves"			"19851430"
"The reciprocity treaty of 1854 between the United States and Canada and the Canadian reciprocity election of 1911."			"Matheson, Charles Winfield."	"M.A."	"University of Washington"		"890623s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"49 leaves"			"19914988"
"Queen Elizabeth's ecclesiastical and foreign policy under Secretary Walsingham ..."			"Gowen, Felicia Joyce."	"M.A."	"University of Washington"		"890622s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"94 leaves"			"19909301"
"The attitude of the Hudson's Bay Company toward the settlement of Oregon ..."			"Glanville, Arthur Tennyson."	"M.A."	"University of Washington"		"890725s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"77 leaves"			"20063270"
"The Dred Scott case ..."			"Devers, De Ette."	"M.A."	"University of Washington"		"890727s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"89 leaves"			"20078132"
"British response to the cry of ""54-40 or fight"" ..."			"Cunningham, Gertrude."	"M.A."	"University of Washington"		"890731s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"143 leaves"			"20101367"
"General George Henry Thomas and the Chickamauga campaign ..."			"Coker, Harold Tracy."	"M.A."	"University of Washington"		"890719s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"67 leaves"			"20033054"
"The attitude of five protestant churches towards slavery ..."			"Buss, Elizabeth."	"M.A."	"University of Washington"		"890803s1928\\\\xx\\\\\\\bm\\\000\0\eng\d"	"98 leaves"			"20117159"
"The attitude of five protestant churches towards slavery /"		"by Elizabeth Buss."	"Buss, Elizabeth,author."	"M.A."	"University of Washington"	"1928."	"191024s1928\\\\wau\\\\\obm\\\000\0\eng\d"	"1 online resource (98 pages)"		"http://hdl.handle.net/1773/44562"	"1124929399"
"The Italian merchants trading in England 1224-1327 ..."			"Buedall, Anton."	"M.A."	"University of Washington"		"890622s1928\\\\xx\ab\\\\bm\\\000\0\eng\d"	"125 leaves"			"19909325"
"Christianity and paganism under the Julian emperors ..."			"Wilcox, Clarence William."	"M.A."	"University of Washington"		"890622s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"68 leaves"			"19910641"
"The Alaska railroad ..."			"Travis, Marguerite."	"M.A."	"University of Washington"		"890718s1929\\\\xx\b\\\\\bm\\\000\0\eng\d"	"79 leaves"			"20024333"
"Major land policies of the United States since 1908 ..."			"Smith, De Otis."	"M.A."	"University of Washington"		"890726s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"87 leaves"			"20071674"
"Lord Russell and the Alabama case ..."			"Rousch, Minnie Aubrey."	"M.A."	"University of Washington"		"890606s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"127 leaves"			"19821832"
"The cruise of the C.S.S. Shenandoah ..."			"Robe, Cecil Francis."	"M.A."	"University of Washington"		"890609s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"317 leaves"			"19839330"
"The war of the public weal ..."			"Pellegrini, Rosalie Leila."	"M.A."	"University of Washington"		"890612s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"55 leaves"			"19851315"
"Panama canal tolls dispute ..."			"Jonasson, Jonas Adalsteinn."				"930823s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"121 leaves"			"28683372"
"Sir Edward Grey and the Anglo-French Entente 1906-1914 ..."			"Johnson, Ralph Charles."	"M.A."	"University of Washington"		"890612s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"174 leaves"			"19853973"
"The ambassadorship of Walter Hines Page ..."			"Davenport, Noah Cleveland."	"M.A."	"University of Washington"		"890731s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"116 leaves"			"20101325"
"Views of Webster, Clay and Calhoun on the public land policies, 1820-1850 ..."			"Creagh, Ivy Theresa."	"M.A."	"University of Washington"		"890711s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"76 leaves"			"19991047"
"History of the fur seal industry in the Pribilof islands."			"Buchanan, Lorna May."				"810407s1929\\\\xx\a\\\\\bm\\\000\0\eng\d"	"106 leaves"			"7315085"
"Homestead legislation 1862-1891 ..."			"Beck, Alvar Jacob."	"M.A."	"University of Washington"		"890605s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"81 leaves"			"19816877"
"A comparative study of the chronicles of Jean Le Bel and Jean Froissart ..."			"Bale, Genevieve Georgiana."	"M.A."	"University of Washington"		"890720s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"67 leaves"			"20037851"
"Rome and early Christianity ..."			"Baker, Lee Elmore."	"M.A."	"University of Washington"		"890706s1929\\\\xx\\\\\\\bm\\\000\0\eng\d"	"92 leaves"			"19967950"
"The diplomatic phase of the New Orleans lynchings of Italians in 1891 ..."			"Wilcox, Birt Pittenger."	"M.A."	"University of Washington"		"890628s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"63 leaves"			"19935788"
"General James Wilkinson - Pensioner of Spain ..."			"Walker, Horace Everett."	"M.A."	"University of Washington"		"890714s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"132 leaves"			"20009064"
"Graeco-Roman relations 300-146 B.C. ..."			"Stevens, Gertrude Pence."				"901102s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"79 leaves"			"22622841"
"The congressional career of Henry Winter Davis ..."			"Reed, Genevieve Ellen Martha."	"M.A."	"University of Washington"		"890609s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"165 leaves"			"19839263"
"The Achaean League and its development under Aratus ..."			"Nichols, Walter Robert."	"M.A."	"University of Washington"		"890714s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"36 leaves"			"20009511"
"The diplomatic background of the treaty of Utrecht during the period of Louis XIV's greatest humiliation, 1705-1710 ..."			"Dowty, Dorothea."	"M.A."	"University of Washington"		"890612s1930\\\\xx\ab\\\\bm\\\000\0\eng\d"	"131 leaves"			"19853313"
"The religious philosophy of Robespierre ..."			"Converse, Adelia Maurine."	"M.A."	"University of Washington"		"890719s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"88 leaves"			"20033175"
"The United States policy in regard to the Panama Canal ..."			"Cathey, Franklyn Warren."	"M.A."	"University of Washington"		"890615s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"101 leaves"			"19873188"
"The career of Peter Hardeman Burnett ..."			"Cain, Estill Virgil,1898-"	"M.A."	"University of Washington"		"890720s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"158 leaves"			"20037880"
"An economic history of Kitsap County, Washington, to 1889."			"Buchanan, Ive Luella."	"Ph. D."	"University of Washington"	"1930"	"881017s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"268 leaves"			"18614217"
"The origin of trial by jury ..."			"Arend, Harry Oscar."	"M.A."	"University of Washington"		"890707s1930\\\\xx\\\\\\\bm\\\000\0\eng\d"	"57 leaves"			"19976474"
"I libri della famiglia by Leon Battista Alberti ..."			"Allasina, Fred Joseph."	"M.A."	"University of Washington"		"890731s1932\\\\xx\\\\\\\bm\\\000\0\ita\d"	"63 leaves"			"20100700"
"The development of the imperial idea in the Roman Empire ..."			"Allen, Wendell Cranston."	"M.A."	"University of Washington"		"890726s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 119 leaves"			"20072050"
"Sextus Pompey ..."			"Appelgate, Kenneth Wood,1901-"	"M.A."	"University of Washington"		"890720s1931\\\\xx\b\\\\\bm\\\000\0\eng\d"	"156 leaves"			"20037868"
"The Hartford Convention, or, New England opposition to the War of 1812 /"		"by Donald William Armstrong."	"Armstrong, Donald William,author."	"M.A."	"University of Washington"	"1932"	"191010s1932\\\\wauabch\obm\\\000\0\eng\d"	"1 online resource (164 pages)"	"Dahlin, Ebba,degree supervisor."	"http://hdl.handle.net/1773/44559"	"1122792420"
"The Hartford Convention; or, New England opposition to the War of 1812 /"		"by Donald William Armstrong."	"Armstrong, Donald William."	"M.A."	"University of Washington"	"1932"	"890719s1932\\\\xx\bcfh\\bm\\\000\0\eng\d"	"164 leaves :"	"Dahlin, Ebba,degree supervisor."		"20033128"
"Religious persecution of Anglicans and Catholics in England during the commonwealth ..."			"Baird, Margaret Virginia."	"M.A."	"University of Washington"		"890823s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"66 leaves"			"20235683"
"Evolution of the United States Steel Corporation with special reference to the Carnegie Steel Company ..."			"Bardon, Peter Jeremiah,Junior."	"M.A."	"University of Washington"		"890707s1934\\\\xx\a\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19976460"
"A study in mobilization :"	"Camp Lewis, 1917-1918 /"	"by Thomas Darley Bolles."	"Bolles, Thomas Darley,author."	"M.A."	"University of Washington"		"150806s1936\\\\wauab\\\obm\\s000\0\eng\d"	"1 online resource (iv, 118 leaves) :"		"http://hdl.handle.net/1773/23913"	"916078094"
"A study in mobilization :"	"Camp Lewis, 1917-1918 /"	"by Thomas Darley Bolles."	"Bolles, Thomas Darley."	"M.A."	"University of Washington"		"890621s1936\\\\xx\ab\\\\bm\\\000\0\eng\d"	"iv, 118 leaves :"			"19903915"
"The anti-slavery sentiment of Virginia from 1830-1860 /"		"by Frederick Emil Breit."	"Breit, Frederick Emil,author."	"M.A."	"University of Washington"	"1934."	"191024s1934\\\\wau\\\\\obm\\\000\0\eng\d"	"1 online resource (94 pages)"	"Dahlin, Ebba,degree supervisor."	"http://hdl.handle.net/1773/44561"	"1124929270"
"The anti-slavery sentiment of Virginia from 1830-1860 ..."			"Breit, Frederick Emil."	"M.A."	"University of Washington"		"890607s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"94 leaves"			"19827000"
"Some aspects of the congressional caree of George Frisbie Hoar."			"Brown, Elizabeth."	"M.A."	"University of Washington"		"890609s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 98 leaves"			"19839361"
"The parliamentary career of Lord Liverpool as prime minister, 1812-1827 ..."			"Campbell, Waldemar Berton."	"M.A."	"University of Washington"		"890712s1937\\\\xx\\\\\\\bm\\\000\0\eng\d"	"126 leaves"			"19994903"
"Thomas Jefferson as governor of Virginia ..."			"Camperson, Franklin Hampton."	"M.A."	"University of Washington"		"890712s1937\\\\xx\\\\\\\bm\\\000\0\eng\d"	"140 leaves"			"19994762"
"The Civil war tariffs ..."			"Carlisle, Isabelle."	"M.A."	"University of Washington"		"890613s1933\\\\xx\a\\\\\bm\\\000\0\eng\d"	"65 leaves"			"19861798"
"The parliamentary oath controversy ..."			"Carmichael, Ruth Pearce."	"M.A."	"University of Washington"		"890803s1933\\\\xx\\\\\\\bm\\\000\0beng\d"	"88 leaves"			"20117189"
"The inconsistency of the American doctrine of the freedom of the seas ..."			"Chamberlin, Waldo,1905-1986."	"M.A."	"University of Washington"		"890607s1936\\\\xx\\\\\\\bm\\\000\0\eng\d"	"157 leaves"			"19826949"
"William Cobbett, an interpretation ..."			"Cobbett, Cicely Joan."	"M.A."	"University of Washington"		"890612s1937\\\\xx\\\\\\\bm\\\000\0\eng\d"	"122 leaves"			"19853010"
"Giotto di Bondone ..."			"Copeland, Paul Worthington."	"M.A."	"University of Washington"		"890720s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"53 leaves"			"20037891"
"The reform of the British penal code, 1806-1829 ..."			"Crook, Cloyde Carson."	"M.A."	"University of Washington"		"890711s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"98 leaves"			"19990810"
"The presidential election of 1872 ..."			"Davidson, David Nicholas."				"921105s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"55 leaves"			"26920803"
"The land ordinance of 1785 ..."			"Davis, Doris Winona."	"M.A."	"University of Washington"		"890711s1937\\\\xx\\\\\\\bm\\\000\0\eng\d"	"119 leaves"			"19991847"
"James I and Virginia ..."			"Dohm, Dorothy Gretchen."	"M.A."	"University of Washington"		"890613s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"77 leaves"			"19860384"
"The youth and adventures of Spokane County ..."			"Doyle, Katharine Larkin."	"M.A."	"University of Washington"		"890613s1932\\\\xx\b\\\\\bm\\\000\0\eng\d"	"86 leaves"			"19860394"
"Slave states' attitude on the Homestead Bill from 1840 to 1860 ..."			"Driftmier, Rosette Margaret."				"960711s1931\\\\xx\a\\\\\bm\\\000\0\eng\d"	"ii, 92 leaves"			"35059276"
"The American Railway Union Strike of 1894 ..."			"Durham, Howard Ellis."	"M.A."	"University of Washington"		"890711s1933\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 189 leaves"			"19991362"
"The life of Reverend Joseph Mary Cataldo, S.J. ..."			"Elizabeth Clare,Sister(Cecilia Bloomer)"	"M.A."	"University of Washington"		"890822s1932\\\\xx\bcf\\\bm\\\000\0\eng\d"	"ii, 101 leaves"			"20228664"
"Popular agitation and government repression in England (1815-1822) ..."			"Elworthy, Helen Minerva."	"M.A."	"University of Washington"		"890612s1937\\\\xx\\\\\\\bm\\\000\0\eng\d"	"192 leaves"			"19853063"
"The preparations of Edward I for his war with Philip IV ..."			"Erickson, Arvel Benjamin."	"M.A."	"University of Washington"		"890627s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"37 leaves"			"19929682"
"George Yeardley, colony builder in Virginia ..."			"Evans, Rondeau La Verne."	"M.A."	"University of Washington"		"890712s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"126 leaves"			"19994786"
"William Andrews Clark ..."			"Farrell, Mary Montana."	"M.A."	"University of Washington"		"890626s1933\\\\xx\\\\\\\bm\\\000\0\eng\d"	"80 leaves"			"19927323"
"The attempt to place an embargo upon American shipments of arms and munitions of war to the allies - 1914-1917 ..."			"Fish, Vynor Starr."	"M.A."	"University of Washington"		"890530s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 104 leaves"			"19784051"
"Canada at the Imperial conferences 1887 to 1930 ..."			"Gough, John."	"M.A."	"University of Washington"		"890803s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"156 leaves"			"20117152"
"Boniface VIII and the crusade"	"a study of crusade ideals and practice in the later middle ages ..."		"Hanley, Thomas Russell,Father,1900-"	"Ph. D."	"University of Washington"		"890707s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"vi, 358 leaves"		"http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:DP16242"	"19976370"
"Cusa, Valla and Pecock on the Donation of Constatine [sic]: a study in historical criticism ..."			"Hanley, Thomas Russell,Father,1900-"	"M.A."	"University of Washington"		"890706s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"39 leaves"			"19967909"
"Catholic emancipation ..."			"Hanson, Ernest David."	"M.A."	"University of Washington"		"890707s1933\\\\xx\\\\\\\bm\\\000\0\eng\d"	"135 leaves"			"19976388"
"Establishment of freemasonry in Alaska ..."			"Heffelfinger, Charles Hook."	"M.A."	"University of Washington"		"890626s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 55 leaves"			"19924939"
"Andrew Johnson's swing around the circle ..."			"Hicks, Helen Barbara."	"M.A."	"University of Washington"		"890612s1935\\\\xx\\\\\\\bm\\\000\0\eng\d"	"81 leaves"			"19851590"
"Our early fiscal policies - Hamilton vs Gallatin ..."			"Hillier, Alfred James."	"M.A."	"University of Washington"		"890623s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"112 leaves"			"19915015"
"The world war debts and American public opinion ..."			"Hoppock, Gertrude Cornelia."	"M.A."	"University of Washington"		"890623s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"ii, 146 leaves"			"19915052"
"Anglo-French diplomatic relations, 1640-1648 ..."			"Hunt, Elaine Winnifred."	"M.A."	"University of Washington"		"890623s1932\\\\xx\\\\\\\bm\\\000\0\eng\d"	"88 leaves"			"19915074"
"History of the Sand Point Naval Air Station ..."			"Hutchinson, Jesse Edward."	"M.A."	"University of Washington"		"890613s1931\\\\xx\f\\\\\bm\\\000\0\eng\d"	"105 leaves including plates"			"19860273"
"The problem of western lands in relation to the articles of confederation ..."			"Jensen, Merrill Monroe."	"M.A."	"University of Washington"		"890612s1931\\\\xx\\\\\\\bm\\\000\0\eng\d"	"188 leaves"			"19851464"
"The wardrobe account of 25 Edward I ..."			"Johansen, Dorothy O.,1904-"	"M.A."	"University of Washington"		"890612s1934\\\\xx\\\\\\\bm\\\000\0\eng\d"	"45 leaves"			"19851271"
"The importance of matrimonial alliances in foreign relations during the reign of Edward the First ..."			"Johnson, Raymond Frank."	"M.A."	"University of Washington"		"890530s1932\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 87 leaves"			"19783391"
