245$a	245$b	245$c	100	502$b	502$c	502$d	008	300$a	700	856$u	001
"Rap1, a small GTP-binding protein in the rat parotid gland :"	"identification, investigation of function and regulation /"	"by Nisha Jacinta D'Silva."	"D'Silva, Nisha Jacinta."	"Ph. D."	"University of Washington"	"1997"	"981020s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 128 leaves :"		"http://hdl.handle.net/1773/6388"	"40142566"
"The effects of treatment using the Damon Bracket System versus traditional /"		"Joshua Bert Erickson."	"Erickson, Joshua Bert."	"M.S. Den."	"University of Washington"	"2005"	"060531s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 47 leaves :"			"69664211"
"Inhibition of epithelial cell apoptosis by P. gingivalis /"		"Simin Faghih-Nakhjiri."	"Faghih-Nakhjiri, Simin."	"M.S."	"University of Washington"	"2004"	"040629s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 59 leaves :"			"55762944"
"Intracellular Porphyromonas gingivalis impede epithelial cell apoptosis /"		"Simin Faghih-Nakhjiri."	"Faghih-Nakhjiri, Simin."	"M.S. Den."	"University of Washington"	"2004"	"040629s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 67 leaves :"			"55763016"
"Interobserver reliability in the histopathologic diagnosis of oral premalignant and malignant lesions and clinically normal specimens adjacent to lesions /"		"Dena Joi Fischer."	"Fischer, Dena Joi."	"M.S. Den."	"University of Washington"	"2003"	"040301s2003\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 40 leaves "			"54510433"
"Analysis of signs and symptoms of oral chronic GVHD at departure in patients receiving myeloablative and non-myeloablative conditioning and the predictive value of the oral departure exam for the development of chronic GVHD /"		"Jacob S. Froerer."	"Froerer, Jacob S."	"M.S. Den."	"University of Washington"	"2007"	"080124s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 33 leaves :"			"191092040"
"An investigation of palatal miniscrew implants for orthodontic anchorage /"		"Isaac C. Fu."	"Fu, Isaac C."	"M.S. Den."	"University of Washington"	"2006"	"070508s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 32 leaves :"			"124067932"
"The association between orthodontic treatment and temporomandibular pain disorders in adolescents /"		"Michael Loren George."	"George, Michael Loren."	"M.S. Den."	"University of Washington"	"2004"	"050509s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 43 leaves :"			"60331065"
"The expression of cytochrome P450 in normal, benign, premalignant, and malignant oral epithelium /"		"by Kristine Lazar Grace."	"Grace, Kristine Lazar."	"M.S."	"University of Washington"	"1996"	"961202s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 42 leaves :"			"36022084"
"Craniofacial skeletal anatomy in the fetal alcohol syndrome /"		"Geoffrey Michael Greenlee."	"Greenlee, Geoffrey Michael,author.http://www.wikidata.org/entity/Q100749585"	"M.S. Den."	"University of Washington"	"2000"	"010208s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 74 leaves :"			"45878403"
"Orthodontic treatment for Medicaid eligible children /"		"Charles Vernon Hall."	"Hall, Charles Vernon."	"M.S. Den."	"University of Washington"	"2001"	"020709s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 59 leaves :"			"50140128"
"Periodontal bone loss severity and services utilization behaviors in a low income (DSHS) adult patient population assessed using interviews, periodontal screening and recording index and radiographs /"		"by Wesley L. Hanson, Jr."	"Hanson, Wesley L."	"M.S. Den."	"University of Washington"	"2000"	"010516s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 55 leaves :"			"46957678"
"Dental treatment under repeated general anesthesia for the healthy child :"	"a survey of patient characteristics, intra-operative events, and parental attitudes /"	"Katrina L. Huizing."	"Huizing, Katrina L."	"M.S. Den."	"University of Washington"	"2000"	"010322s2000\\\\xx\\\\\\\bm\\\000\0\eng\d"	"v, 67 leaves "			"46541841"
"Treatment response and stability of slow maxillary expansion using Haas, Hyrax, and Quad Helix appliances :"	"a retrospective study /"	"ThuyLinh D. Huynh."	"Huynh, ThuyLinh D."	"M.S. Den."	"University of Washington"	"2006"	"070618s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 28 leaves :"			"144612497"
"A methodological evaluation of ""still"" DIFOTI (digital imaging fiber optic transillumination) images versus radiographs in primary molars /"		"Kristin A. Johannsen."	"Johannsen, Kristin A."	"M.S. Den."	"University of Washington"	"2005"	"051213s2005\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iv, 34 leaves "			"62586540"
"Genetic variations in human beta defensin genes and their relationship to oral health and disease /"		"Richard Joseph Jurevic."	"Jurevic, Richard Joseph,1951-"	"Ph. D."	"University of Washington"	"2004"	"040614s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 138 leaves :"		"http://hdl.handle.net/1773/6386"	"55649265"
"Human gingival and pulpal blood flow during healing following Le Fort I osteotomy /"		"by Tamara Justus."	"Justus, Tamara."	"M.S. Den."	"University of Washington"	"1999"	"000426s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 35 leaves :"			"43933989"
"Does order influence children's discomfort during dental impressions? /"		"Tarja T.H. Kaakko."	"Kaakko, Tarja T. H."	"M.S. Den."	"University of Washington"	"2002"	"021217s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 31 leaves :"			"51239596"
"Host cell responses to Porphyromonas gingivalis /"		"by Jeffrey P. Kanter."	"Kanter, Jeffrey P."	"M.S."	"University of Washington"	"1998"	"981110s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xv, 128 leaves :"			"40279074"
"Does higher quality of treatment translate into a higher quality long-term result? /"		"by Jeffrey E. Kashner."	"Kashner, Jeffrey E."	"M.S. Den."	"University of Washington"	"1999"	"000306s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iii, 42 leaves :"			"43575068"
"The role of retinoic acid receptors in oral epithelial differentiation /"		"by Mikael B. Kautsky."	"Kautsky, Mikael B."	"Ph. D."	"University of Washington"	"1997"	"980513s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 159 leaves :"		"http://hdl.handle.net/1773/6395"	"39114578"
"Dental practice with Native underserved :"	"sources of satisfaction /"	"Joseph P. Kelly."	"Kelly, Joseph P."	"M.S. Den.;M.P.H."	"University of Washington;University of Washington"	"2007;2007"	"070709s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 66 leaves :"			"154091084"
"A comparison of miniplates and teeth for orthodontic anchorage /"		"Soojin Kim."	"Kim, Soojin."	"M.S. Den."	"University of Washington"	"2005"	"060706s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 32 leaves :"			"70252530"
"Comparing the perception of dentists and lay people to altered dental esthetics /"		"by Vincent O. Kokich."	"Kokich, Vincent O."	"M.S. Den."	"University of Washington"	"1999"	"000313s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 38 leaves :"			"43623386"
"Expression and regulation of the antimicrobial peptides, human [beta]-defensin-1 and -2, in gingival epithelial cells /"		"Suttichai Krisanaprakornkit."	"Krisanaprakornkit, Suttichai."	"Ph. D."	"University of Washington"	"2001"	"010828s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 159 leaves :"			"47859349"
"Open gingival embrasures after adult orthodontics :"	"prevalence and etiology /"	"by Jacklyn Renee Kurth."	"Kurth, Jacklyn Renee."	"M.S. Den."	"University of Washington"	"1999"	"000313s1999\\\\xx\a\\\\\bm\\\001\0\eng\d"	"iv, 36 leaves :"			"43623268"
"Pregnancy and utilization of dental services /"		"Mai Le."	"Le, Mai."	"M.S. Den."	"University of Washington"	"2007"	"071010s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 65 leaves :"			"174000000"
"A longitudinal study investigating orthodontic pain through electrical tooth stimulation /"		"by Andrew H. Leavitt."	"Leavitt, Andrew H."	"M.S. Den."	"University of Washington"	"1999"	"000313s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 53 leaves :"			"43623537"
"Pattern and penetration of a novel label for injured and uninjured vital tooth pulp tissues /"		"Kristine J. Yoon Lin."	"Lin, Kristine J. Yoon."	"M.S."	"University of Washington"	"2001"	"011101s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 83 leaves :"			"48252184"
"Prenatal dental care and subsequent preventive oral health care in urban American Indian and Alaska Native children /"		"Kristi Linsenmayer."	"Linsenmayer, Kristi."	"M.S. Den.;M.P.H."	"University of Washington;University of Washington"	"2007;2007"	"080207s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"	"iii, 20 leaves "			"191868510"
"Alveolar bone as a risk factor for apical root resorption /"		"Cory James Liss."	"Liss, Cory James."	"M.S. Den."	"University of Washington"	"2000"	"010222s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 33 leaves :"			"46310561"
"Restorative choices for very young children by pediatric dentists in Washington State /"		"Amy L. Luedemann."	"Luedemann, Amy L."	"M.S. Den."	"University of Washington"	"2007"	"071008s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 39 leaves :"			"173819322"
"Validation and testing of a headgear monitoring system /"		"Elizabeth K. Lyons."	"Lyons, Elizabeth K."	"M.S. Den."	"University of Washington"	"2000"	"010214s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 80 leaves :"			"45914676"
"The effect of human relaxin (2) on orthodontic tooth movement /"		"Monica S. Madan."	"Madan, Monica S."	"M.S. Den."	"University of Washington"	"2005"	"060807s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 40 leaves :"			"70843435"
"Behavior management for children with autism in the dental setting /"		"Jennifer J. Marshall."	"Marshall, Jennifer J."	"M.S. Den."	"University of Washington"	"2004"	"041206s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 66 leaves :"			"57176929"
"The effectiveness of phase 1 orthodontic treatment in a medicaid population /"		"Jennifer Thomas Mirabelli."	"Mirabelli, Jennifer Thomas."	"M.S. Den."	"University of Washington"	"2003"	"040505s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 23 leaves :"			"55084420"
"Mechanisms of tolerance :"	"a study of nociception before and after repeated fentanyl administration /"	"Robert Mark Mirabelli."	"Mirabelli, Robert Mark."	"M.S. Den."	"University of Washington"	"2003"	"040310s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 28 leaves :"			"54673525"
"A descriptive evaluation of the oral health program in the Children and Teens Clinic at Harborview Medical Center /"		"Reinaldo J. Negrón."	"Negrón, Reinaldo J."	"M.S. Den."	"University of Washington"	"2000"	"010220s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 63 leaves :"			"45995975"
"Long-term posttreatment changes measured by the American Board of Orthodontics Objective Grading System /"		"Brian C. Nett."	"Nett, Brian C."	"M.S. Den."	"University of Washington"	"2003"	"040505s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 25 leaves :"			"55084380"
"Effects of HIV-1 on human oral epithelium :"	"in vitro modeling with stratified epithelium and epithelial monolayer culture /"	"Wipawee Nittayananta."	"Nittayananta, Wipawee."	"Ph. D."	"University of Washington"	"2006"	"070508s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"viii, 157 leaves :"			"124065335"
"Osteoclast clearance from periodontal tissues during orthodontic tooth movement /"		"Stephen J. Noxon."	"Noxon, Stephen J."	"M.S. Den."	"University of Washington"	"2000"	"010220s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 59 leaves :"			"45995802"
"Craniofacial periosteal cell capacities /"		"Pannee Ochareon."	"Ochareon, Pannee,1958-"	"Ph. D."	"University of Washington"	"2004"	"050531s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"xi, 252 leaves :"		"http://hdl.handle.net/1773/6387;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3151650"	"60586564"
"A retrospective analysis of long term stable and unstable orthodontic treatment outcomes /"		"Jonathan Perry Ormiston."	"Ormiston, Jonathan Perry."	"M.S. Den."	"University of Washington"	"2002"	"030501s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 74 leaves :"			"52162438"
"Prevalence of oral manifestations and oral health status related to CD4 count in HIV positive pregnant women in PMTCT program in Thailand /"		"Pakkaporn Pattrapornnan."	"Pakkaporn Pattrapornnan."	"M.S. Den."	"University of Washington"	"2006"	"070116s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 71 leaves :"			"78221459"
"An assessment of limited and comprehensive orthodontic insurance claims in Washington State /"		"Son Gia Pham."	"Pham, Son Gia."	"M.S. Den."	"University of Washington"	"2004"	"050531s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 21 leaves :"			"60586281"
"Characteristics of positive patch test results using dental metal allergens in patients with oral lichen planus /"		"Antonela Polotanu."	"Polotanu, Antonela."	"M.S. Den."	"University of Washington"	"2007"	"080226s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 71 leaves :"			"210428268"
"TWIST1 osteobiology :"	"implications for the pathogenesis of Saethre-Chotzen syndrome /"	"Chootima Ratisoontorn."	"Ratisoontorn, Chootima."	"Ph. D."	"University of Washington"	"2005"	"050822s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 108 leaves :"		"http://hdl.handle.net/1773/6381;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3163401"	"61319822"
"Effects of cervical versus high-pull headgear on the vertical dimension /"		"Setarah Razzaghi."	"Razzaghi, Setareh."	"M.S."	"University of Washington"	"2006"	"070618s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 26 leaves :"			"144612409"
"Osteoclast recruitment to sites of compression in orthodontic tooth movement /"		"Wellington Jose Rody, Jr."	"Rody, Wellington Jose."	"M.S."	"University of Washington"	"2000"	"010222s2000\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 95 leaves :"			"46312213"
"Trabecular and cortical bone as risk factors for orthodontic relapse /"		"Laura Elizabeth Rothe."	"Rothe, Laura Elizabeth."	"M.S. Den."	"University of Washington"	"2004"	"050608s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 44 leaves :"			"60814375"
"Pediatric dental emergencies :"	"a study of patient characteristics, social, and economic factors /"	"Scott T. Rowley."	"Rowley, Scott T."	"M.S. Den."	"University of Washington"	"2004"	"041213s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 43 leaves :"			"57219157"
"Effects of malocclusion and its treatment on the quality of life of adolescents /"		"Kelly Ryan Taylor."	"Ryan Taylor, Kelly."	"M.S. Den."	"University of Washington"	"2007"	"080702s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 34 leaves :"			"233038464"
"Accuracy of computer prediction versus posture prediction in mandibular advancement surgery /"		"Norman Nicholas Salome, Jr."	"Salome, Norman Nicholas."	"M.S. Den."	"University of Washington"	"2001"	"020805s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 138 leaves :"			"50298116"
"Generation of variants of ecotropic murine leukemia virus and assay for human-tropism /"		"by Ravi Kumar Sawhney."	"Sawhney, Ravi Kumar."	"M.S. Den."	"University of Washington"	"1997"	"980317s1997\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 35 leaves :"			"38737011"
"Periodontal and pulpal responses to early uncovering, autonomous eruption, and orthodontic alignment of palatally impacted maxillary canines /"		"Andrew David Schmidt."	"Schmidt, Andrew David."	"M.S. Den."	"University of Washington"	"2004"	"050608s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 19 leaves :"			"60702484"
"A 3-dimensional evaluation of facial soft tissue changes associated with maxillary expansion alone or with concomitant protraction headgear /"		"Parmis S. Sionit."	"Sionit, Parmis S."	"M.S. Den."	"University of Washington"	"2005"	"060807s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 41 leaves :"			"70843646"
"Dental treatment in the operating room :"	"a study of combining pediatric dentistry under general anesthesia with other surgical procedures /"	"Mark F. Stapleton."	"Stapleton, Mark F."	"M.S. Den."	"University of Washington"	"2006"	"070122s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 38 leaves :"			"79475567"
"Angiogenesis of a mandibular distraction osteogenesis site and its relationship to masticatory strain /"		"Zongyang Sun."	"Sun, Zongyang."	"M.S. Den."	"University of Washington"	"2007"	"080702s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 39 leaves :"			"233033304"
"Masticatory strain and bone growth of two osteogenic surfaces :"	"cranial sutures and the mandibular osteodistraction site /"	"Zongyang Sun."	"Sun, Zongyang."	"Ph. D."	"University of Washington"	"2007"	"080701s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"x, 205 leaves :"		"http://hdl.handle.net/1773/6382;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3290594"	"233000387"
"The role of long-term mandibular fixed retention in preventing relapse /"		"Burleigh Turner Surbeck."	"Surbeck, Burleigh Turner."	"M.S. Den."	"University of Washington"	"2001"	"020805s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 32 leaves :"			"50298628"
"Eligibility for publicly funded orthodontic treatment determined by the handicapping labiolingual deviation index /"		"Jeff Eric Theis."	"Theis, Jeff Eric."	"M.S. Den."	"University of Washington"	"2004"	"050111s2004\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 20 leaves :"			"57402006"
"The pharmacokinetics of sublingual triazolam in pediatric dental patients /"		"by Christine M. Tweedy."	"Tweedy, Christine M."	"M.S. Den."	"University of Washington"	"1999"	"000501s1999\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 25 leaves :"			"43959467"
"Signal propagation in a cell-free system :"	"purinergic signaling among mucous secretory granules from the slug Ariolmax Columbianus /"	"by Peter F. Van Der Ven."	"Van Der Ven, Peter F."	"Ph. D."	"University of Washington"	"1996"	"971203s1996\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vii, 158 leaves :"		"http://hdl.handle.net/1773/6393"	"38033458"
"A six-month comparison of self-etching adhesive system sealant retention with conventional phosphoric acid etch system sealant retention /"		"Victoria M. Vu."	"Vu, Victoria M."	"M.S. Den."	"University of Washington"	"2005"	"060301s2005\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 34 leaves :"			"64402012"
"Dynamic histomorphometric analysis of regenerate osteogenesis following mandibular distraction in the rat /"		"Bryan E. Williams."	"Williams, Bryan E."	"M.S. Den."	"University of Washington"	"2003"	"040519s2003\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 30 leaves :"			"55215739"
"Measuring characteristics of orthodontic headgear use :"	"time and force /"	"Reid J. Winkler."	"Winkler, Reid J."	"M.S. Den."	"University of Washington"	"2006"	"070606s2006\\\\xx\a\\\\\bm\\\000\0\eng\d"	"iv, 26 leaves :"			"138491512"
"Perceptions of health, esthetics, and treatment of maxillary primary incisors /"		"Dawn Wing Yu Woo-Huysing."	"Woo-Huysing, Dawn Wing Yu."	"M.S. Den."	"University of Washington"	"2001"	"011203s2001\\\\xx\a\\\\\bm\\\000\0\eng\d"	"vi, 71 leaves :"			"48523670"
"Regulation of fimbrillin expression in Porphyromonas gingivalis /"		"by Hua Xie."	"Xie, Hua,1956-"	"Ph. D."	"University of Washington"	"1998"	"991011s1998\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 127 leaves :"		"http://hdl.handle.net/1773/6392;http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:9916737"	"42612982"
"A comparison of early childhood caries risk assessment techniques in a pediatric medical clinic /"		"Yoo-Lee Yea."	"Yea, Yoo-Lee."	"M.S. Den.;M.P.H."	"University of Washington;University of Washington"	"2007;2007"	"071008s2007\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 27 leaves :"			"173819125"
"Epithelial cell sensing and responses to P. gingivalis /"		"Ozlem Yilmaz."	"Yilmaz, Ozlem."	"Ph. D."	"University of Washington"	"2002"	"030109s2002\\\\xx\a\\\\\bm\\\000\0\eng\d"	"v, 69 leaves :"		"http://hdl.handle.net/1773/6389"	"51332213"
